name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
怀远里 南北通透 采光好 公产可贷款,单价50981元/平米,260,| 2室1厅 | 51平米 | 南 北 | 其他,高楼层(共7层)  1993年建板楼  -,
融御 交通便利 环境优美 次新小区,单价53457元/平米,600,| 2室2厅 | 112.24平米 | 西南 | 其他,高楼层(共59层)  2015年建塔楼  -,
卫华里 中间楼层 朝南采光好 私产可贷款可落户,单价34483元/平米,150,| 1室0厅 | 43.5平米 | 南 | 其他,中楼层(共6层)  1988年建板楼  -,
气象台路 购物方便 地铁附近 企业产 可以公易贷,单价22493元/平米,50,| 1室0厅 | 22.23平米 | 东 | 其他,中楼层(共6层)  1984年建板楼  -,
诚基经贸中心 繁华南京路沿线  可落户 可贷款,单价35295元/平米,240,| 2室2厅 | 68平米 | 北 | 其他,中楼层(共33层)  2008年建塔楼  -,
成绩经贸中心  过两年 70产权  双地铁,单价19608元/平米,280,| 2室1厅 | 142.8平米 | 南 | 其他,低楼层(共33层)  2008年建塔楼  -,
瑞竹大厦 私产过两年 交通便利 视野开阔,单价36673元/平米,220,| 2室1厅 | 59.99平米 | 东北 | 其他,高楼层(共19层)  1990年建塔楼  -,
新景居 繁华地段 临近地铁线 电梯房 楼层好,单价54167元/平米,195,| 1室0厅 | 36平米 | 西 | 其他,中楼层(共30层)  2006年建板楼  -,
世昌里   双阳面 低楼层两室 税费低,单价42878元/平米,270,| 2室1厅 | 62.97平米 | 南 | 其他,低楼层(共6层)  板楼  -,
诚基中心 学区房 采光充足 中间楼层,单价31522元/平米,145,| 1室1厅 | 46平米 | 北 | 其他,中楼层(共34层)  2008年建塔楼  -,
万全道 户型方正 地段繁华  交通便利,单价42484元/平米,65,| 1室0厅 | 15.3平米 | 东 | 其他,低楼层(共2层)  板楼  -,
城基经贸中心  楼层适中  采光视野好  诚意出售,单价33089元/平米,225,| 2室2厅 | 68平米 | 北 | 精装,中楼层(共34层)  2008年建塔楼  -,
瑞景名郡 楼层好 临近血液研究所 交通便利 复式结构,单价29817元/平米,130,| 2室1厅 | 43.6平米 | 北 | 其他,中楼层(共17层)  2012年建塔楼  -,
众诚里  中心小学学区  地铁房 采光足 交通便利,单价78202元/平米,160,| 1室0厅 | 20.46平米 | 南 | 其他,高楼层(共6层)  1985年建板楼  -,
卫华里 私产可以贷款 临近地铁 出行便利,单价28249元/平米,300,| 2室1厅 | 106.2平米 | 东 西 | 其他,高楼层(共6层)  板楼  -,
津塔公寓 视野开阔 交通便利 临近海河,单价40507元/平米,320,| 1室0厅 | 79平米 | 西南 | 其他,低楼层(共30层)  2010年建塔楼  -,
朗文名邸 私产过两年 南北通透 可落户 可上学,单价60484元/平米,1500,| 4室2厅 | 248平米 | 南 北 | 其他,低楼层(共32层)  2011年建板楼  -,
诚基经贸中心  耀华小学片 私产房 70年大产权,单价23244元/平米,86,| 1室0厅 | 37平米 | 北 | 其他,低楼层(共50层)  2008年建塔楼  -,
乐寿里 采光好 视野好 交通便利,单价70176元/平米,160,| 1室0厅 | 22.8平米 | 东 | 其他,低楼层(共3层)  板楼  -,
诚基中心  精装一室 大产权 双地铁 交通便利,单价25000元/平米,150,| 1室1厅 | 60平米 | 西 | 其他,低楼层(共50层)  2008年建塔楼  -,
新汇华庭 精装修 观景楼层 采光充足 视野无遮挡,单价30509元/平米,180,| 1室0厅 | 59平米 | 南 | 其他,高楼层(共28层)  塔楼  -,
吉星北里 低楼层 户型方正 周边配套齐全 采光好,单价60000元/平米,330,| 2室1厅 | 55平米 | 南 | 简装,低楼层(共6层)  1984年建板楼  -,
津塔公寓 视野开阔 交通便利 临近海河,单价40000元/平米,516,| 2室1厅 | 129平米 | 西北 | 其他,高楼层(共30层)  2010年建塔楼  -,
宁夏路  户型方正  地段繁华  配套齐全,单价65511元/平米,68,| 1室0厅 | 10.38平米 | 东 | 其他,低楼层(共2层)  板楼  -,
诚基中心 阴面视野好 70年产权 私产可贷款,单价23000元/平米,138,| 1室1厅 | 60平米 | 北 | 其他,低楼层(共50层)  2008年建塔楼  -,
天津中心 交通便利 采光充足 户型方正,单价19149元/平米,180,| 1室1厅 | 94平米 | 南 | 其他,中楼层(共46层)  2009年建塔楼  -,
诚基中心 交通便利 耀华学区房 南京路沿线,单价31002元/平米,195,| 2室2厅 | 62.9平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
沙市道 采光好视野佳 户型方正 交通便利,单价26047元/平米,140,| 2室1厅 | 53.75平米 | 南 北 | 其他,高楼层(共8层)  1999年建板楼  -,
瑞竹大厦 中间楼层 电梯房 地理位置好 交通便利,单价35813元/平米,170,| 2室1厅 | 47.47平米 | 东 | 其他,高楼层(共19层)  1990年建塔楼  -,
云成里 独门独院 前后带院 岳阳道学区,单价75000元/平米,1200,| 6室2厅 | 160平米 | 南 北 | 其他,低楼层(共1层)  1991年建板楼  -,
锦钟大厦 中心小学学区房 南北通透 黄金楼层,单价35929元/平米,600,| 3室2厅 | 167平米 | 南 北 | 其他,高楼层(共15层)  1990年建塔楼  -,
新文化花园新景居 1室0厅 170万,单价54928元/平米,170,| 1室0厅 | 30.95平米 | 西 | 其他,低楼层(共30层)  2006年建板楼  -,
都会轩 2室1厅 800万,单价67227元/平米,800,| 2室1厅 | 119平米 | 东南 | 其他,高楼层(共49层)  2012年建板楼  -,
环球金融中心津塔公寓 1室1厅 280万,单价46667元/平米,280,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共30层)  2010年建塔楼  -,
环球金融中心津塔公寓 1室0厅 450万,单价48914元/平米,450,| 1室0厅 | 92平米 | 西南 | 其他,中楼层(共30层)  2010年建塔楼  -,
桂林路 全阳户型 交通便利 配套齐全,单价54598元/平米,95,| 1室0厅 | 17.4平米 | 南 | 其他,低楼层(共3层)  1990年建板楼  -,
佳怡公寓 1室0厅 1100万,单价30658元/平米,1100,| 1室0厅 | 358.8平米 | 南 北 | 其他,低楼层(共15层)  2004年建塔楼  -,
云琅大厦 1室1厅 320万,单价25237元/平米,320,| 1室1厅 | 126.8平米 | 西 | 其他,低楼层(共13层)  板楼  -,
同庆后 1室0厅 120万,单价60000元/平米,120,| 1室0厅 | 20平米 | 东 | 其他,中楼层(共7层)  板楼  -,
五爱里 1室0厅 130万,单价71626元/平米,130,| 1室0厅 | 18.15平米 | 南 | 其他,中楼层(共4层)  1989年建板楼  -,
新宜里 1室1厅 160万,单价50000元/平米,160,| 1室1厅 | 32平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
环球金融中心津塔公寓 1室1厅 380万,单价43464元/平米,380,| 1室1厅 | 87.43平米 | 南 | 其他,中楼层(共30层)  2010年建塔楼  -,
祈年大厦 1室1厅 330万,单价64041元/平米,330,| 1室1厅 | 51.53平米 | 东北 | 其他,中楼层(共32层)  200年建塔楼  -,
香榭里 2室1厅 220万,单价19487元/平米,220,| 2室1厅 | 112.9平米 | 南 北 | 其他,高楼层(共7层)  1997年建板楼  -,
天兴里 2室1厅 340万,单价58621元/平米,340,| 2室1厅 | 58平米 | 南 北 | 其他,中楼层(共5层)  1979年建板楼  -,
福林里 1室1厅 265万,单价55209元/平米,265,| 1室1厅 | 48平米 | 西 北 | 其他,中楼层(共11层)  1996年建板楼  -,
吉利花园 2室1厅 350万,单价54688元/平米,350,| 2室1厅 | 64平米 | 东北 | 其他,低楼层(共32层)  2002年建板楼  -,
诚基经贸中心 2室2厅 288万,单价42353元/平米,288,| 2室2厅 | 68平米 | 南 | 其他,低楼层(共34层)  2008年建塔楼  -,
常德道  企业产 价位合适 适合投资落户,单价34966元/平米,100,| 1室0厅 | 28.6平米 | 西 | 其他,高楼层(共5层)  1978年建板楼  -,
吉利花园 1室1厅 320万,单价53728元/平米,320,| 1室1厅 | 59.56平米 | 东北 | 其他,高楼层(共32层)  2002年建板楼  -,
诚基经贸中心 2室2厅 360万,单价40000元/平米,360,| 2室2厅 | 90平米 | 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
新汇华庭 1室1厅 250万,单价42373元/平米,250,| 1室1厅 | 59平米 | 南 | 其他,中楼层(共28层)  2015年建板楼  -,
君隆广场 3室2厅 564万,单价30000元/平米,564,| 3室2厅 | 188平米 | 东南 | 其他,高楼层(共38层)  2009年建塔楼  -,
佳怡公寓 1室1厅 258万,单价26295元/平米,258,| 1室1厅 | 98.12平米 | 东 | 其他,高楼层(共11层)  2004年建塔楼  -,
排水大楼 1室0厅 79万,单价27926元/平米,79,| 1室0厅 | 28.29平米 | 东南 | 其他,中楼层(共4层)  1987年建板楼  -,
康达公寓 1室1厅 1100万,单价54028元/平米,1100,| 1室1厅 | 203.6平米 | 南 | 其他,低楼层(共15层)  1999年建板塔结合  -,
新汇华庭 1室1厅 260万,单价44068元/平米,260,| 1室1厅 | 59平米 | 南 | 其他,中楼层(共28层)  2015年建板楼  -,
规划里 1室0厅 110万,单价61903元/平米,110,| 1室0厅 | 17.77平米 | 南 | 其他,中楼层(共5层)  1980年建板楼  -,
诚基中心 耀华学片 双地铁覆盖 俯瞰南京路,单价31667元/平米,190,| 2室2厅 | 60平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
谦受里 五大道住宅 交通便利 环境优美,单价93334元/平米,280,| 1室1厅 | 30平米 | 东 西 | 其他,低楼层(共2层)  1990年建板楼  -,
新文化新景居 万全道学片房 看房方便,单价58065元/平米,180,| 1室1厅 | 31平米 | 东 | 其他,中楼层(共30层)  2006年建板楼  -,
锦中大厦 中楼层 中心小学学区房 户型方正,单价30367元/平米,580,| 3室2厅 | 191平米 | 东 北 | 其他,中楼层(共15层)  1990年建板楼  -,
天津中心 中间楼层 阳面一居室 采光好,单价29769元/平米,135,| 1室1厅 | 45.35平米 | 南 | 其他,低楼层(共46层)  2009年建塔楼  -,
诚基经贸中心  学区房 交通便利 全明,单价29418元/平米,150,| 1室1厅 | 50.99平米 | 西北 | 简装,中楼层(共50层)  2008年建塔楼  -,
紫阳里 视野宽阔 采光充足 学区房,单价38462元/平米,200,| 1室1厅 | 52平米 | 东南 | 精装,低楼层(共15层)  2015年建塔楼  -,
光华巷 黄金楼层 采光好 临近滨江道商业街,单价64484元/平米,380,| 2室1厅 | 58.93平米 | 东 | 简装,中楼层(共7层)  1990年建板楼  -,
新汇华庭 1室1厅 242万,单价41017元/平米,242,| 1室1厅 | 59平米 | 南 | 其他,高楼层(共28层)  2015年建板楼  -,
光华巷 无遮挡采光好 交通方便 临近商业街,单价82064元/平米,350,| 2室1厅 | 42.65平米 | 东北 | 简装,高楼层(共7层)  1990年建板楼  -,
振河里  采光充足 交通便利 配套设施齐全,单价30910元/平米,170,| 2室1厅 | 55平米 | 东 | 其他,高楼层(共7层)  1985年建板楼  -,
诚基经贸中心 采光充足 视野开阔 可看房,单价46875元/平米,300,| 2室2厅 | 64平米 | 南 | 其他,高楼层(共33层)  2008年建塔楼  -,
鼎成公寓 西康路学区 交通方便 闹中取静,单价37693元/平米,245,| 1室1厅 | 65平米 | 南 北 | 其他,高楼层(共12层)  2000年建板楼  -,
新文化花园新景居交通便利 精装修 临近地铁,单价60097元/平米,186,| 1室0厅 | 30.95平米 | 东北 | 其他,中楼层(共30层)  2006年建板楼  -,
保疆里 私产过两年 鞍山道学区 地铁房,单价48612元/平米,350,| 2室1厅 | 72平米 | 东 西 | 其他,低楼层(共6层)  1990年建板楼  -,
设计里 户型方正 交通便利 配套设施齐全,单价64626元/平米,95,| 1室0厅 | 14.7平米 | 东 | 简装,低楼层(共3层)  1974年建板楼  -,
金茂公寓 采光好 交通便利 无遮挡,单价22194元/平米,136,| 1室0厅 | 61.28平米 | 南 | 其他,低楼层(共46层)  1990年建板楼  -,
福厚西里 高楼层 万全学区  配套齐全,单价41500元/平米,249,| 2室1厅 | 60平米 | 南 北 | 简装,高楼层(共7层)  1998年建板楼  -,
南宁路7号 地铁房 私产可贷款 交通便利,单价55195元/平米,425,| 3室1厅 | 77平米 | 南 北 | 其他,低楼层(共5层)  1991年建板楼  -,
天津中心 黄金地段 交通便利 配套齐全,单价27174元/平米,125,| 1室1厅 | 46平米 | 南 | 其他,低楼层(共46层)  2009年建塔楼  -,
树德楼 交通便利 配套齐全 临近地铁,单价42379元/平米,62,| 1室1厅 | 14.63平米 | 北 | 其他,高楼层(共5层)  1988年建板楼  -,
吉利花园 东南金角 双阳两室 采光充足,单价60619元/平米,600,| 2室1厅 | 98.98平米 | 东南 | 精装,中楼层(共32层)  2002年建板楼  -,
景阳里 临近滨江道 配套齐全 交通方便,单价46667元/平米,280,| 1室1厅 | 60平米 | 东 西 | 其他,中楼层(共8层)  1995年建板楼  -,
佳怡公寓  面积大  低楼层 带电梯 无遮挡,单价32946元/平米,1700,| 1室0厅 | 516平米 | 西南 西北 东北 东南 | 其他,低楼层(共11层)  2004年建塔楼  -,
中高楼层 交通方便 配套完善 毗邻地铁,单价42202元/平米,460,| 2室2厅 | 109平米 | 南 北 | 其他,中楼层(共8层)  1997年建板楼  -,
复式精装修 瑞竹大厦 交通便利,单价21429元/平米,210,| 2室1厅 | 98平米 | 东 | 其他,中楼层(共19层)  1990年建塔楼  -,
众诚里  中心小学学区  地铁房 配套成熟,单价67568元/平米,145,| 1室1厅 | 21.46平米 | 南 | 其他,高楼层(共6层)  1985年建板楼  -,
新文化花园新丽居 私产 南北通透 房型方正,单价42038元/平米,590,| 4室2厅 | 140.35平米 | 南 北 | 其他,中楼层(共12层)  2005年建板楼  -,
延德里 交通便利 配套设施齐全 楼层低,单价46512元/平米,200,| 2室0厅 | 43平米 | 南 | 其他,低楼层(共2层)    -,
新汇华庭公寓 中间楼层 采光好 交通便利,单价27064元/平米,160,| 1室0厅 | 59.12平米 | 南 | 其他,高楼层(共28层)  2015年建板楼  -,
仰止坊 2室0厅 130万,单价35288元/平米,130,| 2室0厅 | 36.84平米 | 东 | 其他,低楼层(共1层)  板楼  -,
诚基经贸中心 1室1厅 140万,单价20589元/平米,140,| 1室1厅 | 68平米 | 西 | 其他,中楼层(共50层)  2008年建塔楼  -,
环球金融中心津塔公寓 3室1厅 420万,单价30046元/平米,420,| 3室1厅 | 139.79平米 | 西北 | 精装,中楼层(共30层)  2010年建塔楼  -,
铭通里 2室0厅 146万,单价39545元/平米,146,| 2室0厅 | 36.92平米 | 南 北 | 其他,低楼层(共3层)  1979年建板楼  -,
西安道 1室0厅 145万,单价72500元/平米,145,| 1室0厅 | 20平米 | 南 | 其他,低楼层(共2层)  2000年建板楼  -,
同卫里 3室1厅 205万,单价25457元/平米,205,| 3室1厅 | 80.53平米 | 南 北 | 简装,高楼层(共6层)  1982年建板楼  -,
环球金融中心津塔公寓 1室0厅 356万,单价44500元/平米,356,| 1室0厅 | 80平米 | 东北 | 其他,低楼层(共30层)  2010年建塔楼  -,
瑞景名郡 2室2厅 190万,单价31667元/平米,190,| 2室2厅 | 60平米 | 西 北 | 其他,高楼层(共18层)  2012年建塔楼  -,
诚基经贸中心 1室1厅 130万,单价25491元/平米,130,| 1室1厅 | 51平米 | 西北 | 其他,高楼层(共50层)  2008年建塔楼  -,
重庆道 8室2厅 1600万,单价59260元/平米,1600,| 8室2厅 | 270平米 | 南 北 | 其他,低楼层(共2层)  1990年建板楼  -,
设计里 1室1厅 82万,单价57828元/平米,82,| 1室1厅 | 14.18平米 | 东 | 其他,低楼层(共3层)  1974年建板楼  -,
排水大楼 2室1厅 115万,单价30667元/平米,115,| 2室1厅 | 37.5平米 | 南 北 | 其他,低楼层(共6层)  1987年建板楼  -,
大理道 2室0厅 150万,单价36488元/平米,150,| 2室0厅 | 41.11平米 | 南 | 其他,低楼层(共2层)  板楼  -,
庆成里 2室0厅 115万,单价32240元/平米,115,| 2室0厅 | 35.67平米 | 南 北 | 其他,低楼层(共2层)  板楼  -,
津南里 1室0厅 105万,单价35118元/平米,105,| 1室0厅 | 29.9平米 | 东 | 其他,中楼层(共4层)    -,
老树德里 1室0厅 65万,单价54167元/平米,65,| 1室0厅 | 12平米 | 东 | 其他,低楼层(共2层)  1988年建板楼  -,
爱建公寓 6室1厅 520万,单价34900元/平米,520,| 6室1厅 | 149平米 | 南 北 | 其他,低楼层(共16层)  2002年建板塔结合  -,
诚基经贸中心 3室2厅 280万,单价41008元/平米,280,| 3室2厅 | 68.28平米 | 南 | 其他,中楼层(共33层)  2008年建塔楼  -,
东亚里 2室1厅 175万,单价35715元/平米,175,| 2室1厅 | 49平米 | 北 | 其他,高楼层(共6层)  2002年建板楼  -,
诚基经贸中心 1室1厅 140万,单价23973元/平米,140,| 1室1厅 | 58.4平米 | 北 | 其他,中楼层(共50层)  2008年建塔楼  -,
诚基经贸中心 1室1厅 130万,单价25491元/平米,130,| 1室1厅 | 51平米 | 西北 | 其他,高楼层(共50层)  2008年建塔楼  -,
福林里 2室0厅 1800万,单价31089元/平米,1800,| 2室0厅 | 579平米 | 西北 | 其他,低楼层(共11层)  1996年建板楼  -,
青岛道 1室1厅 150万,单价36586元/平米,150,| 1室1厅 | 41平米 | 东 西 | 其他,高楼层(共6层)  1999年建板楼  -,
河大宿舍 2室1厅 400万,单价57143元/平米,400,| 2室1厅 | 70平米 | 南 北 | 其他,低楼层(共3层)  板楼  -,
诚基经贸中心 3室1厅 240万,单价35258元/平米,240,| 3室1厅 | 68.07平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
君隆广场 2室2厅 450万,单价28663元/平米,450,| 2室2厅 | 157平米 | 东北 | 其他,高楼层(共38层)  2009年建塔楼  -,
府上和平 2室1厅 655万,单价64884元/平米,655,| 2室1厅 | 100.95平米 | 北 | 其他,中楼层(共33层)  2015年建板楼  -,
津南里 1室0厅 105万,单价35118元/平米,105,| 1室0厅 | 29.9平米 | 东 | 其他,中楼层(共4层)    -,
沈阳道 1室1厅 98万,单价39549元/平米,98,| 1室1厅 | 24.78平米 | 东南 | 其他,低楼层(共3层)  板楼  -,
树德北里 1室1厅 180万,单价48649元/平米,180,| 1室1厅 | 37平米 | 南 | 其他,中楼层(共5层)  1990年建板楼  -,
康定路 1室1厅 85万,单价39517元/平米,85,| 1室1厅 | 21.51平米 | 北 | 其他,低楼层(共1层)  板楼  -,
桂林路 1室0厅 140万,单价60397元/平米,140,| 1室0厅 | 23.18平米 | 南 | 其他,低楼层(共2层)  板楼  -,
环球金融中心津门公寓 4室3厅 1500万,单价42254元/平米,1500,| 4室3厅 | 355平米 | 南 北 | 其他,中楼层(共41层)  2009年建板塔结合  -,
