name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
福景居 家私齐全 拎包入住,单价17709元/平米,85,| 2室1厅 | 48平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
晓港地铁站旁 方正两房 光线充足,单价15385元/平米,80,| 2室1厅 | 52平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
漾日云天 风夜景靓 温馨单位,单价28948元/平米,110,| 1室1厅 | 38平米 | 南 | 精装,中楼层(共31层)  1999年建塔楼  -,
保利红棉花园 东向 间隔方正实用,单价18462元/平米,72,| 1室1厅 | 39平米 | 东 | 简装,中楼层(共9层)  1997年建塔楼  -,
实用两房 业主诚意出售,单价14383元/平米,128,| 3室2厅 | 89平米 | 东南 | 其他,中楼层(共9层)  1997年建塔楼  -,
保利红棉花园 保养新 标准一房,单价20000元/平米,70,| 1室1厅 | 35平米 | 东 | 其他,中楼层(共9层)  1997年建塔楼  -,
金影花园 高层东南两房 格局方正 采光好,单价16334元/平米,98,| 2室1厅 | 60平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
康怡花园 中层3房 近邻轻工学院,单价18236元/平米,155,| 3室1厅 | 85平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
怡龙苑 中层两房 厅大房大,单价19398元/平米,161,| 2室1厅 | 83平米 | 南 | 简装,中楼层(共9层)  1997年建塔楼  -,
南石西 电梯两房 间隔方正,单价19842元/平米,125,| 2室1厅 | 63平米 | 北 | 其他,低楼层(共8层)  塔楼  -,
丙外街 电梯楼 有阳台 业主诚售,单价24529元/平米,130,| 1室1厅 | 53平米 | 北 | 精装,高楼层(共9层)  塔楼  -,
润南花园 地铁沿线 中层南向,单价19584元/平米,160,| 2室2厅 | 81.7平米 | 东南 | 其他,中楼层(共9层)  1998年建塔楼  -,
实用温馨单位 配套完善,单价37500元/平米,300,| 3室1厅 | 80平米 | 东南 | 其他,高楼层(共46层)  2000年建塔楼  -,
中洲中心 写字楼放卖,单价24000元/平米,312,| 3室1厅 | 130平米 | 北 | 简装,中楼层(共30层)  2005年建塔楼  -,
中洲中心 写字楼放卖,单价27711元/平米,230,| 2室1厅 | 83平米 | 北 | 简装,中楼层(共30层)  2005年建塔楼  -,
利安花园 两房一厅 地铁上盖 交通便利,单价24286元/平米,170,| 2室1厅 | 70平米 | 暂无数据 | 其他,高楼层(共9层)  1997年建塔楼  -,
实用温馨单位 配套完善,单价18966元/平米,110,| 2室1厅 | 58平米 | 东北 | 简装,高楼层(共9层)  1997年建塔楼  -,
保利世界贸易公寓 琶洲商圈 交通便利,单价30000元/平米,300,| 1室1厅 | 100平米 | 北 | 精装,低楼层(共44层)  塔楼  -,
实用温馨单位 配套完善,单价21740元/平米,150,| 2室1厅 | 69平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
实用两房 业主诚意出售,单价17969元/平米,115,| 2室1厅 | 64平米 | 北 | 其他,低楼层(共9层)  1993年建塔楼  -,
实用3房 南北对流 光线一流,单价21085元/平米,175,| 3室1厅 | 83平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
晓港雅筑 地铁上盖 新装修,单价38462元/平米,250,| 3室2厅 | 65平米 | 东南 | 其他,中楼层(共25层)  2006年建塔楼  -,
间隔方正 装修新正,单价16826元/平米,106,| 2室2厅 | 63平米 | 南 | 其他,高楼层(共8层)  2002年建塔楼  -,
南洲花苑 证过2房 精装修 带学位,单价15117元/平米,65,| 1室1厅 | 43平米 | 西 | 其他,高楼层(共9层)  1993年建塔楼  -,
实用温馨单位 配套完善,单价39584元/平米,190,| 1室1厅 | 48平米 | 东北 | 精装,中楼层(共31层)  2006年建塔楼  -,
新港西路167号 南北对流两房 交通便利,单价20000元/平米,100,| 2室1厅 | 50平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
前进路 大三房 邻近地铁 黄金楼层,单价12843元/平米,122,| 3室1厅 | 95平米 | 东北 | 其他,中楼层(共7层)  1982年建塔楼  -,
立新街大院 装修保养好 中大地铁旁,单价14844元/平米,95,| 2室1厅 | 64平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
南珠广场 实用两房 证过五年,单价27923元/平米,215,| 2室1厅 | 77平米 | 南 | 其他,低楼层(共9层)  2008年建塔楼  -,
建基路 周边配套齐全,单价23685元/平米,180,| 2室1厅 | 76平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价19441元/平米,98,| 2室1厅 | 50.41平米 | 南 | 简装,中楼层(共10层)  1997年建塔楼  -,
正规2房 房大厅大 证过2年 光线很好,单价16079元/平米,82,| 2室1厅 | 51平米 | 东 | 其他,高楼层(共6层)  塔楼  -,
宝岗直街 底层两房 总价低 省级学位,单价22143元/平米,124,| 2室1厅 | 56平米 | 南 | 简装,中楼层(共4层)  塔楼  -,
超值笋盘，好盘难得。,单价19000元/平米,83.6,| 2室1厅 | 44平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
革新路广船宿舍 楼梯楼 实用小户型,单价17352元/平米,95,| 2室1厅 | 54.75平米 | 西 | 其他,高楼层(共9层)  1985年建塔楼  -,
实用温馨单位 配套完善,单价14773元/平米,65,| 2室1厅 | 44平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
造纸研究所 精装南向两房,单价19091元/平米,105,| 2室1厅 | 55平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
南北对流 视野好 保养新 位置安静舒适,单价28125元/平米,360,| 3室2厅 | 128平米 | 南 | 简装,低楼层(共18层)  2007年建塔楼  -,
朗晴居二期 户型方正 房间宽大 采光通风,单价35556元/平米,480,| 4室2厅 | 135平米 | 东北 | 其他,低楼层(共30层)  2000年建塔楼  -,
沙地直街 光线充足 舒适笋盘,单价15218元/平米,140,| 3室2厅 | 92平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
位于海珠殴宝岗大道,单价14286元/平米,80,| 1室1厅 | 56平米 | 东南 | 其他,低楼层(共3层)  2002年建塔楼  -,
江南雅居 电梯2房 房大厅大价钱笋,单价23112元/平米,208,| 2室2厅 | 90平米 | 西南 | 简装,中楼层(共27层)  1995年建塔楼  -,
实用一房 望花园 位置好,单价22858元/平米,32,| 1室0厅 | 14平米 | 东南 | 其他,低楼层(共8层)  1994年建塔楼  -,
新鸿花园 广州塔地铁 108方南向三房,单价32408元/平米,350,| 3室2厅 | 108平米 | 西 | 精装,中楼层(共15层)  1997年建塔楼  -,
中山大学 南北对流 业主有心出售,单价48624元/平米,530,| 4室2厅 | 109平米 | 南 | 其他,低楼层(共8层)  1980年建塔楼  -,
高层望花园单位 采光好,单价23334元/平米,175,| 2室2厅 | 75平米 | 北 | 其他,高楼层(共35层)  塔楼  -,
大元帅府小学超值28方地段房！！,单价14286元/平米,40,| 1室0厅 | 28平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
房大厅大 交通方便 楼层好 投资回报高,单价18645元/平米,110,| 2室2厅 | 59平米 | 西 | 精装,低楼层(共9层)  塔楼  -,
复式双层江景豪宅 一线江景,单价49170元/平米,1480,| 4室2厅 | 301平米 | 北 | 简装,中楼层(共33层)  2003年建塔楼  -,
南洲花苑 实用两房 采光通风,单价18462元/平米,120,| 2室2厅 | 65平米 | 南 | 其他,低楼层(共9层)  1993年建塔楼  -,
纵横国际公寓 地铁上盖 精装修 证够两年,单价27587元/平米,160,| 1室0厅 | 58平米 | 北 | 简装,高楼层(共30层)  2008年建塔楼  -,
加怡花园 电梯两房 保养好 东南向,单价26053元/平米,198,| 2室1厅 | 76平米 | 东南 | 其他,低楼层(共17层)  2007年建塔楼  -,
超值精装大三房！三面采光住家安静,单价22500元/平米,225,| 3室2厅 | 100平米 | 西南 | 其他,高楼层(共9层)  塔楼  -,
翠屏瀚宇贵都二期 实用四房 罕见放盘,单价36765元/平米,500,| 5室1厅 | 136平米 | 南 | 其他,低楼层(共33层)  2009年建塔楼  -,
丽水庭园 东向三房 保养新净 安静舒适,单价34075元/平米,460,| 3室2厅 | 135平米 | 东 | 其他,低楼层(共19层)  塔楼  -,
海珠半岛花园 市区临江南北对流 售,单价48873元/平米,650,| 3室2厅 | 133平米 | 南 | 精装,低楼层(共42层)  2006年建塔楼  -,
爱都铭轩 地铁上盖 温馨装修 安静舒适,单价24082元/平米,118,| 1室0厅 | 49平米 | 北 | 简装,低楼层(共13层)  2005年建塔楼  -,
蓝色康园 三层复式单位 东向,单价33104元/平米,480,| 4室2厅 | 145平米 | 东北 | 简装,高楼层(共26层)  2004年建塔楼  -,
可逸豪苑 精致四房 望花园 少有放盘,单价34970元/平米,570,| 4室2厅 | 163平米 | 东北 | 其他,低楼层(共29层)  2007年建塔楼  -,
实用温馨单位 配套完善,单价59149元/平米,1390,| 6室2厅 | 235平米 | 东南 | 精装,低楼层(共1层)  2003年建  -,
客村超甲级写字楼 双地铁上盖 户型方正实,单价18293元/平米,225,| 3室1厅 | 123平米 | 东南 | 其他,高楼层(共12层)  2002年建塔楼  -,
丽景湾 尽享一线望江 业主自个住,单价39445元/平米,497,| 4室2厅 | 126平米 | 北 | 简装,低楼层(共33层)  2002年建塔楼  -,
实用温馨单位 配套完善,单价20010元/平米,380,| 5室2厅 | 189.91平米 | 北 | 简装,高楼层(共11层)  1997年建塔楼  -,
江畔楼 3房中层单位 全新装修 即买即住,单价20556元/平米,185,| 3室1厅 | 90平米 | 南 | 其他,中楼层(共9层)  1997年建塔楼  -,
灏景阁大两房 厅出阳台 户型方正,单价20313元/平米,130,| 2室2厅 | 64平米 | 南 | 简装,高楼层(共10层)  1999年建塔楼  -,
侨城花园 地铁上盖 精装两房 方正实用,单价15790元/平米,90,| 2室2厅 | 57平米 | 西南 | 精装,高楼层(共9层)  1998年建塔楼  -,
怡雅苑复式四方 送60方空中花园,单价26531元/平米,520,| 4室2厅 | 196平米 | 西北 | 其他,高楼层(共24层)  2003年建塔楼  -,
江南新苑，三期少量 三房放卖，错过还得等,单价38763元/平米,376,| 3室1厅 | 97平米 | 北 | 精装,高楼层(共31层)  2009年建塔楼  -,
保利花园 首层花园洋房 临近地铁,单价40000元/平米,460,| 3室2厅 | 115平米 | 东 | 其他,低楼层(共18层)  2000年建塔楼  -,
中海名都 豪华装修 3房2厅 可改间隔,单价36919元/平米,635,| 3室2厅 | 172平米 | 西北 | 其他,高楼层(共39层)  2004年建塔楼  -,
经典居 住家办公二合一 南向两房,单价26000元/平米,195,| 2室1厅 | 75平米 | 南 | 其他,中楼层(共31层)  1995年建塔楼  -,
实用两房 业主诚意出售,单价18853元/平米,115,| 2室1厅 | 61平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
乐涛苑 少有三房户型 实用方正 过五年,单价39584元/平米,380,| 3室2厅 | 96平米 | 北 | 简装,低楼层(共12层)  2000年建塔楼  -,
逸景翠园 东南朝向 精选四房 望万亩果园,单价26389元/平米,380,| 4室2厅 | 144平米 | 东南 | 简装,中楼层(共28层)  2002年建塔楼  -,
丽景湾 161方四房 南北对流 一线江景,单价37268元/平米,600,| 4室2厅 | 161平米 | 南 | 其他,高楼层(共33层)  2002年建塔楼  -,
珠江帝景 鸣泉大宅 297方,单价47139元/平米,1400,| 5室2厅 | 297平米 | 南 | 精装,高楼层(共18层)  2007年建塔楼  -,
新港西路公安局宿舍 住家装修 温馨三房,单价19015元/平米,135,| 3室2厅 | 71平米 | 暂无数据 | 精装,低楼层(共9层)  1998年建塔楼  -,
金汇花园 中层四房 交通方便 笋,单价21795元/平米,255,| 4室2厅 | 117平米 | 东南 | 其他,中楼层(共9层)  1997年建塔楼  -,
保利康桥 全新未住 东南对流 温馨大四房,单价43578元/平米,950,| 4室2厅 | 218平米 | 北 | 毛坯,高楼层(共32层)  2007年建塔楼  -,
南北广场 住家3房 全天采光充足,单价24732元/平米,230,| 2室1厅 | 93平米 | 东北 | 其他,高楼层(共29层)  2003年建塔楼  -,
海珠半岛A+B 一线望江无敌江景,单价32700元/平米,860,| 6室2厅 | 263平米 | 北 | 简装,高楼层(共46层)  2000年建塔楼  -,
公安宿舍 方方正正 地铁上盖 温馨舒适,单价22059元/平米,150,| 2室1厅 | 68平米 | 暂无数据 | 其他,中楼层(共13层)  2000年建塔楼  -,
竹园小区 中层两房 精装修 户型方正实用,单价19048元/平米,160,| 3室1厅 | 84平米 | 北 | 简装,中楼层(共8层)  1996年建塔楼  -,
愉景雅苑 高层复式 送天台花园,单价30702元/平米,700,| 5室3厅 | 228平米 | 暂无数据 | 其他,高楼层(共12层)  2000年建塔楼  -,
海珠半岛花园 东北向望江 精致装修,单价36843元/平米,490,| 3室2厅 | 133平米 | 东 | 简装,中楼层(共46层)  2000年建塔楼  -,
江南翠菊园 江南西地铁D口 电梯小区复式,单价30625元/平米,490,| 3室2厅 | 160平米 | 暂无数据 | 其他,高楼层(共12层)  2003年建塔楼  -,
穗花新村 中层三房 南北通透 入读名校,单价25491元/平米,260,| 3室2厅 | 102平米 | 南 | 其他,高楼层(共7层)  1995年建塔楼  -,
金海湾 一线望江 楼王单位 视野开阔,单价46729元/平米,2000,| 5室2厅 | 428平米 | 西北 | 精装,高楼层(共38层)  2002年建塔楼  -,
绿茵翠庭 电梯1房 中等楼层,单价23000元/平米,115,| 1室1厅 | 50平米 | 北 | 其他,高楼层(共10层)  2002年建塔楼  -,
间隔方正 精致装修,单价16667元/平米,75,| 2室1厅 | 45平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
海联路小区 南北对流 采光通风好,单价19267元/平米,210,| 3室2厅 | 109平米 | 南 | 精装,中楼层(共7层)  塔楼  -,
东向复式单位 超大天台花园,单价20000元/平米,340,| 3室2厅 | 170平米 | 东 | 其他,高楼层(共35层)  塔楼  -,
逸景翠园 南北对流 实用三房 小康之家,单价24762元/平米,260,| 3室2厅 | 105平米 | 北 | 其他,低楼层(共28层)  2002年建塔楼  -,
晓安花园 实用单位 温馨舒适,单价18270元/平米,190,| 3室1厅 | 104平米 | 北 | 简装,中楼层(共17层)  2000年建塔楼  -,
鸿荣阁 地铁上盖 电梯三房,单价23957元/平米,218,| 3室1厅 | 91平米 | 东南 | 简装,高楼层(共9层)  2000年建塔楼  -,
金汇花园 南北对流  光线充足,单价20656元/平米,126,| 2室1厅 | 61平米 | 西南 | 简装,高楼层(共9层)  1997年建塔楼  -,
保利红棉花园 中层两房保养新 户型方正,单价20858元/平米,73,| 1室1厅 | 35平米 | 南 | 简装,中楼层(共9层)  1997年建塔楼  -,
真实地铁上盖 晓港雅筑 复式豪装格局方正,单价33077元/平米,215,| 4室1厅 | 65平米 | 暂无数据 | 其他,中楼层(共25层)  2006年建塔楼  -,
锦绣星城 豪装南向大三房 采光户型一流,单价27679元/平米,310,| 3室2厅 | 112平米 | 南 | 精装,低楼层(共22层)  1999年建塔楼  -,
海康小区 临近地铁 2房 过2年,单价20000元/平米,138,| 2室2厅 | 69平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
穗花新村 电梯两房 入读省一级名校,单价26389元/平米,190,| 2室1厅 | 72平米 | 北 | 其他,高楼层(共20层)  1990年建塔楼  -,
得胜岗 低层舒适两房 地铁上盖收租王,单价20000元/平米,88,| 2室1厅 | 44平米 | 南 | 精装,中楼层(共6层)  1991年建塔楼  -,
紫金大街 省级学位 实用两房 精装修,单价16000元/平米,120,| 2室1厅 | 75平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
高层望江 视野开阔 少有放盘,单价32825元/平米,860,| 6室2厅 | 262平米 | 北 | 简装,高楼层(共46层)  2000年建塔楼  -,
保利花园 楼梯复式 全新保养,单价19103元/平米,298,| 4室2厅 | 156平米 | 南 | 精装,高楼层(共6层)  2000年建塔楼  -,
中顺领域公馆 豪装四房 厅出阳台 满五年,单价24204元/平米,380,| 4室2厅 | 157平米 | 东北 | 精装,高楼层(共21层)  1999年建塔楼  -,
富力银禧 优质保养 南向大阳台 间隔方正,单价41667元/平米,650,| 4室2厅 | 156平米 | 南 | 精装,低楼层(共32层)  2008年建塔楼  -,
晓港湾 实用一房 投资首选 地铁沿线物业,单价17632元/平米,67,| 1室1厅 | 38平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
晓港湾 采光非常好 厅直出阳台 交通便利,单价17935元/平米,165,| 3室1厅 | 92平米 | 东南 | 简装,高楼层(共9层)  1999年建塔楼  -,
侨雅苑 住家装修三房 看房提前约,单价21861元/平米,188,| 3室2厅 | 86平米 | 暂无数据 | 精装,中楼层(共9层)  1998年建塔楼  -,
益丰花园 温馨三房 近地铁 小区管理,单价18182元/平米,200,| 3室1厅 | 110平米 | 暂无数据 | 其他,中楼层(共9层)  2005年建塔楼  -,
森语星园 楼王三房 高层望海珠湖,单价23424元/平米,260,| 3室2厅 | 111平米 | 暂无数据 | 其他,高楼层(共29层)  2004年建塔楼  -,
顺华名庭 中大对面 邻轻纺城 交通方便,单价30000元/平米,240,| 2室1厅 | 80平米 | 南 | 简装,中楼层(共20层)  塔楼  -,
江南大道中 得胜岗 南向一房 入读名校,单价17032元/平米,70,| 1室1厅 | 41.1平米 | 南 | 其他,高楼层(共6层)  1991年建塔楼  -,
望江带主套 间隔方正实用 有一复式主套间,单价28528元/平米,465,| 4室2厅 | 163平米 | 东北 | 精装,中楼层(共32层)  2003年建塔楼  -,
滨江东路 汇美景台,单价46512元/平米,1400,| 5室2厅 | 301平米 | 北 | 其他,低楼层(共33层)  2003年建塔楼  -,
保利百合花园 顶层复式 直通天台花园,单价27235元/平米,640,| 5室2厅 | 235平米 | 西北 | 简装,高楼层(共18层)  2004年建塔楼  -,
双子星城 时尚复式单位 居家办公均可,单价29033元/平米,180,| 3室2厅 | 62平米 | 东 | 简装,低楼层(共18层)  2005年建塔楼  -,
逸景翠园 中区豪宅 南北对流 视野开阔,单价25000元/平米,515,| 4室2厅 | 206平米 | 北 | 其他,高楼层(共12层)  2002年建塔楼  -,
愉景雅苑 电梯三房 格局方正 望花园,单价28090元/平米,250,| 3室2厅 | 89平米 | 东北 | 简装,高楼层(共14层)  2000年建塔楼  -,
