name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
双地铁口、时代骄子精装一房，经典户型，过渡首选！,单价60417元/平米,290,| 1室1厅 | 48平米 | 西南 | 精装,中楼层(共31层)  2003年建板塔结合  -,
高楼层精装修两房 南向 生活配套齐全 交通方便,单价82279元/平米,650,| 2室2厅 | 79平米 | 东北 | 其他,高楼层(共27层)  2004年建板塔结合  -,
桃源村三区  东南向  中间楼  安静,单价52113元/平米,370,| 3室1厅 | 71平米 | 东南 | 其他,高楼层(共7层)  1997年建板楼  -,
南国丽城大三房出售 满五年 地铁口物业 安静,单价57273元/平米,680,| 3室2厅 | 118.73平米 | 西南 | 其他,中楼层(共18层)  2004年建板塔结合  -,
蔚蓝海岸二期 满五年唯一  北师大学区房  有大长阳台,单价92080元/平米,930,| 3室2厅 | 101平米 | 东南 | 其他,高楼层(共18层)  2003年建塔楼  -,
恒立心海湾花园 3室2厅 630万,单价71591元/平米,630,| 3室2厅 | 88平米 | 西南 | 其他,中楼层(共18层)  2009年建板塔结合  -,
双地铁口，时代骄子精装一房一厅，大阳台，西南向,单价55103元/平米,270,| 1室1厅 | 49平米 | 西南 | 精装,高楼层(共31层)  2003年建板塔结合  -,
桃源村一期，西南朝向，中间黄金楼层，学区房,单价53522元/平米,380,| 3室1厅 | 71平米 | 西南 | 其他,中楼层(共7层)  1997年建板楼  -,
佳兆业香瑞园 精装两房满五年非唯一 中高层南向,单价65477元/平米,550,| 2室1厅 | 84平米 | 南 | 其他,高楼层(共12层)  2008年建板楼  -,
满五不唯一，南外文华本部学位房,单价90181元/平米,900,| 3室2厅 | 99.8平米 | 南 北 | 其他,中楼层(共7层)  2009年建板楼  -,
园景园，精装修小户型3房，视野无遮挡，满五年,单价80000元/平米,712,| 3室2厅 | 89平米 | 南 | 其他,中楼层(共23层)  2009年建塔楼  -,
中爱花园 双阳台 位置安静 精装大三房 满五年,单价56197元/平米,575,| 3室2厅 | 102.32平米 | 北 | 精装,低楼层(共15层)  2003年建板楼  -,
百仕达红树西岸 2房2厅 看高尔夫球场,单价111112元/平米,1300,| 2室2厅 | 117平米 | 西南 | 精装,低楼层(共31层)  2005年建板楼  -,
曦湾华府  89平复式 豪华装修 东南向看海景,单价132798元/平米,1190,| 3室2厅 | 89.61平米 | 东南 | 精装,中楼层(共22层)  2009年建塔楼  -,
锦绣花园(南山区) 3室2厅 730万,单价60647元/平米,730,| 3室2厅 | 120.37平米 | 东南 | 其他,低楼层(共33层)  1996年建板塔结合  -,
前海花园复试周边配套完善交通便利紧邻前海自贸区,单价65000元/平米,975,| 5室2厅 | 150平米 | 南 | 其他,高楼层(共17层)  2003年建板塔结合  -,
天朗风清小区 南向两房 小区对面就是学校 总价低！,单价70000元/平米,469,| 2室2厅 | 67平米 | 南 | 其他,高楼层(共18层)  2005年建板塔结合  -,
阳光华艺大厦 学府学位 高楼层视野采光好 配套齐全,单价77842元/平米,300,| 2室1厅 | 38.54平米 | 南 | 其他,高楼层(共31层)  2007年建板塔结合  -,
兰溪谷  精装一居室  中高楼层 视野宽阔  居住首选,单价95775元/平米,680,| 1室1厅 | 71平米 | 东南 | 其他,高楼层(共31层)  2011年建塔楼  -,
汉京山 精品三房！正朝南户型！视野好！,单价77273元/平米,680,| 3室2厅 | 88平米 | 南 | 其他,中楼层(共33层)  2010年建板塔结合  -,
金桃园大厦 地铁口物业 户型方正 配套成熟,单价52410元/平米,435,| 2室2厅 | 83平米 | 东南 | 其他,高楼层(共20层)  2003年建塔楼  -,
塘朗城 小区新，出小区就地铁，南北通透，毛坯房,单价56188元/平米,790,| 4室1厅 | 140.6平米 | 南 北 | 毛坯,中楼层(共32层)    -,
华侨城香山里二期精装3+1房 诚信出售 看房方便,单价78803元/平米,1200,| 3室2厅 | 152.28平米 | 东南 | 精装,中楼层(共33层)  2010年建板塔结合  -,
南山实验双学位 中心花园景观房 客厅出阳台采光通风好,单价87838元/平米,650,| 2室2厅 | 74平米 | 北 | 精装,中楼层(共26层)  2005年建塔楼  -,
无遮挡 视野开阔 景观好  使用空间大,单价80529元/平米,1220,| 3室2厅 | 151.5平米 | 南 | 精装,高楼层(共33层)  2012年建板塔结合  -,
华侨城LOFT公馆锦绣花园四期 高层出售 视野超好,单价103226元/平米,3200,| 5室2厅 | 310平米 | 西南 | 其他,高楼层(共39层)    -,
棕榈园稀缺户型，一层带花园，户型方正，诚售,单价79167元/平米,950,| 3室2厅 | 120平米 | 南 北 | 其他,低楼层(共11层)  2006年建塔楼  -,
南海城中心花园小区，适合居家，看房方便,单价62572元/平米,438,| 3室2厅 | 70平米 | 东 | 其他,中楼层(共9层)  1997年建塔楼  -,
深云村，精装两房，高层朝南，视野好，采光足，方正,单价74286元/平米,520,| 2室2厅 | 70平米 | 南 | 其他,中楼层(共29层)  板塔结合  -,
南国丽城 楼王三房 东南朝向 高层采光好,单价56838元/平米,665,| 3室2厅 | 117平米 | 东南 | 简装,高楼层(共18层)  2004年建板塔结合  -,
瑞河耶纳 端头位 标准四房 高楼层 景观视野好 诚心卖,单价102410元/平米,1700,| 3室2厅 | 166平米 | 南 | 精装,高楼层(共11层)  2005年建板楼  -,
南海玫瑰花园  高层看海景   南北通透大三房,单价87988元/平米,1150,| 4室2厅 | 130.7平米 | 南 | 其他,中楼层(共18层)  2005年建板塔结合  -,
港湾丽都 经典四房 有钥匙随时看 大新地铁口物业,单价65926元/平米,890,| 4室2厅 | 135平米 | 东 西 | 其他,高楼层(共17层)  2003年建板塔结合  -,
光华街三房 满五年 南北通 红本再手 急售,单价66280元/平米,570,| 3室2厅 | 86平米 | 南 北 | 其他,高楼层(共7层)  1986年建  -,
香山美墅 经典南北通透四房 户型方正,单价101627元/平米,2500,| 4室2厅 | 246平米 | 西南 | 毛坯,中楼层(共11层)  板塔结合  -,
龙瑞佳园 边户两房 低总价 投资自住首选,单价54167元/平米,390,| 2室2厅 | 72平米 | 北 | 毛坯,高楼层(共27层)  2015年建塔楼  -,
福庭苑小区位置好，入住率90%以上，适宜居住,单价47015元/平米,630,| 4室2厅 | 134平米 | 东 | 简装,高楼层(共8层)  2000年建板塔结合  -,
蛇口自贸区 紫竹园 免装修两房 南北通透 育才二中学位,单价59819元/平米,329,| 2室1厅 | 55平米 | 南 北 | 精装,低楼层(共8层)  1989年建板塔结合  -,
鲸山觐海九期，复式毛坯，看房随时，诚意出售,单价96990元/平米,2900,| 4室1厅 | 299平米 | 南 北 | 其他,高楼层(共27层)  2014年建板塔结合  -,
英伦名苑三期花园小区  带南山大冲双学位,单价88889元/平米,1200,| 4室2厅 | 135平米 | 东南 | 其他,中楼层(共11层)  2005年建板塔结合  -,
高山花园 豪装大三居可改四房 诚心出售,单价97414元/平米,1130,| 3室1厅 | 116平米 | 南 | 其他,低楼层(共32层)  2006年建板塔结合  -,
东南向挑高复式4+1房 位置安静采光无遮挡,单价99284元/平米,1648,| 5室2厅 | 165.99平米 | 东南 | 精装,低楼层(共22层)  2005年建板楼  -,
首地容御方正两房、业主诚心出售,单价78410元/平米,690,| 2室2厅 | 88平米 | 南 | 精装,中楼层(共11层)  2011年建板塔结合  -,
世界花园海华居大面积户型居家 看房方便,单价60000元/平米,876,| 4室2厅 | 146平米 | 东南 | 其他,低楼层(共23层)  2002年建板塔结合  -,
东南向 3层复式 俯视波区与海 一本证652平,单价84356元/平米,5500,| 7室3厅 | 652平米 | 南 | 其他,高楼层(共31层)  2002年建板塔结合  -,
中海深圳湾畔花园,单价62774元/平米,860,| 4室2厅 | 137平米 | 南 | 其他,低楼层(共32层)  2003年建塔楼  -,
顶层复式清水房 坐享海岸城书城配套,单价71803元/平米,1400,| 5室3厅 | 194.98平米 | 北 | 其他,高楼层(共17层)  2003年建板塔结合  -,
波托菲诺纯水岸十四期 奢华大五房,单价96220元/平米,2800,| 5室2厅 | 291平米 | 东南 | 毛坯,中楼层(共29层)  2012年建板塔结合  -,
半山海景兰溪谷，藏在南山上的豪宅,单价93878元/平米,1380,| 4室2厅 | 147平米 | 南 北 | 精装,低楼层(共16层)  2004年建板楼  -,
波托菲诺天鹅堡 满五唯一 业主诚心急售,单价86603元/平米,2000,| 4室2厅 | 230.94平米 | 南 | 精装,低楼层(共31层)  2002年建板塔结合  -,
半岛城邦 前排楼王 220平米 毛坯 全海景,单价150000元/平米,3300,| 4室2厅 | 220平米 | 南 | 毛坯,高楼层(共25层)  2006年建塔楼  -,
纯水岸稀有在售别墅  带前后花园  地下一层地上三层,单价232877元/平米,8500,| 5室2厅 | 365平米 | 西南 | 其他,低楼层(共1层)  2008年建  -,
蔚蓝海岸 南向7房复式 观景阳光 看房随时,单价85976元/平米,1600,| 7室2厅 | 186.1平米 | 东南 | 精装,高楼层(共23层)  2003年建塔楼  -,
天鹅堡楼王位置 中高楼层  业主诚心出售,单价94595元/平米,2100,| 5室2厅 | 222平米 | 南 | 精装,高楼层(共17层)  2002年建板塔结合  -,
国际市长交流中心，得房率高适合投资。,单价51425元/平米,195,| 1室0厅 | 37.92平米 | 东南 | 其他,中楼层(共25层)  2004年建塔楼  -,
海月花园大三房南北通透业主诚心卖,单价73644元/平米,950,| 3室2厅 | 129平米 | 南 | 精装,中楼层(共7层)  1999年建板塔结合  -,
恒立心海湾花园 小复式 税费少,单价87641元/平米,780,| 3室2厅 | 89平米 | 东南 | 其他,低楼层(共32层)  2009年建板塔结合  -,
东南向五房，户型方正，通风采光都不错,单价108696元/平米,1500,| 5室2厅 | 138平米 | 南 | 精装,高楼层(共16层)  2005年建板塔结合  -,
前海花园二期电梯房无税带学位公摊小红本,单价63044元/平米,580,| 3室2厅 | 92平米 | 南 北 | 精装,中楼层(共10层)  2004年建板塔结合  -,
栖游记赠送双露台 自住装修 低楼层诚心卖,单价81691元/平米,580,| 2室2厅 | 71平米 | 西北 | 其他,低楼层(共34层)  2013年建板塔结合  -,
星海名城六期  前海自贸区 东南向 精装四房,单价67485元/平米,1100,| 4室2厅 | 163平米 | 东南 | 其他,低楼层(共26层)  1998年建板塔结合  -,
愉康花园朝南，安静，三房改五房，红本在手,单价54167元/平米,520,| 5室2厅 | 96平米 | 东南 | 精装,低楼层(共7层)  1996年建板塔结合  -,
世纪村顶层复式，东南向看海，中空，送泳池,单价158209元/平米,5300,| 4室2厅 | 335平米 | 东南 | 精装,高楼层(共28层)  2004年建塔楼  -,
西海湾花园无税 南北通透户型 带双阳台,单价73970元/平米,1000,| 4室2厅 | 135.19平米 | 东南 | 简装,低楼层(共18层)  2002年建板塔结合  -,
龙电花园A区 育才学位 待拆迁 临沃尔玛,单价55753元/平米,630,| 4室1厅 | 113平米 | 东南 | 其他,中楼层(共7层)  塔楼  -,
北师大附小 南二外学区房 满五年唯一,单价74486元/平米,630,| 3室2厅 | 84.58平米 | 东 | 精装,高楼层(共32层)  2002年建塔楼  -,
大学城片区 桑泰丹华精装修四房 朝南采光好,单价76924元/平米,1300,| 4室3厅 | 169平米 | 南 | 精装,低楼层(共24层)  2008年建塔楼  -,
缤纷假日豪园140平米大四房出售,单价60715元/平米,850,| 4室2厅 | 140平米 | 东 | 其他,中楼层(共21层)  2001年建板塔结合  -,
西海明珠花园 地铁口物业 大三房 红本无税,单价70176元/平米,800,| 4室2厅 | 114平米 | 南 | 简装,高楼层(共30层)  2004年建塔楼  -,
半山海景兰溪谷二期，四房高层出售,单价101523元/平米,2000,| 4室2厅 | 197平米 | 南 北 | 其他,中楼层(共21层)  2009年建板楼  -,
蔚蓝海岸3期 3房 高楼层 视野好 产权满2年,单价86154元/平米,1120,| 3室2厅 | 130平米 | 南 北 | 其他,中楼层(共18层)  2001年建板塔结合  -,
美加广场一楼复式，可做商业用，带90平花园,单价55971元/平米,1500,| 6室2厅 | 268平米 | 南 | 精装,低楼层(共21层)  1999年建板塔结合  -,
阳光带一期 4+1房 拎包入住  观高尔夫景,单价90396元/平米,1600,| 4室2厅 | 177平米 | 东南 | 精装,低楼层(共29层)  2002年建塔楼  -,
城市中的庄园 纯水岸精品临湖小高层 赠送大,单价94538元/平米,2250,| 5室2厅 | 238平米 | 南 | 精装,低楼层(共11层)  2007年建板塔结合  -,
锦绣花园 稀缺三层复式 无敌海景 大露台,单价98462元/平米,3200,| 6室2厅 | 325平米 | 南 北 | 精装,高楼层(共28层)  2001年建板塔结合  -,
雍景湾 户型好 南北大五居,单价101124元/平米,1800,| 5室1厅 | 178平米 | 南 北 | 简装,中楼层(共31层)  2012年建板塔结合  -,
源华综合楼复式带平台花园,单价74306元/平米,535,| 4室2厅 | 72平米 | 东 西 | 其他,高楼层(共8层)  1996年建板塔结合  -,
红树西岸标准3房2厅2卫  看沙河高尔夫看海景,单价102891元/平米,1780,| 3室2厅 | 173平米 | 西北 | 简装,低楼层(共31层)  2005年建塔楼  -,
世纪村四期379㎡ 东南向全景观大露台顶复,单价113457元/平米,4300,| 7室4厅 | 379平米 | 南 | 精装,高楼层(共28层)  2004年建塔楼  -,
花园城一期 精装修2房 满2年,单价71119元/平米,540,| 2室2厅 | 75.93平米 | 西南 | 精装,中楼层(共15层)  2000年建板塔结合  -,
锦绣花园三期朝南诚心出售 看房方便 地铁边,单价93244元/平米,1380,| 4室2厅 | 148平米 | 南 | 精装,低楼层(共32层)  2003年建板塔结合  -,
中信红树湾北区128.6平小户型3房推荐！,单价108865元/平米,1400,| 3室2厅 | 128.6平米 | 东北 | 精装,高楼层(共31层)  2008年建板楼  -,
半岛城邦花园二期 东南向 南北通透 精装修,单价88462元/平米,1380,| 4室2厅 | 156平米 | 东南 | 精装,低楼层(共48层)  2009年建板塔结合  -,
鲸山觐海 前排叠加别墅 四层毛坯复式,单价120968元/平米,4500,| 5室3厅 | 372平米 | 南 | 简装,中楼层(共6层)  2014年建板塔结合  -,
波托菲诺纯水岸，精装四室，诚心出售,单价96639元/平米,2300,| 4室2厅 | 238平米 | 西南 | 其他,低楼层(共11层)  2007年建板塔结合  -,
蓝漪花园3层复式，花园中间安静，近地铁站,单价79137元/平米,2200,| 5室2厅 | 278平米 | 南 | 简装,中楼层(共4层)  2002年建  -,
蓝月湾畔顶层复式，电梯板楼，南北通透，带花园带车位,单价74780元/平米,1500,| 4室2厅 | 200.59平米 | 南 | 精装,高楼层(共9层)  2001年建板塔结合  -,
英伦名苑三期 四房 朝南 满五，红本 业主诚心出售,单价78900元/平米,860,| 4室2厅 | 109平米 | 南 | 其他,中楼层(共18层)  2005年建板塔结合  -,
高山花园！精装三房！方正户型！,单价93221元/平米,1100,| 4室2厅 | 118平米 | 东南 | 精装,中楼层(共32层)  2006年建板塔结合  -,
一辉花园，此房为四房两厅，南北通透，视野采光都很好,单价76918元/平米,1060,| 4室2厅 | 137.81平米 | 南 | 其他,低楼层(共6层)  1997年建板塔结合  -,
兰溪谷二期精装四房，南北通透，山海大宅，满二年,单价108000元/平米,1998,| 4室2厅 | 185平米 | 南 北 | 其他,中楼层(共25层)  2007年建板楼  -,
诺德东南向四房两卫出售，楼王位置,单价86847元/平米,1100,| 4室2厅 | 126.66平米 | 东南 | 其他,高楼层(共30层)  2009年建板塔结合  -,
蓝月湾畔 南北通透四房 低总价，业主急卖,单价75000元/平米,1020,| 4室2厅 | 136平米 | 南 | 精装,低楼层(共9层)  2001年建板塔结合  -,
半岛城邦 实用五房 带两个车位 满五年 端头位 高楼层,单价98102元/平米,1550,| 5室2厅 | 158平米 | 东南 | 精装,高楼层(共32层)  2009年建板塔结合  -,
招商雍景湾 花园式小区 高楼层双拼五房 红本在手,单价101911元/平米,1600,| 5室2厅 | 157平米 | 东南 | 精装,中楼层(共31层)  2012年建板塔结合  -,
深南花园带南外学位地铁电梯三房诚售,单价59806元/平米,616,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共34层)  1996年建板塔结合  -,
恒裕滨城 品质为王  精装四房 居家首选,单价130953元/平米,2200,| 4室2厅 | 168平米 | 东南 | 精装,中楼层(共24层)  2012年建板塔结合  -,
桃源村三期 业主实在出售满五年唯一 小三房,单价53704元/平米,435,| 3室1厅 | 81平米 | 东北 | 其他,低楼层(共34层)  2008年建塔楼  -,
