name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
金宇花园 南北对流 格局方正 低楼层,单价15493元/平米,110,| 2室1厅 | 71平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
周门小区周门南路 2室1厅 125万,单价22728元/平米,125,| 2室1厅 | 55平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
银海花园 电梯两房  地铁沿线,单价11411元/平米,89,| 2室1厅 | 78平米 | 东南 | 其他,高楼层(共28层)  2008年建塔楼  -,
芳丽苑 1室1厅 60万,单价21429元/平米,60,| 1室1厅 | 28平米 | 北 | 其他,中楼层(共9层)  1995年建塔楼  -,
黄沙后道 2室2厅 100万,单价12821元/平米,100,| 2室2厅 | 78平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
上下九商圈 一房两厅带有阁楼 6米飘窗,单价17671元/平米,44,| 1室2厅 | 24.9平米 | 东 | 简装,中楼层(共9层)  1985年建塔楼  -,
富力新居 园林小区 邻近地铁,单价21000元/平米,71.4,| 1室1厅 | 34平米 | 东 | 其他,中楼层(共9层)  1993年建塔楼  -,
鸿图苑实用一房 黄金楼层 间隔实用,单价15117元/平米,65,| 1室1厅 | 43平米 | 北 | 其他,中楼层(共9层)  1995年建塔楼  -,
投资独栋 中市外约 地铁一号线 低层两房,单价13940元/平米,38,| 1室1厅 | 27.26平米 | 东 | 其他,低楼层(共1层)  塔楼  -,
珠岛花园 一房精装修,单价14286元/平米,40,| 1室0厅 | 28平米 | 西 | 其他,低楼层(共9层)  1995年建塔楼  -,
出售 86万 电梯 黄金地段,单价24706元/平米,84,| 1室1厅 | 34平米 | 西南 | 其他,高楼层(共15层)  2011年建塔楼  -,
出售 114万 电梯 黄金地段,单价24692元/平米,114,| 1室0厅 | 46.17平米 | 西 | 其他,中楼层(共15层)  2011年建塔楼  -,
如意阁 豪华装修 生活便利 新婚首选,单价17648元/平米,120,| 2室2厅 | 68平米 | 西南 | 其他,中楼层(共8层)  2001年建塔楼  -,
西湾苑 近地铁 协和学位,单价18919元/平米,70,| 1室1厅 | 37平米 | 北 | 其他,低楼层(共9层)  1980年建塔楼  -,
骏业阁 精装修 小面积总价低 地铁上盖,单价26250元/平米,105,| 1室0厅 | 40平米 | 东 | 简装,低楼层(共25层)  2008年建塔楼  -,
芳村大道中 岭海街低层笋盘 免税居家首选,单价11250元/平米,90,| 2室2厅 | 80平米 | 东南 | 其他,中楼层(共7层)  1994年建塔楼  -,
黄金广场 南向望江大四房 还带一个大平台,单价21591元/平米,380,| 4室2厅 | 176平米 | 南 | 简装,低楼层(共33层)  塔楼  -,
鸿图苑实用一房 高楼层 间隔实用,单价14773元/平米,65,| 1室1厅 | 44平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
金奴大厦 中层两房 配套齐全,单价22642元/平米,120,| 1室1厅 | 53平米 | 东南 | 其他,中楼层(共9层)  1996年建塔楼  -,
荔港南湾 厅出阳台视野开阔 通风好,单价23685元/平米,180,| 2室2厅 | 76平米 | 东北 | 其他,低楼层(共28层)  2008年建塔楼  -,
环市西克山北街笋盘诚意出售,单价16830元/平米,138,| 2室2厅 | 82平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
六二三路中层两房单位 通风采光一流,单价18209元/平米,122,| 2室2厅 | 67平米 | 东 | 简装,中楼层(共8层)  塔楼  -,
银海花园 电梯两房 无敌江景 地铁沿线,单价13547元/平米,110,| 2室1厅 | 81.2平米 | 西北 | 其他,高楼层(共28层)  2008年建塔楼  -,
红棉苑南区 3室2厅 218万,单价20186元/平米,218,| 3室2厅 | 108平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
沙涌地铁上盖 证满五年 低层带装修两房,单价14445元/平米,130,| 2室2厅 | 90平米 | 东南 | 简装,高楼层(共7层)  塔楼  -,
桥兴苑 间隔方正 成熟小区 睇楼方便,单价11429元/平米,48,| 1室1厅 | 42平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
瑞安花园 地铁5号线旁 正规一房一厅,单价16038元/平米,85,| 1室1厅 | 53平米 | 南 | 其他,低楼层(共33层)  2010年建塔楼  -,
路劲隽泷湾 精致两房 正望花园 免重税修,单价22989元/平米,200,| 2室2厅 | 87平米 | 东南 | 其他,高楼层(共15层)  2013年建塔楼  -,
美荔心筑 地铁上盖物业 舒适两房,单价35000元/平米,262.5,| 2室1厅 | 75平米 | 东南 | 简装,高楼层(共25层)  2003年建塔楼  -,
瑞安花园 1室1厅 85万,单价16038元/平米,85,| 1室1厅 | 53平米 | 东南 | 其他,低楼层(共33层)  2010年建塔楼  -,
西华路吉祥新街 1室0厅 160万,单价34783元/平米,160,| 1室0厅 | 46平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
和平西路 1室1厅 75万,单价25000元/平米,75,| 1室1厅 | 30平米 | 东 | 简装,中楼层(共9层)  塔楼  -,
西关尚品 1室0厅 40万,单价18182元/平米,40,| 1室0厅 | 22平米 | 东 | 其他,中楼层(共18层)  2001年建塔楼  -,
多宝华厦 1室0厅 90万,单价30000元/平米,90,| 1室0厅 | 30平米 | 暂无数据 | 精装,低楼层(共33层)  2000年建塔楼  -,
富力新居 花园小区 经典小两房 投资首选,单价16625元/平米,65,| 2室1厅 | 39.1平米 | 暂无数据 | 其他,低楼层(共9层)  1993年建塔楼  -,
黄沙地铁站附近两房单位 厅出阳台,单价21277元/平米,100,| 2室1厅 | 47平米 | 暂无数据 | 其他,低楼层(共7层)  1999年建塔楼  -,
富力新居 中层三房单位 价格笋 改善首选,单价21835元/平米,100,| 2室1厅 | 45.8平米 | 暂无数据 | 其他,中楼层(共9层)  1993年建塔楼  -,
沙面北街简洁实用户型视野开阔新婚之选,单价37357元/平米,325,| 3室2厅 | 87平米 | 暂无数据 | 简装,高楼层(共8层)  塔楼  -,
万科柏悦湾 实用三室 高层南北通透,单价28866元/平米,280,| 3室2厅 | 97平米 | 暂无数据 | 其他,高楼层(共34层)  2005年建塔楼  -,
周门园中园小区方正两房笋价出售,单价20715元/平米,145,| 1室1厅 | 70平米 | 暂无数据 | 简装,低楼层(共9层)  1990年建塔楼  -,
怡花阁 1室1厅 75万,单价17442元/平米,75,| 1室1厅 | 43平米 | 南 | 精装,高楼层(共9层)  1996年建塔楼  -,
西关尚品 1室0厅 46万,单价20000元/平米,46,| 1室0厅 | 23平米 | 南 | 简装,中楼层(共18层)  2001年建塔楼  -,
周门小区 南向厅出阳台 间隔方正,单价23343元/平米,170,| 2室2厅 | 72.83平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
满堂红链家 荔湾路彩虹路 阳光小房,单价19412元/平米,33,| 1室1厅 | 17平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
贵贤上品公寓,单价25000元/平米,130,| 1室1厅 | 52平米 | 西 | 其他,中楼层(共35层)  2013年建塔楼  -,
贵贤上品，商住两用,单价19149元/平米,90,| 1室1厅 | 47平米 | 东 | 精装,中楼层(共35层)  2013年建塔楼  -,
西湾东路  底层一房  带市级学位,单价20000元/平米,54,| 1室1厅 | 27平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
西华路 芦荻街新婚一房 厅直出南向阳台,单价20589元/平米,70,| 1室1厅 | 34平米 | 南 | 其他,高楼层(共9层)  1990年建塔楼  -,
环市西路路 实用1房 通风采光,单价12843元/平米,60,| 1室1厅 | 46.72平米 | 北 | 其他,中楼层(共9层)  塔楼  -,
荔湾广场 临近上下九商业步行街 华林国际,单价20527元/平米,195,| 3室2厅 | 95平米 | 东南 | 其他,高楼层(共30层)  2000年建塔楼  -,
西关尚品 采光一流 保养好,单价26000元/平米,65,| 1室1厅 | 25平米 | 南 | 简装,高楼层(共18层)  2001年建塔楼  -,
岭南湾畔 精装两房 装修保养好,单价32099元/平米,260,| 3室0厅 | 81平米 | 南 | 其他,低楼层(共32层)  2010年建塔楼  -,
宝华路 电梯两房 出售,单价26000元/平米,96.2,| 1室1厅 | 37平米 | 南 | 精装,中楼层(共9层)  塔楼  -,
芳园居教师新村 2室2厅 85万,单价12879元/平米,85,| 2室2厅 | 66平米 | 南 | 简装,低楼层(共9层)  1998年建塔楼  -,
石路基 中层两房 采光通风 生活便利,单价18440元/平米,78,| 1室1厅 | 42.3平米 | 南 | 其他,高楼层(共7层)  1998年建塔楼  -,
厚福苑 低层单间 投资自住两相宜,单价25000元/平米,65,| 1室1厅 | 26平米 | 暂无数据 | 简装,低楼层(共9层)  1998年建塔楼  -,
新领域 精致装修 独立大开间,单价18479元/平米,85,| 1室0厅 | 46平米 | 东 | 简装,低楼层(共32层)  2006年建塔楼  -,
耀华社区间隔方正一房可改两房,单价16000元/平米,80,| 2室1厅 | 50平米 | 东 | 其他,高楼层(共9层)  2001年建塔楼  -,
西湾路 低层实用小单位,单价12308元/平米,48,| 1室1厅 | 39平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
一楼30方 3米双门面 临商,单价37667元/平米,113,| 1室1厅 | 30平米 | 暂无数据 | 其他,低楼层(共8层)  1999年建塔楼  -,
西关龙锦大厦 单间 光线充足,单价21250元/平米,85,| 1室1厅 | 40平米 | 西 | 简装,高楼层(共31层)  2000年建塔楼  -,
电梯 复式楼 南北对流 三代同堂,单价18919元/平米,280,| 4室2厅 | 148平米 | 南 | 其他,中楼层(共12层)  1995年建塔楼  -,
龙锦大厦 间隔实用 办公好地方,单价23149元/平米,250,| 1室1厅 | 108平米 | 东 | 简装,中楼层(共31层)  2000年建塔楼  -,
逸翠湾三房单位 户型方正 南向望花园,单价50000元/平米,670,| 3室2厅 | 134平米 | 西南 | 其他,中楼层(共45层)  2009年建塔楼  -,
嘉茗华庭 电梯1房 正南靓向 方正实用,单价28334元/平米,102,| 1室0厅 | 36平米 | 南 | 简装,低楼层(共26层)  2002年建塔楼  -,
逢源路 近地铁 实用两房 户型方正,单价14936元/平米,115,| 2室1厅 | 77平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
珠岛花园 中层一房 精致装修 随时预约,单价16667元/平米,75,| 1室1厅 | 45平米 | 西 | 其他,中楼层(共9层)  1995年建塔楼  -,
贵贤上品高层公寓诚意出售,单价30682元/平米,135,| 1室1厅 | 44平米 | 东南 | 其他,高楼层(共35层)  2013年建塔楼  -,
芳村大道东交通便利 配套齐全 生活便利,单价13794元/平米,40,| 1室1厅 | 29平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
舒适大单间精装 家电齐全 拎包即可入住,单价28125元/平米,90,| 1室0厅 | 32平米 | 东南 | 其他,低楼层(共31层)  2000年建塔楼  -,
和平西路低层两房单位 交通方便,单价17046元/平米,75,| 2室1厅 | 44平米 | 北 | 简装,低楼层(共6层)  塔楼  -,
荔湾广场 荔泰阁 临近上下九步行街,单价25000元/平米,200,| 2室1厅 | 80平米 | 南 | 其他,低楼层(共30层)  2000年建塔楼  -,
花地大道一房一厅 交通方便,单价12632元/平米,48,| 1室1厅 | 38平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
逸翠湾 高层望江单位 方正三房,单价40000元/平米,556,| 3室2厅 | 139平米 | 东南 | 其他,低楼层(共27层)  2009年建塔楼  -,
荔港南湾 实用三房 正南靓向 带省一级学,单价29127元/平米,300,| 3室2厅 | 103平米 | 南 | 精装,低楼层(共34层)  2008年建塔楼  -,
隽泷湾 东北向望花 正规实用大房 精装修,单价24966元/平米,220,| 3室2厅 | 88.12平米 | 北 | 其他,高楼层(共18层)  2013年建塔楼  -,
金花苑 舒适大开间可改正规一房 证够两年,单价27907元/平米,120,| 1室1厅 | 43平米 | 北 | 简装,高楼层(共25层)  1999年建塔楼  -,
宝华路 电梯两房 放售,单价26000元/平米,96.2,| 1室1厅 | 37平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
龙津花园高层单间 带省学位,单价18400元/平米,46,| 1室0厅 | 25平米 | 东 | 其他,高楼层(共9层)  1999年建塔楼  -,
中山八路双地铁投资一流,单价22710元/平米,58,| 1室1厅 | 25.54平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
业主保养得好好，买家可以直接拎包入住！,单价18750元/平米,75,| 1室1厅 | 40平米 | 北 | 简装,中楼层(共9层)  2001年建塔楼  -,
芳丽苑 大单间 保养好 宜居生态地,单价19231元/平米,50,| 1室1厅 | 26平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
贵贤上品 商住两用 邻近地铁 投资笋盘,单价18979元/平米,130,| 1室1厅 | 68.5平米 | 暂无数据 | 其他,中楼层(共35层)  2013年建塔楼  -,
新领域 精致装修 高层单位 小型办公室,单价21000元/平米,105,| 1室1厅 | 50平米 | 南 | 其他,中楼层(共32层)  2006年建塔楼  -,
十三甫路 一房一厅 南北对流 通风采光,单价16112元/平米,58,| 1室1厅 | 36平米 | 东北 | 其他,高楼层(共8层)  塔楼  -,
西增路房改房带省级学位证满两年税费低,单价22557元/平米,180,| 3室2厅 | 79.8平米 | 南 | 其他,低楼层(共7层)  塔楼  -,
宝华豪庭 单身贵族的首选 家电家私齐全,单价30435元/平米,70,| 1室1厅 | 23平米 | 南 | 简装,中楼层(共31层)  2000年建塔楼  -,
中市中高层两房 框架结构 单阳台,单价13870元/平米,63.8,| 2室1厅 | 46平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
保利•塞纳维拉 精装四房 超大户型,单价19925元/平米,263,| 4室2厅 | 132平米 | 南 | 其他,高楼层(共18层)  2015年建塔楼  -,
龙锦大厦 单身公寓 投资首选,单价20213元/平米,95,| 1室0厅 | 47平米 | 北 | 简装,高楼层(共31层)  2000年建塔楼  -,
富力新居 园林小区 邻近地铁 精致户型,单价18750元/平米,60,| 1室1厅 | 32平米 | 暂无数据 | 其他,高楼层(共9层)  1993年建塔楼  -,
东鹏花园 中楼层 靓装修 方正格局,单价17074元/平米,70,| 1室1厅 | 41平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
保利公园九里，三房二厅，有电梯,单价24469元/平米,230,| 3室2厅 | 94平米 | 南 | 其他,低楼层(共15层)  2014年建塔楼  -,
惠城花园 地铁沿线 小区管理,单价29000元/平米,240.7,| 2室1厅 | 83平米 | 东南 | 简装,低楼层(共25层)  1996年建塔楼  -,
荔湾广场 荔泰阁 临近上下九步行街,单价21053元/平米,200,| 3室1厅 | 95平米 | 西南 | 其他,低楼层(共30层)  2000年建塔楼  -,
逸翠湾高层两房 业主豪华装修 安静不吵,单价43690元/平米,450,| 2室2厅 | 103平米 | 北 | 其他,中楼层(共49层)  2009年建塔楼  -,
新世界凯粤湾 全新一手 带主套三房,单价35000元/平米,458.5,| 3室2厅 | 131平米 | 东北 | 其他,高楼层(共33层)  2012年建塔楼  -,
中市迦南巷 格局方正 步行地铁8分钟,单价15834元/平米,95,| 3室1厅 | 60平米 | 东南 | 简装,中楼层(共8层)  塔楼  -,
实用两房 间隔方正 通风顺畅，,单价18182元/平米,100,| 2室1厅 | 55平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
龙锦大厦 单身公寓 采光好 交通方便,单价22000元/平米,99,| 1室0厅 | 45平米 | 东 | 其他,高楼层(共31层)  2000年建塔楼  -,
金兰苑 改两房 配套完善 老人居家首选,单价13044元/平米,60,| 2室1厅 | 46平米 | 东 | 简装,高楼层(共9层)  2001年建塔楼  -,
瑞安国际公寓 方正一房一厅,单价16982元/平米,90,| 1室1厅 | 53平米 | 东北 | 其他,中楼层(共33层)  2010年建塔楼  -,
中山七路 兴和南 装修新净 一房,单价18246元/平米,52,| 1室1厅 | 28.5平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
黄沙大道电梯房 精致三房单位,单价24000元/平米,265.44,| 3室2厅 | 110.6平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
荔港南湾 学区房 电梯三房 格局方正,单价23256元/平米,200,| 3室2厅 | 86平米 | 西南 | 精装,中楼层(共25层)  1999年建塔楼  -,
周门小区 低层三房单位 间隔方正,单价19048元/平米,160,| 3室1厅 | 84平米 | 东南 | 其他,低楼层(共9层)  1998年建塔楼  -,
实用两房 投资首选,单价16305元/平米,75,| 2室1厅 | 46平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
富邦名寓 高层电梯 楼龄新净 地铁附近,单价38000元/平米,399,| 3室1厅 | 105平米 | 东北 | 其他,中楼层(共14层)  2013年建塔楼  -,
周门小区 低层三楼 送大露台 豪华装修,单价25511元/平米,125,| 2室1厅 | 49平米 | 南 | 精装,低楼层(共9层)  1998年建塔楼  -,
龙锦大厦 公寓出售 商住两用,单价22763元/平米,103,| 1室1厅 | 45.25平米 | 西 | 简装,中楼层(共31层)  2000年建塔楼  -,
华苑新村 小两房 总价不高,单价6735元/平米,33,| 2室1厅 | 49平米 | 暂无数据 | 其他,高楼层(共8层)  1993年建塔楼  -,
隆城大夏 高层出售,单价21775元/平米,135,| 1室0厅 | 62平米 | 西 | 简装,高楼层(共28层)  2000年建塔楼  -,
楼龄新净，逐步配套成熟完善大型品牌开发商,单价21875元/平米,210,| 3室2厅 | 96平米 | 南 | 其他,低楼层(共17层)  2015年建塔楼  -,
环市西路中层实用两房出售,单价12321元/平米,60,| 1室1厅 | 48.7平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
荔湾路 临近地铁 中层一房 交通便利,单价19025元/平米,78,| 1室1厅 | 41平米 | 东 | 其他,中楼层(共8层)  塔楼  -,
逢源北街 繁华地段 可做饮食 超市,单价29600元/平米,148,| 1室1厅 | 50平米 | 暂无数据 | 简装,低楼层(共9层)  1997年建塔楼  -,
桥东小区 中层两房 证够两年 南北通透,单价13254元/平米,110,| 2室2厅 | 83平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
丛桂路双线地铁上盖交通便利,单价20834元/平米,75,| 1室1厅 | 36平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
新世界逸彩庭园 三房望花园 安静舒适,单价27011元/平米,262,| 2室1厅 | 97平米 | 西 | 简装,高楼层(共25层)  2007年建塔楼  -,
周门中兴苑小区 方正实用两,单价19935元/平米,122,| 2室2厅 | 61.2平米 | 东 | 其他,高楼层(共9层)  1998年建塔楼  -,
乐怡居 地铁上盖 电梯两房 精装修,单价20000元/平米,160,| 2室2厅 | 80平米 | 西南 | 其他,高楼层(共31层)  1996年建塔楼  -,
西关尚品 采光一流 保养好,单价20371元/平米,55,| 1室0厅 | 27平米 | 东南 | 其他,低楼层(共18层)  2001年建塔楼  -,
周门西街 一梯两户 两房一厅,单价18549元/平米,115,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
中兴苑 周门小区 中层 入读省级学校,单价18125元/平米,145,| 3室2厅 | 80平米 | 东 | 简装,中楼层(共9层)  1998年建塔楼  -,
