name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
苏堤东里  私产满五唯一  南北通透  采光好,单价23826元/平米,173,| 2室1厅 | 72.61平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
瑞地里 交通便利 临近地铁 采光霸道,单价23861元/平米,180,| 2室1厅 | 75.44平米 | 南 北 | 简装,高楼层(共6层)  1985年建板楼  -,
红磡公寓 1室1厅 145万,单价31413元/平米,145,| 1室1厅 | 46.16平米 | 北 | 其他,高楼层(共7层)  2001年建板楼  -,
三潭东里 1室0厅 55万,单价23217元/平米,55,| 1室0厅 | 23.69平米 | 东 | 其他,低楼层(共7层)  1990年建板楼  -,
瑞德里 1室1厅 56万,单价17622元/平米,56,| 1室1厅 | 31.78平米 | 南 | 其他,高楼层(共7层)  1996年建板楼  -,
昌宁北里 1室0厅 50万,单价33716元/平米,50,| 1室0厅 | 14.83平米 | 东 | 其他,低楼层(共5层)  1990年建板楼  -,
平湖东里 2室1厅 200万,单价40000元/平米,200,| 2室1厅 | 50平米 | 南 北 | 其他,中楼层(共5层)  1986年建板楼  -,
海泰国际公寓 1室0厅 42万,单价9091元/平米,42,| 1室0厅 | 46.2平米 | 南 | 其他,低楼层(共26层)  2011年建塔楼  -,
龙德里 1室1厅 72万,单价18973元/平米,72,| 1室1厅 | 37.95平米 | 北 | 其他,中楼层(共13层)  1999年建板楼  -,
艺术公寓 1室1厅 138万,单价29362元/平米,138,| 1室1厅 | 47平米 | 南 | 其他,低楼层(共32层)  2011年建塔楼  -,
工房时代 1室0厅 74万,单价10947元/平米,74,| 1室0厅 | 67.6平米 | 南 北 | 其他,中楼层(共10层)    -,
金谷园 1室1厅 80万,单价17934元/平米,80,| 1室1厅 | 44.61平米 | 南 | 其他,高楼层(共6层)  1998年建板楼  -,
宝利国际博朗园 1室0厅 100万,单价20834元/平米,100,| 1室0厅 | 48平米 | 北 | 其他,中楼层(共27层)  2013年建板楼  -,
卫安中里 1室1厅 73万,单价25436元/平米,73,| 1室1厅 | 28.7平米 | 东 | 其他,高楼层(共7层)  1990年建板楼  -,
久轩家园 3室2厅 300万,单价30669元/平米,300,| 3室2厅 | 97.82平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
寿康里 1室1厅 160万,单价44445元/平米,160,| 1室1厅 | 36平米 | 西 | 其他,中楼层(共7层)  1985年建板楼  -,
中海御湖翰苑 1室0厅 63万,单价13158元/平米,63,| 1室0厅 | 47.88平米 | 北 | 其他,低楼层(共31层)  2010年建板楼  -,
尚佳新苑 高楼层 视野开阔 采光充足,单价37426元/平米,850,| 5室3厅 | 227.12平米 | 南 北 | 精装,高楼层(共28层)  2007年建板楼  -,
云阳西里 1室1厅 56万,单价14000元/平米,56,| 1室1厅 | 40平米 | 西 | 其他,高楼层(共6层)  1994年建板楼  -,
盈江里 2室0厅 85万,单价16933元/平米,85,| 2室0厅 | 50.2平米 | 南 北 | 其他,中楼层(共6层)  1985年建板楼  -,
荣迁西里 交通便利 学区房  南北通透,单价18889元/平米,85,| 1室1厅 | 45平米 | 东 西 | 其他,高楼层(共6层)  1985年建板楼  -,
中海御湖翰苑 电梯房 交通便利 阳面一室,单价12174元/平米,56,| 1室0厅 | 46平米 | 东 | 其他,低楼层(共31层)  2010年建板楼  -,
奥城天玺 楼龄新 租金高 适合投资,单价23750元/平米,95,| 1室1厅 | 40平米 | 北 | 其他,低楼层(共30层)  2008年建板楼  -,
芥园里 婚房精装一室  视野开阔 适合居家,单价15000元/平米,48,| 1室0厅 | 32平米 | 南 | 其他,高楼层(共6层)  1980年建板楼  -,
企业产 幸福北里 低楼层 后期税费低,单价18038元/平米,68,| 1室0厅 | 37.7平米 | 东南 | 其他,中楼层(共7层)  1995年建板楼  -,
如意大厦经典大一室 学区房 地铁房,单价34183元/平米,220,| 1室0厅 | 64.36平米 | 东北 | 其他,中楼层(共40层)  2007年建板楼  -,
荣迁里，此房私产可贷款，一楼带院,单价37932元/平米,220,| 2室1厅 | 58平米 | 东 西 | 其他,低楼层(共6层)  1990年建板楼  -,
铜锣湾花园  私产满二  中营铁片,单价40541元/平米,300,| 1室1厅 | 74平米 | 西北 | 其他,中楼层(共26层)  2004年建板楼  -,
瑞地里 黄金3楼 婚房精装 私产过2年,单价20181元/平米,105,| 1室1厅 | 52.03平米 | 北 | 其他,中楼层(共6层)  1985年建板楼  -,
三潭东里 一室一厅 交通方便 配套设施齐全 可落户,单价20910元/平米,46,| 1室0厅 | 22平米 | 北 | 简装,高楼层(共7层)  1990年建板楼  -,
熙汇广场 配套齐全 采光好 视野开阔,单价13027元/平米,65,| 1室1厅 | 49.9平米 | 东南 | 精装,高楼层(共29层)  2016年建板楼  -,
商住两用 投资房 一楼适合做商铺 二楼适合办公和居住,单价24000元/平米,360,| 3室1厅 | 150平米 | 南 | 简装,低楼层(共18层)  1990年建板楼  -,
龙井里 2室1厅 100万,单价16667元/平米,100,| 2室1厅 | 60平米 | 西 北 | 其他,中楼层(共6层)  1989年建板楼  -,
平陆西里 简装一室 次顶层 采光好 交通便利,单价14286元/平米,40,| 2室1厅 | 28平米 | 东 西 | 简装,中楼层(共5层)  1990年建板楼  -,
幸福南里 朝北一室一厅户型 采光充足 视野开阔,单价14451元/平米,45,| 1室1厅 | 31.14平米 | 北 | 简装,高楼层(共7层)  1995年建板楼  -,
花港里 黄金2楼 采光好 地段繁华 交通便利,单价31993元/平米,66,| 1室0厅 | 20.63平米 | 南 | 简装,低楼层(共6层)  1990年建板楼  -,
盈江西里 小户型 重点学区 非顶层 采光好,单价11662元/平米,45,| 1室0厅 | 38.59平米 | 东 | 其他,高楼层(共6层)  1999年建板楼  -,
南门外大街 核心地段 稀缺小户型 配套齐全,单价76958元/平米,170,| 1室0厅 | 22.09平米 | 南 | 简装,低楼层(共6层)  1990年建板楼  -,
级升里 临近地铁 交通方便 总价低,单价13750元/平米,55,| 1室0厅 | 40平米 | 西 | 其他,中楼层(共11层)  1990年建板楼  -,
虹畔馨苑 1室2厅 298万,单价33578元/平米,298,| 1室2厅 | 88.75平米 | 南 | 其他,低楼层(共25层)  2005年建板楼  -,
广丰园 2室1厅 220万,单价37156元/平米,220,| 2室1厅 | 59.21平米 | 南 | 简装,高楼层(共7层)  2001年建板楼  -,
昌宁南里 1室1厅 53万,单价13250元/平米,53,| 1室1厅 | 40平米 | 南 | 其他,中楼层(共5层)  1990年建板楼  -,
晋宁北里 3室0厅 57万,单价19514元/平米,57,| 3室0厅 | 29.21平米 | 南 北 | 其他,中楼层(共5层)  1983年建板楼  -,
京燕大厦 黄金楼层 办公自住 交通便利,单价15143元/平米,106,| 1室1厅 | 70平米 | 南 | 其他,中楼层(共18层)  2000年建板楼  -,
灵石里 2室1厅 200万,单价37244元/平米,200,| 2室1厅 | 53.7平米 | 南 北 | 其他,低楼层(共6层)  1995年建板楼  -,
奥城公寓 地采暖 周边配套齐全 交通便利,单价13201元/平米,45,| 1室0厅 | 34.09平米 | 北 | 其他,中楼层(共29层)  2010年建板楼  -,
南丰里 两室一厅 公产房 一次性  采光充足,单价18584元/平米,85,| 2室1厅 | 45.74平米 | 东 南 北 | 简装,高楼层(共6层)  1985年建板楼  -,
华宁南里 南北通透 简单装修 采光充足,单价20108元/平米,120,| 2室0厅 | 59.68平米 | 东 南 北 | 其他,高楼层(共6层)  1982年建板楼  -,
昌宁北里 黄金三楼 交通便利 配套成熟,单价16765元/平米,40,| 1室0厅 | 23.86平米 | 北 | 其他,中楼层(共5层)  1990年建板楼  -,
海泰国际公寓，办公，居住，适合改善,单价9000元/平米,45,| 1室1厅 | 50平米 | 南 | 简装,中楼层(共26层)  2010年建塔楼  -,
竹径里 学区房 黄金楼层 采光好 适合投资,单价30770元/平米,120,| 1室1厅 | 39平米 | 南 | 其他,中楼层(共6层)  1997年建板楼  -,
康达尚郡独单出售  临近地铁 高层奢华小区,单价14134元/平米,45,| 1室0厅 | 31.84平米 | 南 北 | 其他,高楼层(共17层)  2005年建板楼  -,
兴盛里 2室2厅 200万,单价21740元/平米,200,| 2室2厅 | 92平米 | 南 北 | 精装,中楼层(共8层)  1997年建板楼  -,
卫安中里 1室1厅 120万,单价35295元/平米,120,| 1室1厅 | 34平米 | 南 | 其他,中楼层(共7层)  1990年建板楼  -,
云阳东里 2室1厅 146万,单价23982元/平米,146,| 2室1厅 | 60.88平米 | 南 北 | 其他,中楼层(共6层)  1990年建板楼  -,
华美里 1室1厅 110万,单价22583元/平米,110,| 1室1厅 | 48.71平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
幸福北里 楼层好 采光充足 房主诚心出售,单价23329元/平米,60,| 1室1厅 | 25.72平米 | 南 | 简装,高楼层(共6层)  1995年建板楼  -,
红磡公寓 中心小学  田字格一室 采光好,单价27549元/平米,100,| 1室1厅 | 36.3平米 | 南 | 其他,高楼层(共7层)  2001年建板楼  -,
中国窗  购物方便 建通便利 采光好,单价24391元/平米,100,| 1室1厅 | 41平米 | 西 | 精装,中楼层(共23层)  2010年建板楼  -,
中海御湖翰苑 精装修 私产过五年 电梯洋房,单价13479元/平米,62,| 1室0厅 | 46平米 | 北 | 精装,中楼层(共31层)  2010年建板楼  -,
宝利国际博朗园 商住两用 民水民电 采光好,单价20900元/平米,98,| 1室0厅 | 46.89平米 | 西北 | 其他,中楼层(共27层)  2013年建板楼  -,
宁发阳光公寓 精装修 看房方便 中间楼层,单价21916元/平米,360,| 2室1厅 | 164.27平米 | 东 南 西 | 其他,中楼层(共11层)  1999年建板楼  -,
三潭西里 2室1厅 105万,单价20247元/平米,105,| 2室1厅 | 51.86平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
凌研里 1室1厅 110万,单价24456元/平米,110,| 1室1厅 | 44.98平米 | 南 | 其他,中楼层(共6层)  1990年建板楼  -,
招商钻石山 全明户型三室  南北通透,单价34752元/平米,490,| 3室2厅 | 141平米 | 南 北 | 其他,低楼层(共43层)  2014年建板楼  -,
云龙里 2室1厅 85万,单价14506元/平米,85,| 2室1厅 | 58.6平米 | 南 | 简装,高楼层(共6层)  1995年建板楼  -,
万德花园 2室2厅 520万,单价35821元/平米,520,| 2室2厅 | 145.17平米 | 南 北 | 其他,高楼层(共18层)  2000年建板楼  -,
富祥园 H户型 黄金楼层 满五年 交通便利,单价28048元/平米,300,| 2室2厅 | 106.96平米 | 南 北 | 其他,中楼层(共6层)  2003年建板楼  -,
风湖里 2室1厅 95万,单价20213元/平米,95,| 2室1厅 | 47平米 | 南 | 其他,高楼层(共6层)  1993年建板楼  -,
宝利国际博朗园卧室朝南 黄金楼层 交通便利,单价20000元/平米,100,| 1室0厅 | 50平米 | 南 | 精装,中楼层(共27层)  2013年建板楼  -,
阳光壹佰北园 2室1厅 450万,单价47072元/平米,450,| 2室1厅 | 95.6平米 | 东 西 | 其他,低楼层(共11层)  1990年建板楼  -,
奥城公寓 1室1厅 100万,单价21277元/平米,100,| 1室1厅 | 47平米 | 北 | 其他,中楼层(共31层)  2013年建板楼  -,
雅云里 1室1厅 130万,单价24021元/平米,130,| 1室1厅 | 54.12平米 | 南 北 | 其他,中楼层(共7层)  1995年建板楼  -,
沱江里 1室1厅 75万,单价28420元/平米,75,| 1室1厅 | 26.39平米 | 南 北 | 其他,高楼层(共6层)  1993年建板楼  -,
阳光壹佰北园 3室2厅 251万,单价17492元/平米,251,| 3室2厅 | 143.5平米 | 西南 | 其他,高楼层(共18层)  1990年建板楼  -,
凯立天香家园 1室1厅 465万,单价50000元/平米,465,| 1室1厅 | 93平米 | 南 | 其他,低楼层(共6层)  2000年建板楼  -,
南丰里 2室1厅 128万,单价22858元/平米,128,| 2室1厅 | 56平米 | 南 北 | 其他,高楼层(共5层)  1985年建板楼  -,
科馨公寓 2室1厅 180万,单价21896元/平米,180,| 2室1厅 | 82.21平米 | 南 北 | 其他,低楼层(共6层)  2000年建板楼  -,
罗江西里 3室1厅 140万,单价21493元/平米,140,| 3室1厅 | 65.14平米 | 东 西 北 | 其他,低楼层(共5层)  1999年建板楼  -,
凯立天香家园 1室1厅 465万,单价50000元/平米,465,| 1室1厅 | 93平米 | 南 | 其他,低楼层(共6层)  2000年建板楼  -,
颂禹西里 3室1厅 270万,单价37763元/平米,270,| 3室1厅 | 71.5平米 | 西南 | 其他,低楼层(共7层)  1994年建板楼  -,
颂禹西里 3室1厅 270万,单价37763元/平米,270,| 3室1厅 | 71.5平米 | 西南 | 其他,低楼层(共7层)  1994年建板楼  -,
幸福北里 2室1厅 110万,单价21983元/平米,110,| 2室1厅 | 50.04平米 | 东南 | 其他,高楼层(共7层)  1995年建板楼  -,
阳光壹佰北园 2室1厅 210万,单价21043元/平米,210,| 2室1厅 | 99.8平米 | 南 西 | 其他,低楼层(共28层)  1990年建板楼  -,
金淼园 2室2厅 210万,单价21857元/平米,210,| 2室2厅 | 96.08平米 | 南 北 | 精装,中楼层(共6层)  1998年建板楼  -,
怀庆里 1室0厅 70万,单价33334元/平米,70,| 1室0厅 | 21平米 | 东 | 其他,低楼层(共7层)  1995年建板楼  -,
华宁北里 私产低税 可贷款 采光充足,单价21778元/平米,125,| 1室1厅 | 57.4平米 | 南 | 其他,高楼层(共6层)  1997年建板楼  -,
丹颐园 2室2厅 388万,单价21556元/平米,388,| 2室2厅 | 180平米 | 南 北 | 其他,低楼层(共12层)  1999年建板楼  -,
金杰里 2室2厅 260万,单价19104元/平米,260,| 2室2厅 | 136.1平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
级升里 1室1厅 72万,单价24000元/平米,72,| 1室1厅 | 30平米 | 北 | 其他,中楼层(共11层)  1990年建板楼  -,
嘉陵东里 2室1厅 107万,单价27706元/平米,107,| 2室1厅 | 38.62平米 | 东 西 | 其他,低楼层(共6层)  1982年建板楼  -,
科海里 1室1厅 79万,单价20790元/平米,79,| 1室1厅 | 38平米 | 南 | 其他,中楼层(共5层)  1985年建板楼  -,
奥城一期 一室改两室 精装修 临近商业广场,单价36639元/平米,300,| 1室1厅 | 81.88平米 | 南 | 精装,低楼层(共18层)  2005年建板楼  -,
仁恒海河  精装两室  地铁房  诚意出售  看海河,单价55280元/平米,500,| 2室2厅 | 90.45平米 | 东北 | 精装,低楼层(共23层)  2012年建板楼  -,
奥城公寓 民水民电 阳面精装 拎包住,单价10000元/平米,56,| 1室1厅 | 56平米 | 西南 | 精装,低楼层(共29层)  2005年建板楼  -,
晴川花园 改善2室 私产过五年 视野开阔,单价32447元/平米,305,| 2室1厅 | 94平米 | 南 北 | 精装,中楼层(共25层)  2007年建板楼  -,
平湖东里 精装修 配套齐全 交通便利,单价24643元/平米,138,| 2室1厅 | 56平米 | 南 北 | 其他,高楼层(共5层)  1986年建板楼  -,
阳光壹佰北园 1室1厅 140万,单价28718元/平米,140,| 1室1厅 | 48.75平米 | 东 | 其他,低楼层(共11层)  1990年建板楼  -,
阳光壹佰西园 2室1厅 255万,单价23395元/平米,255,| 2室1厅 | 109平米 | 西 | 其他,低楼层(共11层)  2007年建板楼  -,
近园里 2室1厅 100万,单价24225元/平米,100,| 2室1厅 | 41.28平米 | 东 | 其他,高楼层(共20层)  1992年建板楼  -,
晋丰大厦 1室1厅 100万,单价25000元/平米,100,| 1室1厅 | 40平米 | 东北 | 其他,高楼层(共16层)  2010年建塔楼  -,
乐园里 2室1厅 127万,单价23125元/平米,127,| 2室1厅 | 54.92平米 | 北 | 其他,低楼层(共6层)  1984年建板楼  -,
尚佳新苑 3室1厅 620万,单价49600元/平米,620,| 3室1厅 | 125平米 | 南 北 | 其他,高楼层(共30层)  2007年建板楼  -,
俊城浅水湾 3室2厅 350万,单价20959元/平米,350,| 3室2厅 | 167平米 | 南 北 | 其他,低楼层(共18层)  2004年建板楼  -,
金禧园 2室1厅 195万,单价22942元/平米,195,| 2室1厅 | 85平米 | 东 西 北 | 其他,中楼层(共7层)  1998年建板楼  -,
宝利国际博朗园 1室0厅 86万,单价17445元/平米,86,| 1室0厅 | 49.3平米 | 南 | 其他,中楼层(共27层)  2013年建板楼  -,
堤北里 1室1厅 140万,单价29167元/平米,140,| 1室1厅 | 48平米 | 南 | 其他,高楼层(共6层)  1997年建板楼  -,
如意大厦 1室1厅 205万,单价38680元/平米,205,| 1室1厅 | 53平米 | 西南 | 其他,高楼层(共40层)  2007年建板楼  -,
堤北里 3室2厅 300万,单价22557元/平米,300,| 3室2厅 | 133平米 | 南 北 | 其他,高楼层(共6层)  1997年建板楼  -,
同安里 1室1厅 145万,单价42176元/平米,145,| 1室1厅 | 34.38平米 | 南 | 其他,中楼层(共6层)  1985年建板楼  -,
燕园里 2室1厅 160万,单价22567元/平米,160,| 2室1厅 | 70.9平米 | 南 北 | 其他,高楼层(共6层)  1997年建板楼  -,
义兴南里 1室0厅 90万,单价23685元/平米,90,| 1室0厅 | 38平米 | 西 | 其他,中楼层(共7层)  1995年建板楼  -,
金环里 1室1厅 105万,单价21089元/平米,105,| 1室1厅 | 49.79平米 | 南 | 其他,高楼层(共7层)  1996年建板楼  -,
奥城公寓 民水民电 精装修 观水上,单价10205元/平米,50,| 1室0厅 | 49平米 | 南 | 其他,中楼层(共29层)  2005年建塔楼  -,
江川里 2室1厅 82万,单价11715元/平米,82,| 2室1厅 | 70平米 | 东 西 | 其他,高楼层(共6层)  1990年建板楼  -,
海泰信息广场 视野开阔 格局方正 采光充足,单价12158元/平米,122,| 1室0厅 | 100.35平米 | 南 北 | 其他,高楼层(共16层)  2003年建板楼  -,
级升里 1室1厅 118万,单价32778元/平米,118,| 1室1厅 | 36平米 | 南 | 其他,中楼层(共6层)  1990年建板楼  -,
纽约公寓 2室2厅 120万,单价10170元/平米,120,| 2室2厅 | 118平米 | 南 北 | 其他,中楼层(共16层)  2013年建板楼  -,
盈江西里 精装修 采光好 直门独,单价14424元/平米,45,| 1室0厅 | 31.2平米 | 西 | 其他,高楼层(共6层)  1999年建板楼  -,
阳光壹佰西园 2室1厅 220万,单价20755元/平米,220,| 2室1厅 | 106平米 | 西南 | 其他,中楼层(共11层)  2007年建板楼  -,
风荷东园 学区房 私产可贷款 中楼层,单价17141元/平米,108,| 1室1厅 | 63.01平米 | 东 | 其他,中楼层(共9层)  1999年建板楼  -,
海泰信息广场 视野开阔 格局方正 采光充足,单价12012元/平米,98,| 1室0厅 | 81.59平米 | 南 北 | 其他,高楼层(共16层)  2003年建板楼  -,
海泰信息广场 视野开阔 格局方正 采光充足,单价12073元/平米,53,| 1室0厅 | 43.9平米 | 南 北 | 其他,高楼层(共16层)  2003年建板楼  -,
太极园 2室2厅 295万,单价22181元/平米,295,| 2室2厅 | 133平米 | 西南 | 其他,高楼层(共25层)  2007年建  -,
宝利国际博朗园 私产 全阳一室 黄金楼层 交通便利,单价21600元/平米,108,| 1室0厅 | 50平米 | 南 | 其他,高楼层(共27层)  2013年建板楼  -,
华都大厦 3室1厅 378万,单价14652元/平米,378,| 3室1厅 | 258平米 | 南 北 | 其他,中楼层(共19层)  2000年建板楼  -,
临平里 采光充足 视野开阔 适合居家,单价17487元/平米,70,| 2室1厅 | 40.03平米 | 南 北 | 其他,高楼层(共6层)  1992年建板楼  -,
