name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
翠湖山庄 实用三房 环境优美 配套成熟,单价32405元/平米,335,| 3室2厅 | 103.38平米 | 北 | 简装,中楼层(共31层)  1999年建塔楼  -,
棠德花园 精装修两房 通风采光好 过五,单价16407元/平米,105,| 2室1厅 | 64平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
康乐大厦 电梯两房 总价低,单价15442元/平米,105,| 2室2厅 | 68平米 | 东 | 精装,高楼层(共9层)  2003年建塔楼  -,
中铁盛德国际 88方舒适户型 即买即入住,单价31819元/平米,280,| 2室1厅 | 88平米 | 西北 | 其他,中楼层(共37层)  2013年建塔楼  -,
地铁旁 大院管理 安静舒适,单价18010元/平米,160,| 2室1厅 | 88.84平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
先烈东路 沙河西街 靠近市场 交通方便,单价18868元/平米,100,| 2室1厅 | 53平米 | 西 | 简装,中楼层(共9层)  塔楼  -,
华师地铁口精装二房 户型方正 住家首选,单价33031元/平米,218,| 2室1厅 | 66平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
机筑巷二房 方正实用 采光好,单价14286元/平米,100,| 2室1厅 | 70平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
龙岗路 格局方正,单价20432元/平米,160,| 2室1厅 | 78.31平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
富力盈力大厦 3室2厅 420万,单价32308元/平米,420,| 3室2厅 | 130平米 | 暂无数据 | 其他,高楼层(共30层)  2005年建塔楼  -,
金燕花园燕翔楼 3室1厅 200万,单价20203元/平米,200,| 3室1厅 | 99平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
侨怡苑 精装修南向三房 安静舒适,单价19355元/平米,180,| 3室2厅 | 93平米 | 东南 | 简装,中楼层(共10层)  1995年建塔楼  -,
精装两居室地铁沿线超值 黄金地段,单价17188元/平米,110,| 2室2厅 | 64平米 | 东南 | 其他,高楼层(共9层)  1997年建塔楼  -,
全新装修 采光好 双层复试 可送家具,单价17562元/平米,340,| 6室3厅 | 193.6平米 | 东 | 简装,高楼层(共6层)  2001年建塔楼  -,
骏景花园 高层复式 高端大气上档次,单价25926元/平米,700,| 6室2厅 | 270平米 | 北 | 精装,高楼层(共13层)  2000年建塔楼  -,
【满堂红链家】复式单位 证过5年 约看,单价34783元/平米,400,| 3室2厅 | 115平米 | 西南 | 精装,中楼层(共33层)  1997年建塔楼  -,
2房1厅的笋盘，值得拥有,单价18334元/平米,110,| 2室1厅 | 60平米 | 暂无数据 | 简装,高楼层(共8层)  塔楼  -,
保利中汇广场 商住楼 近广州火车东站,单价36000元/平米,356.4,| 2室1厅 | 99平米 | 暂无数据 | 其他,低楼层(共30层)  2012年建塔楼  -,
四航局3房 格局方正 采光通风,单价20482元/平米,170,| 3室1厅 | 83平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
龙珠楼 3室2厅 350万,单价28000元/平米,350,| 3室2厅 | 125平米 | 东北 | 其他,中楼层(共9层)  塔楼  -,
龙苑大厦 4室2厅 240万,单价30000元/平米,240,| 4室2厅 | 80平米 | 南 | 简装,低楼层(共23层)  1992年建塔楼  -,
天河北苑 满五年唯一 无按揭,单价17308元/平米,135,| 3室1厅 | 78平米 | 东南 | 简装,低楼层(共9层)  1999年建塔楼  -,
文化大院 低层一楼 采光一流,单价45000元/平米,180,| 2室1厅 | 40平米 | 暂无数据 | 其他,低楼层(共8层)  1986年建塔楼  -,
领峰豪华装修大一房一厅带省一级学位,单价54879元/平米,450,| 1室1厅 | 82平米 | 暂无数据 | 精装,低楼层(共42层)  2009年建塔楼  -,
金湖雅苑 两房送大平台 无敌大山景,单价16667元/平米,115,| 2室2厅 | 69平米 | 暂无数据 | 其他,高楼层(共9层)  1999年建塔楼  -,
纵横白领公寓 学位房 精装修 性价比高,单价17500元/平米,140,| 3室2厅 | 80平米 | 暂无数据 | 其他,中楼层(共9层)  2002年建塔楼  -,
高胜花园 环境舒适,单价17969元/平米,115,| 2室2厅 | 64平米 | 西 | 其他,高楼层(共9层)  2000年建塔楼  -,
龙口西小区 实用房 公摊少 使用面积高,单价33065元/平米,205,| 2室1厅 | 62平米 | 东北 | 其他,高楼层(共9层)  1996年建塔楼  -,
纵横白领公寓 学位房 精装修,单价17223元/平米,62,| 1室1厅 | 36平米 | 东南 | 其他,高楼层(共9层)  2002年建塔楼  -,
汇景新城 维伦特莱 复式大四房诚心出售,单价60071元/平米,1700,| 5室2厅 | 283平米 | 南 | 精装,低楼层(共11层)  2011年建塔楼  -,
金燕花园精装实用刚需三房 紧邻双地铁,单价18540元/平米,165,| 3室2厅 | 89平米 | 西南 | 其他,中楼层(共9层)  1999年建塔楼  -,
尚东君御 省级学位 豪华装修 地铁上盖,单价61856元/平米,600,| 2室2厅 | 97平米 | 暂无数据 | 其他,中楼层(共46层)  2013年建塔楼  -,
金燕花园 精装三房 格局方正  看房方便,单价18182元/平米,160,| 3室2厅 | 88平米 | 西南 | 简装,高楼层(共9层)  1999年建塔楼  -,
东南向 大两房 采光通风好 视野开阔,单价16982元/平米,90,| 2室1厅 | 53平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
天鹅花苑 安静小区 实用两房,单价16667元/平米,105,| 2室1厅 | 63平米 | 南 | 其他,高楼层(共8层)  1993年建塔楼  -,
马赛国际公寓 靠近潭村站 单间东向朝阳,单价26042元/平米,125,| 1室1厅 | 48平米 | 东 | 其他,高楼层(共33层)  2006年建塔楼  -,
龙岗东路二房 格局方正 采光通风好,单价16359元/平米,106,| 2室1厅 | 64.8平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
芳草园 小区花园，豪华装修是，格局方正。,单价47009元/平米,550,| 4室2厅 | 117平米 | 东北 | 简装,中楼层(共30层)  2004年建塔楼  -,
富力新村 东南向舒适小两房 免重税,单价17648元/平米,90,| 2室1厅 | 51平米 | 东南 | 简装,高楼层(共9层)  1994年建塔楼  -,
东成花苑 实用三房 格局方正 证过五年,单价30000元/平米,276,| 3室2厅 | 92平米 | 南 | 简装,中楼层(共9层)  2007年建塔楼  -,
朱美拉公寓 地铁上盖 豪华装修 楼层佳,单价46875元/平米,300,| 1室1厅 | 64平米 | 西 | 精装,低楼层(共38层)  2009年建塔楼  -,
龙口西笋盘 南向安静,单价48781元/平米,400,| 2室2厅 | 82平米 | 东南 | 简装,低楼层(共9层)  塔楼  -,
明轩 一房一厅 交通方便 配套齐全,单价31915元/平米,150,| 1室1厅 | 47平米 | 西 | 精装,中楼层(共26层)  2004年建塔楼  -,
广州标杆豪宅 天銮 一层一户 无敌江景,单价110000元/平米,2915,| 5室2厅 | 265平米 | 暂无数据 | 精装,高楼层(共47层)  2013年建塔楼  -,
海景大厦 证满两年 实用三房 视野开阔,单价27473元/平米,325,| 3室1厅 | 118.3平米 | 西 | 简装,中楼层(共9层)  2001年建塔楼  -,
富力花园  成熟配套 交通便利,单价16177元/平米,165,| 3室2厅 | 102平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
侨乐新村 大三房带主套 南向,单价11131元/平米,128,| 3室1厅 | 115平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
满堂红链家 房子干净舒适,单价15607元/平米,103,| 2室2厅 | 66平米 | 东 | 简装,高楼层(共10层)  1997年建塔楼  -,
文景阁 带省级学位 安静舒适,单价25000元/平米,80,| 1室1厅 | 32平米 | 东北 | 简装,高楼层(共19层)  2000年建塔楼  -,
租售 迎翠春庭 采光好 交通便利,单价17500元/平米,70,| 2室1厅 | 40平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
时尚明苑 精致装修 过五年 交通方便,单价28000元/平米,240.8,| 3室2厅 | 86平米 | 西 | 简装,低楼层(共11层)  2006年建塔楼  -,
棠利大厦 BRT上盖 交通生活非常方便,单价18182元/平米,160,| 2室2厅 | 88平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
黄金楼层 豪华装修 格局方正 南向,单价18519元/平米,200,| 3室2厅 | 108平米 | 暂无数据 | 精装,高楼层(共9层)  1998年建塔楼  -,
伍仙花园 正规2房 南北对流 光线充足,单价20625元/平米,165,| 2室2厅 | 80平米 | 南 | 其他,中楼层(共7层)  2002年建塔楼  -,
珠村 富力花园 户型方正实用两房 南向,单价15834元/平米,95,| 2室1厅 | 60平米 | 南 | 其他,低楼层(共6层)  1999年建塔楼  -,
康湖山庄 精装两房 地铁上盖 安静实用,单价20000元/平米,98,| 2室1厅 | 49平米 | 南 | 其他,低楼层(共8层)  1998年建塔楼  -,
万菱汇广场 君临国际公寓 高档住宅,单价46342元/平米,380,| 1室1厅 | 82平米 | 南 | 简装,中楼层(共29层)  2002年建塔楼  -,
员村四横路2号大院 实用大两房 双阳台,单价20537元/平米,140,| 2室1厅 | 68.17平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
迎翠春庭 精装实用两房,单价17106元/平米,65,| 1室1厅 | 38平米 | 东 | 简装,高楼层(共9层)  2000年建塔楼  -,
富力公园28 近地铁 方正4房 不限购,单价34221元/平米,900,| 4室1厅 | 263平米 | 暂无数据 | 简装,低楼层(共48层)  2012年建塔楼  -,
逸安阁 精装二房 采光通风好 看房方便,单价21840元/平米,190,| 2室2厅 | 87平米 | 暂无数据 | 其他,低楼层(共12层)  1999年建塔楼  -,
财富世纪广场 商住两用 投资首选笋盘,单价30000元/平米,345,| 1室1厅 | 115平米 | 暂无数据 | 其他,低楼层(共28层)  2009年建塔楼  -,
一汽宿舍 价格实在 性价比高 生活便利,单价14190元/平米,105,| 2室2厅 | 74平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
交委宿舍大院三房 省重点学位房 电梯超笋,单价20409元/平米,200,| 3室1厅 | 98平米 | 暂无数据 | 其他,低楼层(共19层)  2000年建塔楼  -,
员村新村 安静小区 实用大单间 交通便利,单价21102元/平米,90,| 1室1厅 | 42.65平米 | 南 | 简装,低楼层(共6层)  1980年建塔楼  -,
侨英花园 南向两房 精装修,单价33334元/平米,260,| 2室2厅 | 78平米 | 东南 | 其他,中楼层(共11层)  2008年建塔楼  -,
南粤阁 高层大两房 送超大露台 南向,单价37500元/平米,450,| 2室1厅 | 120平米 | 南 | 简装,高楼层(共30层)  1998年建塔楼  -,
银兰苑 电梯楼一房 笋盘,单价27660元/平米,130,| 1室1厅 | 47平米 | 南 | 简装,高楼层(共17层)  1996年建塔楼  -,
水荫四横路三房 交通便利 采光好,单价18270元/平米,190,| 3室2厅 | 104平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
诚居花园 面积大朝南 少有放盘,单价20000元/平米,210,| 3室2厅 | 105平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
棠德花园，真正的好房源，,单价17978元/平米,160,| 3室1厅 | 89平米 | 东 | 精装,高楼层(共9层)  1997年建塔楼  -,
邮通小区 精品少有大单间 急出售,单价21277元/平米,100,| 1室1厅 | 47平米 | 北 | 简装,中楼层(共6层)  1990年建塔楼  -,
要结婚了 买房 装修 这里可以一步到位,单价22775元/平米,110,| 1室1厅 | 48.3平米 | 东 | 简装,低楼层(共9层)  1996年建塔楼  -,
金湖雅苑 高层南北对流 实用四房,单价13096元/平米,165,| 4室2厅 | 126平米 | 北 | 其他,高楼层(共9层)  1999年建塔楼  -,
富力公园28 3室2厅 580万,单价36025元/平米,580,| 3室2厅 | 161平米 | 东 | 其他,中楼层(共48层)  2012年建塔楼  -,
隽峰苑 2室2厅 380万,单价60318元/平米,380,| 2室2厅 | 63平米 | 北 | 简装,高楼层(共32层)  2008年建塔楼  -,
凯旋新世界枫丹丽舍 3室2厅 1200万,单价76580元/平米,1200,| 3室2厅 | 156.7平米 | 西南 | 精装,中楼层(共22层)  2005年建塔楼  -,
鸿运花园 精装修两房 居家首选,单价23276元/平米,135,| 2室1厅 | 58平米 | 北 | 简装,低楼层(共9层)  1999年建塔楼  -,
高层一房一厅，格局方正，东南向,单价15358元/平米,86,| 2室1厅 | 56平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
天河北 宝供大厦 安静四房 龙口西学位,单价30264元/平米,460,| 4室2厅 | 152平米 | 北 | 其他,中楼层(共23层)  2002年建塔楼  -,
民政局大院 小区管理安全 精装修,单价17648元/平米,120,| 2室1厅 | 68平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
惠苑楼 稀有房型 对流 超低价,单价22078元/平米,170,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
兴禺大厦三房 禺东西路核心地标 南北通,单价21650元/平米,210,| 2室2厅 | 97平米 | 南 | 其他,中楼层(共33层)  2002年建塔楼  -,
广园东路 入户就读名校,单价15069元/平米,110,| 2室1厅 | 73平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
沙东大街二房 方正实用 采光好,单价16000元/平米,80,| 2室1厅 | 50平米 | 北 | 简装,高楼层(共8层)  塔楼  -,
时代花生稀缺房子，精装修，完美设计,单价31013元/平米,245,| 3室1厅 | 79平米 | 东南 | 精装,中楼层(共8层)  2008年建塔楼  -,
枫丹雅筑 南向三房 豪华装修 通风采光好,单价47170元/平米,500,| 3室2厅 | 106平米 | 南 | 其他,中楼层(共31层)  2004年建塔楼  -,
新城雅居 两方两厅 南北对流,单价29904元/平米,204,| 2室1厅 | 68.22平米 | 南 | 其他,高楼层(共9层)  2003年建塔楼  -,
嘉宝华庭 南塔 中高楼层 实用三房采光好,单价38261元/平米,440,| 3室2厅 | 115平米 | 东 | 精装,中楼层(共29层)  2001年建塔楼  -,
金碧华府 温馨3房 大阳台 业主诚意放售,单价60000元/平米,984,| 3室2厅 | 164平米 | 南 | 其他,高楼层(共25层)  2001年建塔楼  -,
南北对流三房 厅出阳台 格局方正实用,单价21233元/平米,155,| 2室2厅 | 73平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
六运七街 3房 南北向 省级学位 过五,单价35715元/平米,300,| 3室1厅 | 84平米 | 南 | 其他,中楼层(共8层)  1993年建塔楼  -,
贤人阁 两房 户型方正 豪华装修,单价32632元/平米,310,| 2室2厅 | 95平米 | 西北 | 简装,中楼层(共22层)  1997年建塔楼  -,
保利心语 舒适三房 户型方正,单价58906元/平米,635,| 3室2厅 | 107.8平米 | 北 | 简装,中楼层(共32层)  2008年建塔楼  -,
紫荆小区 双重点学位,单价32778元/平米,295,| 3室1厅 | 90平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
濂泉路42号大院,单价17500元/平米,133,| 2室1厅 | 76平米 | 南 | 其他,中楼层(共8层)  1990年建塔楼  -,
环宇花园  文景阁  1房,单价25218元/平米,58,| 1室0厅 | 23平米 | 西 | 简装,低楼层(共19层)  2000年建塔楼  -,
朱美拉 豪华三房 双省级学位 全新,单价49000元/平米,798.7,| 3室2厅 | 163平米 | 南 | 精装,低楼层(共45层)  2009年建塔楼  -,
春江花园 南北对流 中高楼层 视野好,单价21952元/平米,180,| 3室2厅 | 82平米 | 北 | 简装,中楼层(共16层)  2000年建塔楼  -,
富力盈盛广场 地铁口 商住两用,单价32184元/平米,280,| 1室1厅 | 87平米 | 东 | 简装,中楼层(共30层)  2013年建塔楼  -,
羊城花园 精美三房 户型方正 采光好,单价20988元/平米,170,| 3室2厅 | 81平米 | 南 | 其他,低楼层(共6层)  1999年建塔楼  -,
星辰财富港 地铁口上盖 双省级学位房,单价45455元/平米,650,| 3室2厅 | 143平米 | 南 | 简装,中楼层(共20层)  2004年建塔楼  -,
华江花园 证满两年 东南向 采光通风好,单价27359元/平米,145,| 1室1厅 | 53平米 | 东南 | 简装,中楼层(共9层)  2003年建塔楼  -,
陶苑小区 两房两厅 户型方正 证过两年,单价11972元/平米,85,| 2室1厅 | 71平米 | 暂无数据 | 其他,中楼层(共9层)  1993年建塔楼  -,
地铁笋盘 BRT+省级学区房 配套成熟,单价18000元/平米,180,| 3室2厅 | 100平米 | 北 | 简装,低楼层(共23层)  2000年建塔楼  -,
凯旋新世界三期 豪华装修三房南向出售,单价77890元/平米,1550,| 3室2厅 | 199平米 | 南 | 其他,中楼层(共16层)  1990年建塔楼  -,
骏景花园78方 家电全齐 温馨舒适,单价29488元/平米,230,| 3室2厅 | 78平米 | 北 | 简装,低楼层(共20层)  2000年建板楼  -,
贤人阁 中装南向三房 可办公也可住家,单价30860元/平米,395,| 3室1厅 | 128平米 | 西北 | 精装,中楼层(共22层)  1997年建塔楼  -,
广氮新村南北对流近地铁/BRT 投资首选,单价16000元/平米,120,| 2室1厅 | 75平米 | 暂无数据 | 其他,低楼层(共4层)  1980年建塔楼  -,
隆基怡苑 送大露台 证满五年唯一,单价24138元/平米,210,| 3室1厅 | 87平米 | 暂无数据 | 其他,低楼层(共17层)  1999年建塔楼  -,
【满堂红链家】富力新村格局方正,单价16036元/平米,130,| 3室2厅 | 81.07平米 | 北 | 其他,低楼层(共9层)  1994年建塔楼  -,
省一级华阳学位房 林和东小区 三房,单价29127元/平米,300,| 4室2厅 | 103平米 | 东北 | 简装,中楼层(共9层)  1997年建塔楼  -,
隆基怡苑 望花园精装修 厅出阳台,单价22667元/平米,170,| 2室1厅 | 75平米 | 西南 | 简装,中楼层(共17层)  1999年建塔楼  -,
侨乐新村 实用2房 黄金楼层,单价19118元/平米,130,| 2室1厅 | 68平米 | 北 | 其他,中楼层(共8层)  1995年建塔楼  -,
鸿燕居小区黄金楼层近地铁低总价,单价19375元/平米,155,| 2室2厅 | 80平米 | 南 | 其他,中楼层(共6层)  1998年建塔楼  -,
骏景花园 南向六房 稀缺户型 装修保养,单价25975元/平米,600,| 6室2厅 | 231平米 | 南 | 简装,高楼层(共12层)  2000年建塔楼  -,
南天广场 高层南向三房 办公装修,单价33334元/平米,340,| 3室2厅 | 102平米 | 西南 | 简装,高楼层(共33层)  1997年建塔楼  -,
金田三期 东南向三房 花园小区 户型方正,单价43334元/平米,520,| 3室2厅 | 120平米 | 东南 | 简装,中楼层(共25层)  2005年建塔楼  -,
