name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦绣生态园春满园 大三房 送私人露台,单价12322元/平米,138,| 3室2厅 | 112平米 | 东北 | 精装,高楼层(共6层)  2001年建塔楼  -,
番禺奥林匹克 爱巢 电梯两房 东向采光好,单价13642元/平米,118,| 2室2厅 | 86.5平米 | 东 | 其他,低楼层(共11层)  1990年建塔楼  -,
西环大街 方正2房 单价不用9字头,单价8334元/平米,65,| 2室1厅 | 78平米 | 西南 | 其他,中楼层(共7层)  塔楼  -,
丽江花园 华林居 方正三房 装修保养好,单价18182元/平米,180,| 3室2厅 | 99平米 | 西南 | 其他,中楼层(共5层)  2008年建塔楼  -,
番禺 市桥南 水韵南湾 精装小三房,单价16902元/平米,120,| 3室2厅 | 71平米 | 北 | 其他,高楼层(共17层)  2010年建塔楼  -,
朗陶居 170方顶楼复式大四 送天台花园,单价11765元/平米,200,| 4室2厅 | 170平米 | 南 | 其他,高楼层(共6层)  2001年建塔楼  -,
侨联大街 地铁上盖,单价7827元/平米,90,| 3室2厅 | 115平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
金山谷领仕 豪华装修 通风采光好,单价21506元/平米,200,| 4室2厅 | 93平米 | 北 | 其他,低楼层(共30层)  2013年建塔楼  -,
旭辉花园 近地铁 成熟配套 交通便利,单价8540元/平米,76,| 3室1厅 | 89平米 | 南 | 简装,高楼层(共8层)  2002年建塔楼  -,
丽江花园丽字楼 地铁沿线 东北 采光一流,单价15653元/平米,180,| 4室2厅 | 115平米 | 东北 | 简装,高楼层(共9层)  2008年建塔楼  -,
珠江花园 怡景湾温馨三房 采光一流修改房,单价18280元/平米,170,| 3室2厅 | 93平米 | 北 | 简装,高楼层(共28层)  1998年建塔楼  -,
解放路 迎曦大街 两房一厅,单价6933元/平米,40,| 2室1厅 | 57.7平米 | 南 | 其他,中楼层(共4层)  塔楼  -,
富豪山庄 独栋大别墅 中间位置 赠大花园,单价41548元/平米,1450,| 5室2厅 | 349平米 | 南 | 其他,低楼层(共1层)  2013年建  -,
东怡新区东裕园三房，南北对流过五年一,单价10029元/平米,176,| 5室2厅 | 175.5平米 | 南 | 简装,高楼层(共7层)  2000年建塔楼  -,
大北路 小二房 精装修放卖,单价8511元/平米,60,| 2室1厅 | 70.5平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
中海蓝湾 一线江景 视野开阔 电梯豪宅,单价24400元/平米,305,| 3室2厅 | 125平米 | 南 | 其他,低楼层(共31层)  2003年建塔楼  -,
海龙湾 方正4房 靓层靓向 过5年 低税,单价18581元/平米,288,| 4室2厅 | 155平米 | 南 | 其他,低楼层(共9层)  2004年建塔楼  -,
市桥南 城南源著 低楼层 带200方平台,单价23158元/平米,220,| 3室2厅 | 95平米 | 南 | 精装,低楼层(共11层)  2013年建塔楼  -,
高档社区 景观好房 不可多得 稍纵即逝,单价18504元/平米,235,| 3室2厅 | 127平米 | 南 | 简装,低楼层(共18层)  2005年建塔楼  -,
装修保养也很新 拎包可以入住,单价22078元/平米,170,| 2室2厅 | 77平米 | 南 | 简装,低楼层(共6层)  2002年建塔楼  -,
祈福新村 D区实用2房 环山而立享受清静,单价11579元/平米,66,| 2室2厅 | 57平米 | 北 | 其他,中楼层(共4层)  1995年建塔楼  -,
南岸阳光 电梯南向 三房一卫 精装,单价16932元/平米,149,| 3室2厅 | 88平米 | 东南 | 其他,低楼层(共11层)  2011年建塔楼  -,
金沙御苑  电梯中层 成熟配套,单价14949元/平米,145,| 2室2厅 | 97平米 | 东 | 其他,中楼层(共24层)  2007年建塔楼  -,
祈福新村D区顶楼小两房,单价13334元/平米,68,| 2室1厅 | 51平米 | 南 | 其他,高楼层(共4层)  1995年建塔楼  -,
富丽广场  交通便利 学区房,单价13572元/平米,76,| 2室1厅 | 56平米 | 西 | 其他,高楼层(共6层)  1995年建塔楼  -,
富庭东园 精装三房近地铁,单价17981元/平米,187,| 3室2厅 | 104平米 | 东南 | 简装,中楼层(共7层)  2003年建塔楼  -,
滨江绿园绿悦居 2室2厅 120万,单价17648元/平米,120,| 2室2厅 | 68平米 | 东南 | 简装,中楼层(共5层)  2004年建塔楼  -,
如意中心高层电梯 方正实用 刚需首选,单价14789元/平米,105,| 3室1厅 | 71平米 | 南 | 其他,高楼层(共16层)  1996年建塔楼  -,
广州奥林匹克花园 环境优美 学位房,单价23171元/平米,95,| 1室1厅 | 41平米 | 东 | 其他,高楼层(共15层)  2002年建塔楼  -,
十年小雅 一楼复氏  实用面积368方,单价13044元/平米,480,| 4室2厅 | 368平米 | 暂无数据 | 毛坯,低楼层(共32层)  2010年建塔楼  -,
番禺 市桥南 昊龙花园,单价18937元/平米,178,| 3室2厅 | 94平米 | 南 | 其他,中楼层(共5层)  2007年建塔楼  -,
番禺区市桥南康城水郡精装别墅出售,单价25556元/平米,460,| 4室2厅 | 180平米 | 南 | 简装,低楼层(共1层)  2006年建  -,
高品质生活就在锦绣半岛！,单价25000元/平米,600,| 5室2厅 | 240平米 | 东南 | 其他,高楼层(共26层)  2009年建塔楼  -,
祈福新村康怡居 实用四房 过五省税,单价14955元/平米,163,| 4室2厅 | 109平米 | 北 | 简装,中楼层(共6层)  1995年建塔楼  -,
洛涛居南区 地铁上盖 南向望江居家首选,单价19167元/平米,230,| 4室2厅 | 120平米 | 南 | 简装,中楼层(共6层)  1999年建塔楼  -,
祈福豪装三房,单价21177元/平米,180,| 2室2厅 | 85平米 | 南 | 精装,中楼层(共32层)  1995年建塔楼  -,
锦绣香江 丁香园 双拼别墅 联排别墅价格,单价32607元/平米,538,| 5室2厅 | 165平米 | 南 | 简装,低楼层(共1层)  2004年建  -,
祈福新村 D区实用2房 环山而立享受清静,单价12281元/平米,70,| 2室1厅 | 57平米 | 北 | 简装,中楼层(共4层)  1995年建塔楼  -,
格局方正，布局合理，厅出阳台,单价13816元/平米,105,| 2室2厅 | 76平米 | 东南 | 简装,中楼层(共7层)  1993年建塔楼  -,
滟澜街 方正三房 四米六层高,单价20400元/平米,255,| 3室2厅 | 125平米 | 北 | 其他,低楼层(共32层)  2010年建塔楼  -,
祈福新村青怡居96方南向套房 一手物业,单价15834元/平米,152,| 3室2厅 | 96平米 | 南 | 简装,高楼层(共5层)  1995年建塔楼  -,
珠江花园 采光无遮挡 带公立学位,单价13794元/平米,120,| 3室2厅 | 87平米 | 东 | 简装,低楼层(共28层)  2010年建塔楼  -,
吉祥北园 温馨小两房 过渡最佳选择,单价14099元/平米,86,| 2室1厅 | 61平米 | 暂无数据 | 其他,高楼层(共7层)  1993年建塔楼  -,
东湖洲花园 地铁物业 奢华大户型 笋盘！,单价15320元/平米,360,| 4室4厅 | 235平米 | 暂无数据 | 毛坯,中楼层(共18层)  2009年建塔楼  -,
柏丽花园 业主换房诚心放卖 看楼方便,单价19048元/平米,280,| 3室2厅 | 147平米 | 东南 | 精装,中楼层(共5层)  2007年建塔楼  -,
市桥南 可逸阳光 低价出售 南北对流,单价13608元/平米,215,| 4室2厅 | 158平米 | 暂无数据 | 其他,低楼层(共13层)  2013年建塔楼  -,
祈福新村 康怡居 一楼南向带花园,单价18525元/平米,113,| 2室1厅 | 61平米 | 东 | 简装,低楼层(共6层)  1995年建塔楼  -,
祈福新村C区 一楼带前后花园 少有南向,单价13637元/平米,75,| 2室2厅 | 55平米 | 暂无数据 | 精装,低楼层(共4层)  1995年建塔楼  -,
祈福新村绿怡花园 南向别墅 精致装,单价20203元/平米,400,| 4室2厅 | 198平米 | 南 | 精装,低楼层(共1层)  1995年建  -,
业主诚意出售，看中可谈,单价9296元/平米,132,| 3室2厅 | 142平米 | 南 | 其他,高楼层(共8层)  1997年建塔楼  -,
富怡大厦 大石繁华地段 视野开阔,单价14679元/平米,160,| 3室2厅 | 109平米 | 东 | 简装,高楼层(共6层)  2001年建塔楼  -,
富都城 近地铁 成熟配套 高性价比,单价13889元/平米,150,| 3室2厅 | 108平米 | 南 | 其他,中楼层(共7层)  1998年建塔楼  -,
金山谷领仕 南向单位 高层开阔视野,单价24272元/平米,250,| 3室2厅 | 103平米 | 南 | 其他,低楼层(共30层)  2013年建塔楼  -,
华南新城 顶楼复式 南向 南北对流,单价18011元/平米,335,| 4室2厅 | 186平米 | 南 | 其他,高楼层(共11层)  2011年建塔楼  -,
美心翠拥华 南北对流 精装三房 拎包入住,单价17242元/平米,150,| 3室2厅 | 87平米 | 南 | 其他,低楼层(共6层)  2004年建塔楼  -,
金业花园 独栋单边别墅 精装保养新,单价26007元/平米,650,| 6室4厅 | 249.94平米 | 南 | 其他,低楼层(共1层)  1990年建  -,
番禺 南村南兴花园， 实用三房，高楼层，,单价8855元/平米,85,| 3室2厅 | 96平米 | 东 | 精装,中楼层(共8层)  2005年建塔楼  -,
莱茵别墅一手毛坯各付个税只售750万,单价23585元/平米,750,| 4室2厅 | 318平米 | 南 | 其他,低楼层(共1层)  2002年建  -,
奥园大厦 电梯复式 精致装修 正南向,单价22487元/平米,85,| 1室1厅 | 37.8平米 | 南 | 简装,高楼层(共21层)  2002年建塔楼  -,
三房两厅，装修精致，中高楼层，居住舒适,单价23789元/平米,270,| 3室2厅 | 113.5平米 | 东南 | 精装,低楼层(共28层)  2007年建塔楼  -,
祈福新村倚湖湾 温馨两房 采光充足,单价20000元/平米,148,| 2室2厅 | 74平米 | 东 | 其他,高楼层(共33层)  1995年建塔楼  -,
锦绣香江紫藤园 联排别墅 诚心出售,单价25900元/平米,518,| 5室2厅 | 200平米 | 南 | 精装,低楼层(共1层)  2004年建  -,
怡乐园 电梯花园 小区管理 近地铁,单价11897元/平米,138,| 3室2厅 | 116平米 | 东南 | 简装,中楼层(共8层)  1994年建塔楼  -,
广州雅居乐花园 新地沁园 三房售,单价24039元/平米,250,| 3室2厅 | 104平米 | 南 | 精装,中楼层(共11层)  2010年建塔楼  -,
华南碧桂园映翠桃园 独栋别墅 花园大地铁,单价43334元/平米,2600,| 8室3厅 | 600平米 | 南 | 精装,低楼层(共1层)  2001年建  -,
南国奥林匹克花园 双地铁覆 临近地铁,单价16667元/平米,150,| 3室2厅 | 90平米 | 西南 | 其他,低楼层(共28层)  2006年建塔楼  -,
金城花园 温馨两房 全新装修,单价14243元/平米,94,| 2室1厅 | 66平米 | 北 | 其他,低楼层(共9层)  2000年建塔楼  -,
祈福翠怡居 南向单位 三房两卫 过5年,单价16177元/平米,165,| 3室2厅 | 102平米 | 南 | 其他,中楼层(共5层)  1995年建塔楼  -,
丽江花园左岸 豪华装修 园林景观 双地铁,单价20935元/平米,224,| 2室2厅 | 107平米 | 北 | 简装,中楼层(共16层)  2008年建塔楼  -,
富丽家园 繁华地段 居住投资首选,单价9876元/平米,95,| 3室1厅 | 96.2平米 | 暂无数据 | 其他,高楼层(共8层)  1995年建塔楼  -,
星河湾 大气园景三房 间隔方正,单价26977元/平米,348,| 3室2厅 | 129平米 | 北 | 精装,低楼层(共9层)  2001年建塔楼  -,
锦绣银湾一楼复式四房 豪华装修欧式风格,单价36207元/平米,420,| 4室2厅 | 116平米 | 南 | 其他,低楼层(共28层)  2007年建塔楼  -,
祈福新村月明轩精装三房,单价19278元/平米,160,| 3室2厅 | 83平米 | 南 | 其他,中楼层(共6层)  1995年建塔楼  -,
尚东尚筑 带主套 房型佳 黄金楼层,单价21277元/平米,200,| 3室2厅 | 94平米 | 南 | 其他,高楼层(共17层)  2008年建塔楼  -,
越秀可逸江畔中层三房两卫 南向毛坯,单价21094元/平米,270,| 3室2厅 | 128平米 | 暂无数据 | 其他,中楼层(共13层)  2012年建塔楼  -,
建桥大厦 三房两厅 南北对流 户型周正,单价9992元/平米,118,| 3室2厅 | 118.1平米 | 南 | 简装,中楼层(共17层)  1993年建塔楼  -,
海滨花园 望江2房 南北通透 婚房首选,单价18422元/平米,140,| 2室2厅 | 76平米 | 西南 | 其他,低楼层(共12层)  1998年建塔楼  -,
东方白云花园 绿化优美 环境清幽,单价11364元/平米,150,| 3室2厅 | 132平米 | 北 | 其他,高楼层(共6层)  2002年建塔楼  -,
市桥地铁口物业 精装修三房 学位房,单价11393元/平米,180,| 3室2厅 | 158平米 | 东 | 简装,中楼层(共23层)  2003年建塔楼  -,
丽江花园 低价三房 交通方便 近地铁,单价10331元/平米,100,| 3室2厅 | 96.8平米 | 暂无数据 | 简装,高楼层(共8层)  2002年建塔楼  -,
热销户型 带名校学位房 全新未入住修改房,单价21667元/平米,78,| 3室2厅 | 36平米 | 东北 | 其他,低楼层(共19层)  2009年建塔楼  -,
怡乐园 证过五年 近地铁 户型方正,单价9375元/平米,150,| 4室2厅 | 160平米 | 西 | 其他,高楼层(共7层)  1994年建塔楼  -,
正规小区 全明双南 采光好 房型佳,单价9637元/平米,53,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共7层)  1999年建塔楼  -,
丽江花园萃锦苑 全线江景,单价22983元/平米,262,| 2室2厅 | 114平米 | 南 | 其他,中楼层(共4层)  2008年建塔楼  -,
丹桂园 地铁上盖 交通方便,单价10000元/平米,115,| 4室2厅 | 115平米 | 南 | 其他,中楼层(共7层)  2003年建塔楼  -,
南北对流四房两厅两卫 房装修保养靓,单价11441元/平米,135,| 4室2厅 | 118平米 | 南 | 其他,中楼层(共7层)  1993年建塔楼  -,
锦绣香江独栋别墅 财富山上好寓意诚心出售,单价55556元/平米,2000,| 4室4厅 | 360平米 | 南 | 精装,低楼层(共1层)    -,
富华园 地铁正上盖 学位房 保养新净,单价9375元/平米,90,| 3室2厅 | 96平米 | 西 | 其他,高楼层(共8层)  2002年建塔楼  -,
祈福新村青怡一楼 带大花园,单价16514元/平米,180,| 4室2厅 | 109平米 | 北 | 简装,低楼层(共5层)  1995年建塔楼  -,
花样年华 园景单位 拎包入住（两个证）,单价18225元/平米,195,| 3室2厅 | 107平米 | 东南 | 其他,低楼层(共18层)  2005年建塔楼  -,
三房两厅实用房,单价18572元/平米,260,| 3室2厅 | 140平米 | 南 | 简装,中楼层(共13层)  2013年建塔楼  -,
丽江花园 中层方正2房 家私电器齐全,单价14849元/平米,98,| 2室2厅 | 66平米 | 西北 | 简装,高楼层(共9层)  2008年建塔楼  -,
东怡新区东裕园四房，南北对流，过五年,单价17334元/平米,260,| 3室2厅 | 150平米 | 南 | 简装,高楼层(共7层)  2000年建塔楼  -,
使用面积大 装修保养好，带花园，南北对流,单价18056元/平米,650,| 4室2厅 | 360平米 | 暂无数据 | 精装,低楼层(共1层)  2001年建  -,
市桥东华园 平台位上 精装修小三房,单价12932元/平米,75,| 3室2厅 | 58平米 | 南 | 其他,中楼层(共7层)  2002年建塔楼  -,
侨宫苑实用三房 实用率90% 南北对流,单价12778元/平米,138,| 3室2厅 | 108平米 | 南 | 简装,中楼层(共8层)  1996年建塔楼  -,
丽江花园华林居 电梯中层 装修保养好,单价19608元/平米,200,| 3室2厅 | 102平米 | 东北 | 其他,中楼层(共8层)  2008年建塔楼  -,
祈福新村 湖景居 舒适大2房,单价13919元/平米,103,| 2室2厅 | 74平米 | 南 | 简装,高楼层(共4层)  1995年建塔楼  -,
精装两房，拎包入住，笋盘出售,单价15065元/平米,116,| 2室2厅 | 77平米 | 北 | 精装,中楼层(共11层)  2008年建塔楼  -,
锦绣生态园 大三房 南向一楼修改房评,单价17408元/平米,188,| 3室2厅 | 108平米 | 南 | 其他,低楼层(共6层)  2001年建塔楼  -,
地处市桥中心商圈 复式 居家装修,单价13889元/平米,250,| 5室2厅 | 180平米 | 东 | 其他,高楼层(共22层)  2003年建塔楼  -,
南国奥园 洛区三房地铁学区房,单价21552元/平米,250,| 3室2厅 | 116平米 | 南 | 简装,中楼层(共5层)  2006年建塔楼  -,
锦绣半岛精装修五房，格局方正，望江高层,单价19125元/平米,177,| 5室2厅 | 92.55平米 | 东南 | 毛坯,高楼层(共28层)  2009年建塔楼  -,
南国奥园 精装3房 学区房 地铁上盖,单价21272元/平米,251,| 3室2厅 | 118平米 | 东北 | 精装,低楼层(共6层)  2006年建塔楼  -,
滨江绿园 楼梯精装三房 带省级学位近地铁,单价16667元/平米,155,| 3室1厅 | 93平米 | 北 | 其他,高楼层(共6层)  2004年建塔楼  -,
丽江花园棕榈滩 豪华别墅 时尚装修,单价29289元/平米,700,| 4室2厅 | 239平米 | 东南 | 其他,低楼层(共1层)  2008年建  -,
时代外滩 南北对流 三面环江 大阳台!,单价30589元/平米,520,| 3室2厅 | 170平米 | 南 | 其他,低楼层(共31层)  1998年建塔楼  -,
江南新村 近地铁 成熟配套 交通便利,单价9760元/平米,81,| 3室2厅 | 83平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
南国奥园 精装房屋 经内户型 两个房产证,单价20000元/平米,180,| 4室2厅 | 90平米 | 东南 | 毛坯,中楼层(共18层)  2006年建塔楼  -,
采光好 装修好 小区绿化好,单价20942元/平米,178,| 3室2厅 | 85平米 | 西北 | 精装,高楼层(共6层)  1999年建塔楼  -,
大北路前进大街 2房1厅,单价8021元/平米,32,| 2室1厅 | 39.9平米 | 东北 | 其他,中楼层(共7层)  塔楼  -,
祈福新村 倚云居 精装东南向大四房,单价13794元/平米,200,| 4室2厅 | 145平米 | 西北 | 简装,低楼层(共35层)  2004年建塔楼  -,
彩虹花园 装修保养好 安静舒适,单价15385元/平米,100,| 2室1厅 | 65平米 | 南 | 简装,中楼层(共8层)  2000年建塔楼  -,
丽江花园 电梯高层 装修保养好 证过五,单价16297元/平米,132,| 2室2厅 | 81平米 | 北 | 简装,中楼层(共25层)  2008年建塔楼  -,
富丽家园 超笋大4房 过五年唯一,单价10000元/平米,111,| 4室3厅 | 111平米 | 南 | 其他,高楼层(共7层)  1998年建塔楼  -,
柏丽花园 精装修 成熟配套,单价18804元/平米,220,| 3室2厅 | 117平米 | 东 | 其他,高楼层(共5层)  2007年建塔楼  -,
祈福新村 蝶舞轩 靓装三房,单价15910元/平米,140,| 3室2厅 | 88平米 | 北 | 简装,低楼层(共6层)  1995年建塔楼  -,
金山谷八期E度  两房精装出售！,单价18988元/平米,150,| 2室1厅 | 79平米 | 北 | 简装,高楼层(共25层)  2013年建塔楼  -,
近地铁 低楼层 电梯房 全新精装修,单价23873元/平米,180,| 2室1厅 | 75.4平米 | 南 | 简装,低楼层(共11层)  2002年建塔楼  -,
