name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
卫生厅大院 大院管理 黄金楼层可改小三房,单价28338元/平米,190,| 2室2厅 | 67.05平米 | 东 | 精装,中楼层(共8层)  1985年建塔楼  -,
尚峰酒店公寓 精装两方 商住两用 可注册,单价23296元/平米,205,| 2室1厅 | 88平米 | 北 | 精装,中楼层(共46层)  2002年建塔楼  -,
司马街 业主诚意出售 通风采光好 入读名,单价19355元/平米,90,| 2室1厅 | 46.5平米 | 北 | 其他,高楼层(共8层)  1994年建塔楼  -,
朝南北向 大院管理,单价25000元/平米,200,| 3室1厅 | 80平米 | 南 | 简装,中楼层(共8层)  1991年建塔楼  -,
银基金湾 中高楼层大两房 近地铁,单价40450元/平米,360,| 2室2厅 | 89平米 | 西南 | 其他,中楼层(共41层)  2009年建塔楼  -,
第一津街 温馨小两房 家私家电全齐修改房,单价17690元/平米,102,| 2室1厅 | 57.66平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
荣华南 通透舒适三房一厅,单价26250元/平米,210,| 3室1厅 | 80平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
下塘西路 大两房两厅 精致装修,单价22892元/平米,190,| 2室1厅 | 83平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
东贤里小区 对流舒适两房 方正实用修改房,单价23944元/平米,170,| 3室1厅 | 71平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
越秀南路 楼梯两房 西南向 带天台花园,单价22398元/平米,170,| 3室1厅 | 75.9平米 | 西南 | 简装,高楼层(共9层)  塔楼  -,
六榕路 大院管理 三楼三房,单价18280元/平米,170,| 3室2厅 | 93平米 | 东南 | 其他,中楼层(共4层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
北较场路 精装实用两房 黄金地段近地铁,单价23637元/平米,130,| 3室1厅 | 55平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
保利麓苑 价格低廉 靠近步行街,单价22223元/平米,100,| 1室1厅 | 45平米 | 南 | 精装,低楼层(共3层)  塔楼  -,
教育路 超实惠两房出售 坐北朝南,单价32433元/平米,120,| 2室1厅 | 37平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
走马岗幽静小区 住家楼层 间隔方正,单价11644元/平米,85,| 2室1厅 | 73平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
东环路 三房出售,单价30000元/平米,270,| 3室2厅 | 90平米 | 西北 | 其他,高楼层(共9层)  1988年建塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31579元/平米,120,| 1室0厅 | 38平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
中山三路 安静两房 交通便利 采光通透,单价25000元/平米,115,| 2室1厅 | 46平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
背倚越秀山，北眺麓湖与云山翠景,单价28125元/平米,360,| 3室2厅 | 128平米 | 西北 | 简装,中楼层(共29层)  2005年建塔楼  -,
交通便利 周边配套完善,单价17778元/平米,80,| 1室0厅 | 45平米 | 东 | 其他,中楼层(共19层)  1999年建塔楼  -,
交通方便 正规两房 通风采光好,单价12858元/平米,90,| 2室1厅 | 70平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
麓景路 环境好 精致两房 总价低,单价15000元/平米,69,| 2室1厅 | 46平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
人民北路小区 地头靓 间隔方正通风光猛,单价17500元/平米,140,| 2室2厅 | 80平米 | 西南 | 简装,中楼层(共9层)  塔楼  -,
寺右北一街三房 交通便利 投资首选,单价40000元/平米,320,| 3室1厅 | 80平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
东山口新河浦路两房学区房出售,单价37500元/平米,300,| 2室2厅 | 80平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
横枝岗小区 全新装修 南向,单价28736元/平米,250,| 3室1厅 | 87平米 | 南 | 其他,低楼层(共6层)  1992年建塔楼  -,
恒福路 地铁上盖 格局方正 看房方便,单价22000元/平米,110,| 1室1厅 | 50平米 | 暂无数据 | 简装,中楼层(共9层)  塔楼  -,
位于下塘西路59号,单价20000元/平米,140,| 2室1厅 | 70平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
大沙头 望江一房 成熟社区,单价20455元/平米,90,| 1室1厅 | 44平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
水均大街 环境优美 标准一房,单价29269元/平米,120,| 1室1厅 | 41平米 | 西南 | 其他,中楼层(共7层)  塔楼  -,
小北下塘西路 底层两房 格局好,单价23077元/平米,150,| 2室1厅 | 65平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
临近地铁公交，配套齐全,单价22000元/平米,66,| 1室1厅 | 30平米 | 南 | 简装,高楼层(共9层)  1990年建塔楼  -,
实用温馨单位 配套完善,单价45276元/平米,115,| 1室0厅 | 25.4平米 | 东 | 其他,高楼层(共6层)  1995年建塔楼  -,
西华路 正规一房 厅出阳台 入户首选,单价19429元/平米,68,| 1室1厅 | 35平米 | 西北 | 精装,高楼层(共9层)  塔楼  -,
朝南向 省建行房改房,单价28000元/平米,280,| 4室1厅 | 100平米 | 南 | 其他,中楼层(共10层)  塔楼  -,
荣华南 通透舒适一房一厅 地铁上盖,单价25556元/平米,138,| 1室1厅 | 54平米 | 北 | 其他,高楼层(共9层)  1990年建塔楼  -,
大德路标准一房笋价出售,单价20228元/平米,89,| 1室1厅 | 44平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
永福路大院 靠近汽配城 商住两用,单价20619元/平米,200,| 3室1厅 | 97平米 | 暂无数据 | 简装,低楼层(共9层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
寺贝底侧 两房出售,单价25863元/平米,150,| 2室1厅 | 58平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
人民北路小区 中层单位 间隔方正,单价19102元/平米,170,| 3室1厅 | 89平米 | 西 | 其他,高楼层(共9层)  塔楼  -,
上塘街方正两房笋价出售,单价20000元/平米,138,| 2室0厅 | 69平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
东华东 两房一厅 采光一流,单价30000元/平米,156,| 2室1厅 | 52平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
永福路 永福楼 东塔,单价22728元/平米,250,| 3室2厅 | 110平米 | 南 | 精装,低楼层(共25层)  1993年建塔楼  -,
永福路 永福楼 东塔,单价23585元/平米,250,| 3室1厅 | 106平米 | 东南 | 其他,低楼层(共25层)  1993年建塔楼  -,
中山一路 两房出售,单价33334元/平米,250,| 2室1厅 | 75平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
惠福西路两房,单价25397元/平米,160,| 2室1厅 | 63平米 | 西南 | 简装,高楼层(共8层)  1990年建塔楼  -,
位于下塘西路589号,单价20997元/平米,180,| 2室0厅 | 85.73平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
麓苑路小区 小面积 价格低廉,单价27907元/平米,120,| 1室1厅 | 43平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
酒店式公寓管理 精装修 拎包入住,单价22000元/平米,132,| 1室1厅 | 60平米 | 南 | 其他,中楼层(共14层)  塔楼  -,
金麓山庄 方正两房,单价37038元/平米,200,| 2室1厅 | 54平米 | 南 | 其他,中楼层(共8层)  2005年建塔楼  -,
水均大街 环境优美 标准两房,单价29167元/平米,175,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
可售78方185万，商品过五唯一，有租客,单价23718元/平米,185,| 2室1厅 | 78平米 | 东南 | 其他,中楼层(共9层)  1990年建塔楼  -,
地铁沿线，学区地段，环境安静,单价22000元/平米,116.6,| 2室1厅 | 53平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
三木国际公寓 南向 复式 电梯一房,单价23077元/平米,90,| 1室1厅 | 39平米 | 南 | 简装,中楼层(共7层)  2007年建塔楼  -,
狮带岗西 实用两房 交通便利,单价23461元/平米,160,| 2室1厅 | 68.2平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
天平横街2房仅售150万,单价26316元/平米,150,| 2室1厅 | 57平米 | 南 | 简装,中楼层(共7层)  塔楼  -,
中山三路楼梯中层笋盘出售,单价28182元/平米,155,| 2室1厅 | 55平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
文明路 东南向 入读省级名校,单价20589元/平米,140,| 2室1厅 | 68平米 | 东南 | 简装,高楼层(共8层)  塔楼  -,
建设青菜东街黄金楼层南北对流,单价35000元/平米,238,| 2室2厅 | 68平米 | 南 | 其他,中楼层(共7层)  1990年建塔楼  -,
银山大厦 交通方便 家电齐全,单价34863元/平米,380,| 3室1厅 | 109平米 | 东南 | 其他,中楼层(共24层)  1999年建塔楼  -,
中山一路 三房出售,单价29167元/平米,280,| 3室1厅 | 96平米 | 西 | 简装,中楼层(共9层)  塔楼  -,
大新路 低层南向一房 户型方正,单价18445元/平米,83,| 1室1厅 | 45平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
越秀南路 实用两房 西南向,单价25715元/平米,162,| 2室1厅 | 63平米 | 西南 | 其他,高楼层(共8层)  塔楼  -,
大德路 实用两房 全明通风采光好,单价21740元/平米,150,| 2室2厅 | 69平米 | 东南 | 精装,高楼层(共9层)  塔楼  -,
环市东路 404号,单价26613元/平米,165,| 2室1厅 | 62平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
省级学位 地铁上盖 格局方正,单价36364元/平米,120,| 1室1厅 | 33平米 | 东 | 简装,高楼层(共6层)  塔楼  -,
福今东路 省级学位 低层两房南向带阳台,单价33850元/平米,175,| 2室1厅 | 51.7平米 | 南 | 简装,中楼层(共7层)  塔楼  -,
实用温馨单位 配套完善,单价24753元/平米,115,| 1室1厅 | 46.46平米 | 南 | 精装,中楼层(共9层)  塔楼  -,
保利中环广场 豪华装修 带学位 可做投资,单价53064元/平米,220,| 1室0厅 | 41.46平米 | 北 | 简装,高楼层(共36层)  2009年建塔楼  -,
西华路尾 方正两房 间隔好,单价17923元/平米,138,| 3室1厅 | 77平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
恒福路小区，交通方便，靠近公园。,单价16380元/平米,190,| 1室1厅 | 116平米 | 东 | 简装,中楼层(共9层)  塔楼  -,
下塘西路 精装大两房 环境清静 楼龄新,单价17000元/平米,136,| 2室1厅 | 80平米 | 南 | 毛坯,低楼层(共8层)  塔楼  -,
大新路 温馨两房 东向带阳台 环境宁静舒,单价20000元/平米,108,| 2室2厅 | 54平米 | 东 | 其他,高楼层(共8层)  塔楼  -,
锦源国际公寓 光线一流 精装修,单价29375元/平米,235,| 2室1厅 | 80平米 | 暂无数据 | 其他,高楼层(共37层)  1997年建塔楼  -,
帝景大厦 靠近步行街 友谊商店,单价28978元/平米,255,| 2室2厅 | 88平米 | 东南 | 其他,低楼层(共26层)  1995年建塔楼  -,
东南向三房 通风采光好,单价25556元/平米,230,| 3室2厅 | 90平米 | 东南 | 精装,高楼层(共9层)  塔楼  -,
环市中路 大房大厅 舒适三房,单价19091元/平米,168,| 3室2厅 | 88平米 | 东北 | 简装,高楼层(共9层)  塔楼  -,
东南向 有装修 拎包入住,单价24510元/平米,125,| 2室1厅 | 51平米 | 西北 | 其他,中楼层(共9层)  塔楼  -,
东华西路 方正一房 单身首选,单价24075元/平米,65,| 1室0厅 | 27平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
青龙坊楼梯中层笋盘诚意出售,单价28334元/平米,170,| 3室1厅 | 60平米 | 暂无数据 | 精装,中楼层(共9层)  塔楼  -,
实用两方 独享天台,单价20880元/平米,190,| 2室2厅 | 91平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
中山三路荣华南 环境安静 配套齐全,单价21759元/平米,198,| 4室2厅 | 91平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
交通方便 中层楼梯,单价39584元/平米,285,| 3室1厅 | 72平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
沙河镇政府宿舍 入读名校 实用大三房,单价11398元/平米,106,| 3室2厅 | 93平米 | 北 | 简装,高楼层(共8层)  塔楼  -,
广卫路 2房电梯楼 东西对流 地铁上盖,单价32968元/平米,300,| 2室1厅 | 91平米 | 西南 | 其他,低楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价20000元/平米,170,| 4室1厅 | 85平米 | 东 | 简装,低楼层(共8层)  塔楼  -,
寺右新马路一房出售,单价28659元/平米,85,| 1室1厅 | 29.66平米 | 东南 | 简装,高楼层(共9层)  塔楼  -,
框架 大面积4房双阳台 空间感强,单价21898元/平米,300,| 4室2厅 | 137平米 | 东北 | 其他,高楼层(共9层)  1990年建塔楼  -,
山河东街 省级培正学位,单价46552元/平米,270,| 3室1厅 | 58平米 | 东南 | 其他,低楼层(共6层)  塔楼  -,
恒福路 两房一厅 南北对流,单价20000元/平米,164,| 2室1厅 | 82平米 | 南 | 简装,中楼层(共15层)  塔楼  -,
麓景东大院 旺中带静,单价18889元/平米,170,| 2室2厅 | 90平米 | 东 | 其他,低楼层(共9层)  1993年建塔楼  -,
麓苑路小区 证过2年 靠近黄金地段,单价22223元/平米,60,| 1室0厅 | 27平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
光明路二楼三房两厅,单价34514元/平米,390,| 3室2厅 | 113平米 | 暂无数据 | 简装,中楼层(共5层)  塔楼  -,
永福路 永福路 永福西约117号,单价27273元/平米,150,| 2室1厅 | 55平米 | 北 | 其他,中楼层(共8层)  塔楼  -,
淘金路小区 证过5年,单价25715元/平米,180,| 3室1厅 | 70平米 | 东 | 其他,高楼层(共8层)  塔楼  -,
全新未住 绝世豪宅 豪华装修 南北对流,单价56017元/平米,1350,| 4室2厅 | 241平米 | 南 | 其他,高楼层(共49层)  塔楼  -,
保利中环公寓 自住投资两相宜,单价38000元/平米,220.4,| 1室0厅 | 58平米 | 西 | 精装,低楼层(共36层)  2009年建塔楼  -,
司马街 实用面积大 家电基本齐全,单价21102元/平米,185,| 1室2厅 | 87.67平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
淘金路小区 证过2年 有学位,单价27250元/平米,218,| 2室2厅 | 80平米 | 东南 | 简装,高楼层(共8层)  塔楼  -,
西华路 第一津街小区 东南向一房,单价21905元/平米,92,| 1室1厅 | 42平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
梅花路 育才学位 地铁双线,单价34783元/平米,160,| 1室1厅 | 46平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
中约外街 一房出售,单价22667元/平米,68,| 1室1厅 | 30平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
麓景路 格局方正 环境舒适,单价14286元/平米,60,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
横枝岗小区 采光一流 空气清新,单价22322元/平米,125,| 3室1厅 | 56平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
恒福路小区 采光一流 东南向,单价19286元/平米,162,| 2室2厅 | 84平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
东风东路 实用两房 南北对流 农林下学位,单价33557元/平米,216,| 2室1厅 | 64.37平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
宝汉直街方正两房笋价出售,单价18841元/平米,130,| 2室0厅 | 69平米 | 东 | 其他,中楼层(共8层)  塔楼  -,
永福西约2房仅售80万,单价20000元/平米,80,| 2室0厅 | 40平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
恒福路小区 有学位 靠近汽配城,单价21000元/平米,210,| 4室1厅 | 100平米 | 南 | 精装,低楼层(共15层)  塔楼  -,
牛乳基 方正三房 证满两年 入读名校,单价25582元/平米,220,| 3室2厅 | 86平米 | 暂无数据 | 简装,高楼层(共8层)  塔楼  -,
狮带岗小区 带学位 大房大厅 户型方正,单价20545元/平米,200,| 3室2厅 | 97.35平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
水均大街重点学位低楼层低价放卖,单价30189元/平米,160,| 2室1厅 | 53平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
时代YOU公寓 商住两用 近地铁 地段好,单价22223元/平米,100,| 1室0厅 | 45平米 | 南 | 精装,低楼层(共21层)  2006年建塔楼  -,
恒福东苑小区 有学位 证过2年,单价22951元/平米,140,| 2室1厅 | 61平米 | 南 | 简装,中楼层(共8层)  1990年建塔楼  -,
永泰东约 高层2房 省级学位,单价24648元/平米,175,| 2室1厅 | 71平米 | 暂无数据 | 简装,高楼层(共8层)  塔楼  -,
永泰西约 一房一厅 南向,单价27420元/平米,85,| 1室1厅 | 31平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
东湖铭泰 电梯一房 低总价,单价34884元/平米,150,| 1室1厅 | 43平米 | 南 | 其他,低楼层(共16层)  塔楼  -,
东湖西路永胜上沙4-5号 东湖铭泰公馆,单价31747元/平米,120,| 1室0厅 | 37.8平米 | 东南 | 其他,中楼层(共16层)  塔楼  -,
淘金路小区 靠近步行街 地铁,单价24591元/平米,150,| 2室1厅 | 61平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
水荫路 小面积两房单位 通风采光好,单价25000元/平米,120,| 2室1厅 | 48平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
中山三路楼梯中层笋盘出售,单价27193元/平米,155,| 2室1厅 | 57平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
先烈中路 四房出售,单价30000元/平米,330,| 4室1厅 | 110平米 | 南 | 其他,高楼层(共7层)  2000年建塔楼  -,
新时代大厦 投资首选 租金回报高,单价20000元/平米,116,| 1室0厅 | 58平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
