name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
福田区  华强南 深南中路 南光捷佳大厦 1房,单价40116元/平米,180,| 1室0厅 | 44.87平米 | 北 | 简装,中楼层(共34层)  2002年建塔楼  -,
户型方正 小区配套成熟 自住装修 布局合理,单价64000元/平米,192,| 1室0厅 | 30平米 | 东 | 其他,高楼层(共27层)  1998年建板塔结合  -,
天健世纪花园南北通透精装3+1房，三面采光，红本税少,单价85366元/平米,1050,| 3室2厅 | 123平米 | 南 | 精装,低楼层(共26层)  2004年建板塔结合  -,
满两年 均价低 临近地铁 朝南 采光好,单价38462元/平米,150,| 1室0厅 | 39平米 | 南 | 其他,高楼层(共7层)  1995年建板楼  -,
莲花山西地铁口 一手业主红本 自住精装修 带平台,单价60205元/平米,590,| 3室2厅 | 98平米 | 东北 | 精装,低楼层(共30层)  2000年建板塔结合  -,
地铁口 学位房  东南向  通光采好,单价72917元/平米,700,| 3室2厅 | 96平米 | 南 | 精装,中楼层(共27层)  2001年建塔楼  -,
东海十八居 南北通透大3房 22平大阳台观景房,单价97827元/平米,1350,| 3室2厅 | 138平米 | 南 北 | 精装,高楼层(共31层)  2006年建板楼  -,
御景华城 西南向双阳台一房一厅 业主诚意出售,单价58889元/平米,265,| 1室1厅 | 45平米 | 西南 | 简装,低楼层(共34层)  2005年建板塔结合  -,
精装公寓 精品公寓 不限购不限贷,单价56456元/平米,230,| 1室0厅 | 40.74平米 | 北 | 简装,中楼层(共27层)  2012年建板塔结合  -,
东海二期328平大平面 全新精装 两个产权车位,单价91464元/平米,3000,| 4室2厅 | 328平米 | 东北 | 精装,高楼层(共31层)  2000年建板塔结合  -,
香榭里紫苑 南北3房 户型方正 看房方便！,单价118182元/平米,1300,| 3室2厅 | 110平米 | 南 | 其他,低楼层(共12层)  2002年建板塔结合  -,
荔园小学+红岭中学 少有住家大户型东南看荔枝公园,单价75302元/平米,1250,| 4室1厅 | 166平米 | 东南 | 精装,中楼层(共31层)  2001年建板塔结合  -,
绿景虹湾 地铁口 高层 观景 赏月 户型不错,单价65098元/平米,780,| 4室2厅 | 119.82平米 | 西北 | 其他,中楼层(共45层)  板塔结合  -,
天然居D栋小高层三房光线超好通透适合住家舒服安静,单价84000元/平米,1050,| 3室2厅 | 125平米 | 西南 | 其他,低楼层(共31层)  2001年建板塔结合  -,
国都高尔夫一期精装方正两房、业主回内地诚心出手。,单价55715元/平米,468,| 2室2厅 | 84平米 | 南 | 精装,低楼层(共9层)  1998年建板塔结合  -,
嘉鑫阳光 满五唯一 紧凑两房 精装修,单价69118元/平米,470,| 2室1厅 | 68平米 | 西北 | 其他,高楼层(共25层)  2007年建板塔结合  -,
全新装修，安静看高尔夫，配套完善，温馨住家，红本,单价50565元/平米,810,| 3室2厅 | 160.19平米 | 北 | 精装,低楼层(共31层)  1998年建板塔结合  -,
万科金域蓝湾 福田中心区 看红树林海景,单价74854元/平米,1280,| 4室2厅 | 171平米 | 南 | 其他,中楼层(共33层)  2003年建塔楼  -,
正南朝向三房，重点石厦学位，安静易居家！,单价78741元/平米,1000,| 3室2厅 | 127平米 | 南 | 其他,低楼层(共11层)  2002年建板塔结合  -,
四季山水 大三房 南北通透 高楼层 精装修,单价69332元/平米,1150,| 3室2厅 | 165.87平米 | 南 北 | 精装,中楼层(共31层)  2010年建板塔结合  -,
精装修   满五年唯一   业主诚心出售,单价69307元/平米,700,| 3室2厅 | 101平米 | 东南 | 精装,低楼层(共34层)  2008年建板塔结合  -,
地铁口带省重点福民小学配套成熟住家投资佳,单价48781元/平米,200,| 2室1厅 | 41平米 | 西南 | 简装,中楼层(共11层)  2000年建板塔结合  -,
把边户型 通风采光好 楼王单位 是您理想的家园,单价77500元/平米,930,| 4室2厅 | 120平米 | 东南 | 精装,低楼层(共24层)  2002年建板塔结合  -,
香蜜三村 2号线地铁口 一手业主红本在手,单价53847元/平米,700,| 3室2厅 | 130平米 | 西南 | 其他,中楼层(共31层)  2001年建塔楼  -,
香蜜湖香荔花园 复式放盘 户型方正实用,单价88273元/平米,1050,| 4室2厅 | 118.95平米 | 南 北 | 精装,高楼层(共7层)  2009年建板塔结合  -,
金地香蜜山 地理位置佳 户型方正,单价100000元/平米,1600,| 4室2厅 | 160平米 | 东南 南 | 其他,高楼层(共33层)  2005年建板塔结合  -,
地铁物业南向两房满两年投资居家首选,单价66418元/平米,445,| 2室1厅 | 67平米 | 南 北 | 精装,低楼层(共32层)  2004年建板塔结合  -,
梅林新房 绿景虹湾 空中花园 地铁旁边,单价65256元/平米,780,| 4室2厅 | 119.53平米 | 东南 | 其他,低楼层(共40层)  板塔结合  -,
16年新盘，地铁口物业，坐拥佐邻商圈！,单价65098元/平米,780,| 4室2厅 | 119.82平米 | 东北 | 其他,低楼层(共45层)  板塔结合  -,
宣嘉华庭精装87平三房 安静看花园 无增值税,单价57472元/平米,500,| 3室2厅 | 87平米 | 西 北 | 精装,低楼层(共31层)  2000年建板塔结合  -,
绿景虹湾 全款置业房 16年新房 地铁口 君临北环住处,单价65098元/平米,780,| 4室2厅 | 119.82平米 | 东北 | 其他,中楼层(共45层)  板塔结合  -,
口岸新小区，满两年，精装两房，厨房通天然气。,单价61539元/平米,320,| 2室1厅 | 52平米 | 东北 | 其他,中楼层(共32层)  2012年建板塔结合  -,
鹏丽大厦 东南楼王两房 看香港米铺 满五年 看房方便,单价51237元/平米,435,| 2室1厅 | 84.9平米 | 东南 | 其他,高楼层(共30层)  2007年建板塔结合  -,
润华苑 精致两房 精装修 采光足 视野特别开阔 急售,单价62904元/平米,390,| 2室2厅 | 62平米 | 西 | 精装,高楼层(共16层)  2003年建板塔结合  -,
近落马洲小三房厅出阳台朝西南高层视野开阔采光充足,单价57813元/平米,370,| 3室1厅 | 64平米 | 西南 西 | 精装,中楼层(共32层)  2001年建板塔结合  -,
绿景虹湾 梅林新盘 居住高大上 地铁口 北环边,单价65098元/平米,780,| 4室2厅 | 119.82平米 | 东北 | 其他,低楼层(共45层)  板塔结合  -,
绿景虹湾16年新盘 户型方正  采光通风  住家投资首选,单价64803元/平米,962,| 4室2厅 | 148.45平米 | 西北 | 其他,低楼层(共40层)  板塔结合  -,
翠海花园185平 地铁口物业  户型方正,单价97298元/平米,1800,| 5室2厅 | 185平米 | 东南 | 其他,高楼层(共31层)  2003年建板塔结合  -,
金地海景花园 1,2楼复式  带大花园,单价83683元/平米,2000,| 7室3厅 | 239平米 | 南 | 其他,低楼层(共6层)  2000年建板塔结合  -,
香域中央 东南向四房 安静舒适 楼层好视野开阔,单价117143元/平米,2050,| 4室2厅 | 175平米 | 东南 | 其他,低楼层(共30层)  2005年建塔楼  -,
华富北屋村黄金楼层三居室满五年诚心出售,单价54546元/平米,480,| 3室2厅 | 88平米 | 南 | 简装,中楼层(共7层)  1986年建板塔结合  -,
碧华庭居 精装大三房 朝南向 诚心出售得房率高,单价54717元/平米,580,| 3室2厅 | 106平米 | 南 | 其他,低楼层(共17层)  2000年建塔楼  -,
福景高楼层房源在卖，视野广，带飘窗，4房2厅，满五，,单价70176元/平米,1200,| 5室2厅 | 171平米 | 南 西 | 其他,高楼层(共30层)  1998年建板塔结合  -,
创意桥园 学位房 周边配套齐全 交通方便,单价75000元/平米,1020,| 4室2厅 | 136平米 | 南 | 其他,低楼层(共26层)  2004年建塔楼  -,
绿景虹湾 今天新挂盘 户型好 看房有钥匙,单价64677元/平米,962,| 4室2厅 | 148.74平米 | 东北 | 其他,中楼层(共45层)  板塔结合  -,
梅林新房 绿景虹湾 空中花园 地铁附近,单价65104元/平米,780,| 4室2厅 | 119.81平米 | 东北 | 其他,低楼层(共40层)  板塔结合  -,
特发4房，中间楼层，小板楼通风好,单价102648元/平米,950,| 4室2厅 | 92.55平米 | 南 | 精装,中楼层(共7层)  1995年建板楼  -,
地铁口物业，16年新盘近邻梅林农批市场坐拥佐邻商圈！,单价65098元/平米,780,| 4室2厅 | 119.82平米 | 东北 | 其他,低楼层(共45层)  板塔结合  -,
满五年红本在手  中高楼层  海景房,单价59211元/平米,450,| 2室1厅 | 76平米 | 南 | 其他,中楼层(共33层)  2004年建板楼  -,
福田中心区 全南 高品质豪华小区 安静 管理好停车充足,单价104839元/平米,1300,| 3室2厅 | 124平米 | 南 | 毛坯,中楼层(共25层)  2004年建板塔结合  -,
瀚盛花园110平正规三房，南向，视野开阔,单价100000元/平米,1100,| 3室2厅 | 110平米 | 南 | 其他,中楼层(共32层)  2007年建板塔结合  -,
金域蓝湾，安静，赠送40平，红本满8年，诚心出售,单价74873元/平米,1090,| 4室2厅 | 145.58平米 | 南 | 其他,低楼层(共45层)  2003年建板塔结合  -,
万科金色家园三室两厅户型87平客厅出阳台看花园景观,单价82759元/平米,720,| 3室2厅 | 87平米 | 北 | 其他,高楼层(共23层)  2000年建板塔结合  -,
大两房 东南向 少有放卖 精装修 地铁口物业 一手业主,单价51913元/平米,460,| 2室2厅 | 88.61平米 | 东南 | 简装,高楼层(共27层)  1996年建板塔结合  -,
新出炉的大三房 户型方正 正南朝向,单价60865元/平米,1000,| 3室2厅 | 164.3平米 | 南 | 其他,中楼层(共11层)  1996年建板塔结合  -,
精装大四房  南北通采光好  厅出大阳台,单价64706元/平米,1100,| 4室2厅 | 170平米 | 南 北 | 精装,中楼层(共9层)  1999年建板塔结合  -,
高层看海满五唯一南北通透地铁口花好园最少见的户型,单价66033元/平米,465,| 2室1厅 | 70.42平米 | 南 北 | 其他,中楼层(共28层)  2005年建板塔结合  -,
金地三栋住宅双阳台户型方正，厅出阳台 近关口,单价57895元/平米,330,| 2室1厅 | 57平米 | 北 | 精装,中楼层(共32层)  2007年建板塔结合  -,
8平米大阳台，朝东，户型方正，满五年，红本在手,单价59911元/平米,525,| 3室2厅 | 87.63平米 | 东 | 简装,高楼层(共22层)  2005年建板塔结合  -,
石厦中心   市委对面  区域位置优越   新建小区,单价63637元/平米,350,| 2室1厅 | 55平米 | 南 | 精装,中楼层(共32层)  2004年建塔楼  -,
福民双地铁口上盖物业   户型特方正 舒适,单价68485元/平米,1130,| 4室2厅 | 165平米 | 东南 | 简装,中楼层(共31层)  2004年建板塔结合  -,
高楼层 楼王大户型 ！业主诚心出售！,单价86207元/平米,1500,| 3室2厅 | 174平米 | 南 | 其他,高楼层(共33层)  1999年建板楼  -,
华强北田面城市大厦 70年产权甲高端级写字楼 配套齐全,单价69174元/平米,1289.6,| 7室0厅 | 186.43平米 | 南 | 其他,高楼层(共26层)  板塔结合  -,
金地香蜜山 地理位置佳 户型方正,单价100000元/平米,1450,| 3室2厅 | 145平米 | 南 北 | 其他,高楼层(共33层)  2005年建板塔结合  -,
江南名苑 东南向户型 看小区花园 业主诚心放卖,单价55814元/平米,480,| 2室2厅 | 86平米 | 东南 | 其他,中楼层(共16层)  1999年建板塔结合  -,
皇岗豪宅！观景看香港近双口岸，近三条地铁，公园小区,单价62596元/平米,820,| 3室2厅 | 131平米 | 南 | 简装,中楼层(共31层)  2000年建板塔结合  -,
桑达大厦 实验名校学位 小面积 低总价,单价105106元/平米,350,| 1室0厅 | 33.3平米 | 南 | 简装,高楼层(共27层)  塔楼  -,
阳光天下花园豪华装修大五房，一层一户居住首选,单价96775元/平米,1800,| 5室2厅 | 186平米 | 南 | 其他,低楼层(共30层)  2010年建板塔结合  -,
全新精装修，直接入住，带双学位，双地铁,单价73864元/平米,650,| 3室2厅 | 88平米 | 西南 | 精装,低楼层(共32层)  2002年建板塔结合  -,
碧海云天 全毛坯顶层复式,单价108470元/平米,4800,| 6室3厅 | 442.52平米 | 南 | 其他,高楼层(共28层)  2003年建板塔结合  -,
业主诚意出售香珠花园东南向三房,单价70517元/平米,850,| 3室2厅 | 120.54平米 | 东 南 西 | 精装,高楼层(共18层)  1998年建塔楼  -,
高层好景观大三房，看泳池和公园,单价67140元/平米,700,| 3室2厅 | 104.26平米 | 西北 | 其他,高楼层(共31层)  1996年建板楼  -,
南向高层，安静实用三房，少有出售,单价73395元/平米,800,| 3室2厅 | 109平米 | 东 | 简装,高楼层(共17层)  1997年建板塔结合  -,
3号线地铁 石厦北83平米豪华装修小三房 拎包入住,单价62410元/平米,518,| 2室1厅 | 83平米 | 东南 | 精装,中楼层(共31层)  1992年建板塔结合  -,
福田 笔架山公园 依山居 南北通透三房一厅2卫,单价52247元/平米,500,| 3室1厅 | 95.7平米 | 南 北 | 其他,中楼层(共12层)  2001年建板塔结合  -,
精装两房，客厅宽敞大气，带观景阳台，看小区花园,单价55000元/平米,330,| 2室1厅 | 60平米 | 南 | 精装,高楼层(共32层)  2007年建板塔结合  -,
莲花山西地铁口实用三房  红本在手看房方便,单价53399元/平米,550,| 3室2厅 | 103平米 | 西北 | 简装,中楼层(共25层)  1998年建板塔结合  -,
东方玫瑰花园稀缺三房诚心出售，安静采光好,单价84408元/平米,838,| 3室2厅 | 99.28平米 | 东北 | 精装,低楼层(共15层)  1999年建板楼  -,
天一名居景田地铁口精装三房户型方正光线好,单价60397元/平米,610,| 3室2厅 | 101平米 | 东北 | 精装,中楼层(共32层)  2000年建板塔结合  -,
皇家翠苑 莲花双学位精装复式,单价59623元/平米,1580,| 5室2厅 | 265平米 | 东北 | 精装,高楼层(共30层)  1997年建板塔结合  -,
闹中取静  中心区地铁口花园式小区 南北通透四居 诚售,单价59056元/平米,750,| 4室2厅 | 127平米 | 南 | 简装,低楼层(共6层)  2003年建板塔结合  -,
东向的一居室 精装修 无遮挡 看房方便,单价65307元/平米,320,| 1室1厅 | 49平米 | 东 | 其他,低楼层(共30层)  2006年建板塔结合  -,
带百万豪装 福田中心雅颂居3+1房 南北通透 花园中的家,单价108528元/平米,1400,| 3室2厅 | 129平米 | 南 北 | 精装,低楼层(共25层)  2004年建板塔结合  -,
百花实验学位，红本在，一手业主，学位未用，价格可谈,单价107067元/平米,500,| 1室1厅 | 46.7平米 | 北 | 其他,低楼层(共32层)  2004年建板塔结合  -,
小户型，投资价值大，双地铁口，核心商圈,单价60607元/平米,200,| 1室0厅 | 33平米 | 东 | 精装,中楼层(共32层)  2001年建板塔结合  -,
福田 一居室 M层花园 地铁楼下,单价60823元/平米,290,| 1室1厅 | 47.68平米 | 北 | 精装,低楼层(共32层)  2000年建板塔结合  -,
香蜜原著 南北通 精装修 户型方正 使用率高 诚心出售,单价103175元/平米,1300,| 4室2厅 | 126平米 | 南 北 | 精装,低楼层(共33层)  2013年建塔楼  -,
地铁口，高层采光充足，楼层好，交通购物便利,单价60938元/平米,390,| 2室2厅 | 64平米 | 东南 | 精装,高楼层(共35层)  1998年建板塔结合  -,
碧海红树园，高层看海景，安静，南北通,单价70589元/平米,960,| 3室2厅 | 136平米 | 南 | 其他,中楼层(共33层)  2003年建板塔结合  -,
宝瑞轩，安静小户型，诚心出售，看房便利,单价56140元/平米,315,| 2室1厅 | 56.11平米 | 南 | 精装,高楼层(共12层)  1999年建塔楼  -,
汇龙花园、复式4房赠送100多平花园、红本在手、满五年,单价84769元/平米,1280,| 4室2厅 | 151平米 | 南 | 其他,低楼层(共7层)  2009年建板塔结合  -,
皇都广场 大户型住家 东南朝向 采光好,单价45000元/平米,990,| 5室2厅 | 220平米 | 东南 | 精装,高楼层(共36层)  2001年建板塔结合  -,
全朝南视野，采光好，户型方正厅出阳台。,单价80883元/平米,550,| 2室2厅 | 68平米 | 南 | 精装,中楼层(共32层)  2012年建板塔结合  -,
林海山庄 安静看园景 精装修 户型方正实用,单价57000元/平米,680,| 4室2厅 | 119.3平米 | 北 | 精装,高楼层(共12层)  2001年建塔楼  -,
华富大厦东南向精致2房，客厅出阳台全高尔夫景观,单价57530元/平米,340,| 2室1厅 | 59.1平米 | 东南 南 | 其他,高楼层(共33层)  2000年建板塔结合  -,
