name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
万科金域蓝湾 近地铁 中高楼层,单价25000元/平米,260,| 3室2厅 | 104平米 | 西南 | 其他,中楼层(共25层)  2008年建塔楼  -,
景泰新村 南向单位 省一级学位,单价15715元/平米,110,| 3室1厅 | 70平米 | 南 | 简装,高楼层(共7层)  2008年建塔楼  -,
机场西路 远景路 精装2房 南北对流,单价17648元/平米,120,| 2室1厅 | 68平米 | 南 | 其他,中楼层(共9层)  1999年建塔楼  -,
晋福阁 3房 电梯高层 采光佳,单价14348元/平米,132,| 3室1厅 | 92平米 | 东 | 其他,高楼层(共9层)  2003年建塔楼  -,
金碧雅苑 实用两居 保养好 看房方便,单价22795元/平米,155,| 2室2厅 | 68平米 | 东 | 其他,中楼层(共18层)  2004年建塔楼  -,
祥景花园，新装修，居住舒适，两房一厅,单价16800元/平米,105,| 2室1厅 | 62.5平米 | 北 | 精装,低楼层(共9层)  2000年建塔楼  -,
广州富力城 南区带入户 精装两房,单价13642元/平米,118,| 2室2厅 | 86.5平米 | 北 | 简装,低楼层(共18层)  2006年建塔楼  -,
精装修 间隔方正 采光一流  价格实惠,单价15782元/平米,110,| 2室1厅 | 69.7平米 | 暂无数据 | 其他,低楼层(共12层)  2000年建塔楼  -,
飞云楼 入户广州 投资升值,单价14103元/平米,55,| 1室1厅 | 39平米 | 暂无数据 | 简装,低楼层(共9层)  1996年建塔楼  -,
锦翠苑 过五年 带省一级小学学位,单价20271元/平米,150,| 2室1厅 | 74平米 | 西北 | 其他,高楼层(共9层)  1993年建塔楼  -,
百荣园 三房 南北对流 中低层 看房约,单价20000元/平米,180,| 3室1厅 | 90平米 | 南 | 其他,中楼层(共7层)  2000年建塔楼  -,
云山居 靠近白云山南向两居室,单价18750元/平米,135,| 2室2厅 | 72平米 | 南 | 其他,低楼层(共15层)  2000年建塔楼  -,
大面积三房 格局方正 中层楼,单价26316元/平米,250,| 3室1厅 | 95平米 | 南 | 简装,高楼层(共6层)  1998年建塔楼  -,
民航小区 松云街 楼梯低层 随时看房,单价15439元/平米,88,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共6层)  1995年建塔楼  -,
机场路 又一居花园 小区环境优美,单价22143元/平米,155,| 2室1厅 | 70平米 | 南 | 简装,低楼层(共9层)  2001年建塔楼  -,
白云雅苑 中层 两房一厅,单价16000元/平米,80,| 2室1厅 | 50平米 | 暂无数据 | 其他,中楼层(共9层)  2006年建塔楼  -,
荔苑公寓 精装修三房 轻松置业广州,单价10281元/平米,110,| 3室2厅 | 107平米 | 南 | 其他,中楼层(共8层)  2000年建塔楼  -,
恒大御景湾 可内部转名 东南望江,单价19566元/平米,180,| 2室2厅 | 92平米 | 暂无数据 | 其他,中楼层(共33层)  2013年建塔楼  -,
白云花园 学区房 精装修三房,单价17832元/平米,148,| 3室2厅 | 83平米 | 东南 | 精装,中楼层(共9层)  1999年建塔楼  -,
保利白云山庄 南向三房 望泳池 看房方便,单价24138元/平米,280,| 3室2厅 | 116平米 | 南 | 简装,中楼层(共5层)  2001年建塔楼  -,
机电宿舍3房2厅,单价15418元/平米,160,| 3室2厅 | 103.78平米 | 南 | 其他,低楼层(共2层)  1999年建塔楼  -,
金碧新城 三房87方180万 南北对流,单价20478元/平米,180,| 3室2厅 | 87.9平米 | 暂无数据 | 精装,低楼层(共18层)  2005年建塔楼  -,
云东小区 配套成熟 物业管理好,单价14314元/平米,146,| 3室2厅 | 102平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
怡新花园 二期大两房 电梯高层 京溪学位,单价26786元/平米,225,| 2室2厅 | 84平米 | 东北 | 精装,高楼层(共17层)  2007年建塔楼  -,
云景名都 精装两房 安静 地铁口 学位房,单价32895元/平米,250,| 2室1厅 | 76平米 | 东北 | 其他,高楼层(共18层)  2002年建塔楼  -,
三元里大道 合益小区 楼梯中层 南北对流,单价15715元/平米,110,| 3室1厅 | 70平米 | 暂无数据 | 简装,低楼层(共9层)  1995年建塔楼  -,
2房1厅 楼梯底层 简单装修 适合居住,单价14063元/平米,90,| 2室1厅 | 64平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
纵横缤城 方正实用两房,单价17533元/平米,135,| 2室1厅 | 77平米 | 暂无数据 | 其他,中楼层(共18层)  2009年建塔楼  -,
金桂大两房 格局方正 采光通透 适宜住家,单价20000元/平米,160,| 2室1厅 | 80平米 | 西北 | 简装,高楼层(共16层)  2000年建塔楼  -,
云苑新村 中层温馨两房,单价15926元/平米,86,| 2室1厅 | 54平米 | 北 | 其他,中楼层(共9层)  1999年建塔楼  -,
飞翔公园地铁站 云顶花园 可改三房,单价11446元/平米,95,| 2室2厅 | 83平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
云泉居 实用三房 采光通风好,单价16204元/平米,175,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共10层)  1999年建塔楼  -,
云东花园 三房一厅 格局方正 近地铁口,单价14706元/平米,125,| 3室2厅 | 85平米 | 东 | 其他,高楼层(共9层)  1998年建塔楼  -,
机场路 康雅花园 实用两房,单价13390元/平米,79,| 2室1厅 | 59平米 | 东 | 其他,高楼层(共9层)  1999年建塔楼  -,
体育花园 豪华4房2厅 全新装修,单价52679元/平米,885,| 4室2厅 | 168平米 | 东南 | 精装,中楼层(共7层)  2001年建塔楼  -,
光线靓 证过2年 丽康居实用三房,单价14286元/平米,140,| 3室2厅 | 98平米 | 东南 | 毛坯,低楼层(共15层)  2000年建塔楼  -,
卡布奇诺 一房一厅,单价19445元/平米,70,| 1室1厅 | 36平米 | 南 | 精装,中楼层(共8层)  2012年建塔楼  -,
建研大厦 三房 南北通透,单价22229元/平米,235,| 3室2厅 | 105.72平米 | 北 | 其他,中楼层(共11层)  塔楼  -,
岭南花园 黄金楼层 保养新净 环境舒适,单价18955元/平米,145,| 2室1厅 | 76.5平米 | 北 | 其他,低楼层(共6层)  2001年建塔楼  -,
高尔夫花园 黄金楼层三房 方位靓 采光好,单价23000元/平米,250.7,| 3室1厅 | 109平米 | 东南 | 简装,中楼层(共11层)  1999年建塔楼  -,
得宝花园 中层装修精致 2室一厅,单价16965元/平米,95,| 2室1厅 | 56平米 | 西 | 其他,中楼层(共9层)  2000年建塔楼  -,
三元里 岗贝路公安宿舍 实用三房 采光好,单价11595元/平米,80,| 3室1厅 | 69平米 | 西 | 其他,中楼层(共8层)  1993年建塔楼  -,
新市 嘉景园 精装两房采光通风好,单价13125元/平米,63,| 2室1厅 | 48平米 | 西 | 其他,高楼层(共9层)  1997年建塔楼  -,
三元里 晓翠苑 住家两房 送平台,单价16000元/平米,96,| 2室1厅 | 60平米 | 西 | 简装,低楼层(共8层)  1999年建塔楼  -,
汇侨新城 三房一厅 采光好,单价10228元/平米,90,| 3室1厅 | 88平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
机场西汇美苑 近地铁 实用两房 采光好,单价12821元/平米,100,| 2室1厅 | 78平米 | 西 | 其他,高楼层(共9层)  1995年建塔楼  -,
云苑新村 高楼单位 采光通风好,单价15323元/平米,95,| 2室1厅 | 62平米 | 北 | 其他,高楼层(共9层)  1999年建塔楼  -,
汇侨新城 南区两房 新婚首选,单价14412元/平米,98,| 2室1厅 | 68平米 | 东 | 简装,中楼层(共9层)  2000年建塔楼  -,
机场西 云映阁实用2房全明屋 采光好,单价16439元/平米,120,| 2室1厅 | 73平米 | 东 | 简装,中楼层(共9层)  1998年建塔楼  -,
广园中路 两房两厅 户型方正 带学位,单价12667元/平米,95,| 2室2厅 | 75平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
黄石花园东南向 中低楼层小两房,单价16667元/平米,75,| 2室1厅 | 45平米 | 东南 | 简装,中楼层(共8层)  1997年建塔楼  -,
金迪城市花园,单价15152元/平米,100,| 2室1厅 | 66平米 | 东 | 简装,低楼层(共15层)  1995年建塔楼  -,
金碧新城精装修3室位置好，期待您的选购,单价21114元/平米,190,| 3室1厅 | 89.99平米 | 东北 | 简装,中楼层(共32层)  2006年建塔楼  -,
富力碧涛湾 宁静花园 江边小区 装修新,单价19033元/平米,177,| 3室1厅 | 93平米 | 南 | 其他,低楼层(共11层)  1998年建塔楼  -,
湖水泛起涟漪 映上你和家人 风景豪华四房,单价15572元/平米,218,| 4室2厅 | 140平米 | 东 | 其他,高楼层(共33层)  2012年建塔楼  -,
云东花园 精装两房 格局方正,单价15000元/平米,90,| 2室1厅 | 60平米 | 东 | 其他,中楼层(共9层)  1998年建塔楼  -,
中海金沙湾四房两厅 自住保养好 环境优美,单价19859元/平米,280,| 4室2厅 | 141平米 | 东南 | 其他,低楼层(共33层)  2007年建塔楼  -,
地铁口，梅苑小区电梯两房，稀缺房源。,单价22000元/平米,209,| 2室2厅 | 95平米 | 东 | 精装,中楼层(共9层)  1999年建塔楼  -,
机场路 金迪城市花园 精装1房近地铁,单价18889元/平米,85,| 1室1厅 | 45平米 | 西 | 简装,中楼层(共15层)  1995年建塔楼  -,
又一居花园 高楼层豪宅 稀缺房源,单价25975元/平米,200,| 4室2厅 | 77平米 | 北 | 其他,高楼层(共15层)  1996年建塔楼  -,
春庭花园 温馨一房 投资首选,单价13236元/平米,45,| 1室1厅 | 34平米 | 南 | 其他,高楼层(共9层)  2008年建塔楼  -,
卡布奇诺 稀缺单间户型,单价15790元/平米,60,| 1室0厅 | 38平米 | 东 | 其他,中楼层(共8层)  2012年建塔楼  -,
万方园 温馨精致实用中层单位,单价18422元/平米,140,| 2室1厅 | 76平米 | 东北 | 简装,中楼层(共18层)  1999年建塔楼  -,
路局宿舍给力房源 价格实惠 业主急卖,单价9559元/平米,65,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
怡富尚苑 精装2房 东南朝向 电梯中层,单价14198元/平米,115,| 2室1厅 | 81平米 | 南 | 其他,低楼层(共16层)  1998年建塔楼  -,
新市花园二期 楼梯中层 新装温馨两房,单价14143元/平米,99,| 2室1厅 | 70平米 | 西南 | 简装,高楼层(共9层)  1994年建塔楼  -,
汇侨新城 三房两厅 采光好,单价15295元/平米,130,| 3室2厅 | 85平米 | 东北 | 简装,高楼层(共9层)  2000年建塔楼  -,
晓翠苑 精装1房 投资居家首选,单价17223元/平米,62,| 1室0厅 | 36平米 | 西 | 精装,高楼层(共15层)  1999年建塔楼  -,
祥景花园高层两房 厅出阳台 采光通风好,单价13373元/平米,92,| 2室2厅 | 68.8平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
富力半岛 时尚设计户型 精致一房,单价22500元/平米,90,| 1室1厅 | 40平米 | 东北 | 其他,低楼层(共28层)  2002年建塔楼  -,
三元里大道 远景新苑 实用两房 通风采光,单价12138元/平米,67,| 2室1厅 | 55.2平米 | 北 | 其他,高楼层(共9层)  1998年建塔楼  -,
百事佳小区 中层两房 间隔方正实用,单价16866元/平米,113,| 2室1厅 | 67平米 | 南 | 其他,高楼层(共8层)  2006年建塔楼  -,
西城苑 两房一厅 小面积单位实用,单价9053元/平米,43,| 2室1厅 | 47.5平米 | 东南 | 简装,高楼层(共9层)  2002年建塔楼  -,
黄园路 两房一厅,单价13014元/平米,187,| 4室1厅 | 143.7平米 | 东 | 简装,中楼层(共16层)  塔楼  -,
汇侨新城 中低层1房 格局方正,单价17074元/平米,70,| 1室1厅 | 41平米 | 东 | 其他,低楼层(共9层)  2000年建塔楼  -,
飞鹅路中高层两房一厅 采光通透 价格实惠,单价14000元/平米,105,| 2室1厅 | 75平米 | 东 | 简装,高楼层(共9层)  1993年建塔楼  -,
春庭花园 两房一厅 两套打通一共四房出售,单价13334元/平米,160,| 4室2厅 | 120平米 | 西 | 其他,高楼层(共9层)  2008年建塔楼  -,
金碧新城 稀缺低层毛坯3房放售,单价21591元/平米,190,| 3室1厅 | 88平米 | 西 | 简装,低楼层(共11层)  2004年建塔楼  -,
合益小区 低层两房 全新装修 全明屋,单价15366元/平米,63,| 2室1厅 | 41平米 | 西 | 其他,中楼层(共9层)  1995年建塔楼  -,
丽康居 电梯两房 封闭小区,单价15707元/平米,120,| 2室1厅 | 76.4平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
松洲花园 光亮三房,单价12942元/平米,110,| 3室1厅 | 85平米 | 西北 | 简装,高楼层(共9层)  1998年建塔楼  -,
机场路中意花园 电梯二房 双阳台,单价16280元/平米,140,| 2室1厅 | 86平米 | 西北 | 其他,高楼层(共15层)  1998年建塔楼  -,
白云明珠广场 精装小两房 装修保养新 采,单价19200元/平米,96,| 2室1厅 | 50平米 | 暂无数据 | 简装,低楼层(共14层)  1996年建塔楼  -,
春庭花园 二楼公寓 宜商宜住,单价12069元/平米,35,| 1室0厅 | 29平米 | 西 | 其他,低楼层(共2层)  2008年建塔楼  -,
佳星楼 一房小居室,单价13190元/平米,55,| 1室1厅 | 41.7平米 | 东北 | 简装,中楼层(共9层)  1998年建塔楼  -,
增槎路 圣雅堡 B栋,单价15000元/平米,75,| 1室1厅 | 50平米 | 东南 | 其他,中楼层(共18层)  2009年建塔楼  -,
广园中路 格局方正 采光通透,单价16690元/平米,120,| 2室1厅 | 71.9平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
黄石大厦方正两房 房出阳台 采光通风好,单价11870元/平米,73,| 2室1厅 | 61.5平米 | 东 | 其他,高楼层(共9层)  1997年建塔楼  -,
元邦园地铁口电梯两房 采光格局好,单价22500元/平米,180,| 2室1厅 | 80平米 | 东 | 简装,中楼层(共9层)  2000年建塔楼  -,
增槎路 实用三房 南北对流 安静舒适,单价11112元/平米,80,| 3室1厅 | 72平米 | 暂无数据 | 简装,高楼层(共7层)  塔楼  -,
蔬果宿舍 精装修 高楼层 大一房,单价11207元/平米,65,| 1室1厅 | 58平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
康雅花园 大两房 户型方正 南北通透,单价16667元/平米,105,| 2室1厅 | 63平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
卡布奇诺 大单间,单价20834元/平米,75,| 1室0厅 | 36平米 | 东 | 其他,中楼层(共8层)  2012年建塔楼  -,
润祥大厦 精装实用两房 南北对流,单价16667元/平米,125,| 2室2厅 | 75平米 | 东 | 简装,中楼层(共13层)  2000年建塔楼  -,
雍翠园 电梯楼 新装两房 证满5年,单价15663元/平米,130,| 2室2厅 | 83平米 | 东 | 简装,低楼层(共14层)  2000年建塔楼  -,
保利汇海三房 业主自住 保养新净,单价21196元/平米,195,| 3室2厅 | 92平米 | 暂无数据 | 其他,高楼层(共26层)  2010年建塔楼  -,
三元里 云苑大厦 中层楼梯 间隔方正,单价10971元/平米,113,| 3室2厅 | 103平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
三元里大道中 格局方正  电梯楼2房,单价14936元/平米,115,| 2室2厅 | 77平米 | 南 | 简装,高楼层(共16层)  1995年建塔楼  -,
广园中路 70方两房 证够五年 近车站,单价15429元/平米,108,| 2室2厅 | 70平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
金碧新城 望花园 厅直出阳台2房,单价20000元/平米,145,| 2室2厅 | 72.5平米 | 东北 | 其他,中楼层(共18层)  2005年建塔楼  -,
中海金沙湾 入户花园 精致3房,单价19916元/平米,235,| 3室2厅 | 118平米 | 南 | 其他,低楼层(共33层)  2007年建塔楼  -,
汇雅花园温馨两方,单价8001元/平米,48.77,| 2室1厅 | 60.96平米 | 东南 | 其他,高楼层(共9层)  1996年建塔楼  -,
岭南新世界 锦云峰 精装三室 保养好,单价24732元/平米,230,| 3室2厅 | 93平米 | 北 | 其他,低楼层(共32层)  2008年建塔楼  -,
云苑新村 方正两房 阳光非常充足,单价14706元/平米,100,| 2室1厅 | 68平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
中等装修 实用三房 黄金三楼,单价16050元/平米,130,| 3室2厅 | 81平米 | 北 | 简装,中楼层(共8层)  1997年建塔楼  -,
格局好 南向两房 采光通风 带学位,单价21127元/平米,150,| 2室1厅 | 71平米 | 暂无数据 | 简装,中楼层(共9层)  1993年建塔楼  -,
金碧新城 两房两厅 侧出阳台 高楼层,单价21250元/平米,136,| 2室2厅 | 64平米 | 暂无数据 | 其他,高楼层(共32层)  2006年建塔楼  -,
汇侨新城 电梯高层 实用3房 视野好,单价18824元/平米,160,| 3室2厅 | 85平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
金德苑  低层3楼 带省级学位,单价15910元/平米,140,| 2室2厅 | 88平米 | 南 | 简装,低楼层(共9层)  1997年建塔楼  -,
春暖花园 楼梯两房 近地铁 方正实用,单价13667元/平米,82,| 2室1厅 | 60平米 | 东南 | 其他,高楼层(共9层)  1995年建塔楼  -,
合益小区 精装修两房 明日之星学位,单价16198元/平米,115,| 2室1厅 | 71平米 | 暂无数据 | 简装,低楼层(共9层)  1995年建塔楼  -,
此房格局方正 坐南向北 房大厅大,单价14317元/平米,100,| 2室1厅 | 69.85平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
机场路 康雅花园 实用三房 过2年,单价16112元/平米,145,| 3室1厅 | 90平米 | 暂无数据 | 其他,中楼层(共9层)  1999年建塔楼  -,
临近地铁 侨爱苑 精致四房一厅 楼梯推介,单价15518元/平米,180,| 4室2厅 | 116平米 | 暂无数据 | 简装,低楼层(共9层)  1995年建塔楼  -,
三元里大道 远景新城 南北对流 居家实用,单价14063元/平米,90,| 2室1厅 | 64平米 | 南 | 简装,高楼层(共6层)  1998年建塔楼  -,
岭南新世界 南向三房出售 温馨舒适,单价30000元/平米,285,| 3室2厅 | 95平米 | 南 | 其他,中楼层(共32层)  2008年建塔楼  -,
云苑新村 中层两房 温馨小户 随时看房,单价16667元/平米,80,| 2室1厅 | 48平米 | 东南 | 简装,中楼层(共9层)  1999年建塔楼  -,
又一居花园 实用干净三房 看房方便,单价19118元/平米,195,| 3室2厅 | 102平米 | 西 | 精装,高楼层(共9层)  2001年建塔楼  -,
乐嘉路 金迪城市花园 电梯高层,单价17932元/平米,260,| 5室2厅 | 145平米 | 南 | 简装,高楼层(共15层)  1995年建塔楼  -,
