name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
玉雅居，两房，近仙桐公园空气好,单价48953元/平米,285,| 2室2厅 | 58.22平米 | 东南 北 | 其他,低楼层(共10层)  1998年建板塔结合  -,
东安花园大三房 精装修 看房方便 有钥匙,单价43679元/平米,380,| 3室2厅 | 87平米 | 西南 | 其他,中楼层(共8层)  1989年建板塔结合  -,
翡翠公寓 2室1厅 200万,单价59348元/平米,200,| 2室1厅 | 33.7平米 | 西北 | 精装,中楼层(共32层)  2014年建板塔结合  -,
文华花园 3室2厅 465万,单价46255元/平米,465,| 3室2厅 | 100.53平米 | 南 | 简装,中楼层(共7层)  板塔结合  -,
国贸 天俊大厦 精装 一房一厅朝南红本在手,单价44872元/平米,175,| 1室1厅 | 39平米 | 南 | 精装,高楼层(共26层)  2003年建板塔结合  -,
百仕达花园一期三房精装修，住家适宜,单价63566元/平米,660,| 3室1厅 | 103.83平米 | 北 | 精装,高楼层(共9层)  1997年建板塔结合  -,
金城华庭精装修大三房，无税，红本在手，学位未用,单价71029元/平米,760,| 3室2厅 | 107平米 | 南 | 精装,中楼层(共24层)  2003年建板塔结合  -,
京基东方都会 方正一房一厅 免增值税 学区房临近地铁,单价51529元/平米,182,| 1室2厅 | 35.32平米 | 东 | 精装,高楼层(共32层)  2004年建塔楼  -,
海富花园三房，朝南向，业主诚心出售,单价47220元/平米,400,| 3室1厅 | 84.71平米 | 东南 | 其他,低楼层(共32层)  1992年建塔楼  -,
东乐花园  近两大公园三条地铁线,单价39683元/平米,500,| 4室2厅 | 126平米 | 西北 | 其他,中楼层(共32层)  1993年建板塔结合  -,
豪装四房（已改5房） 带全套家私家电 业主诚心出售！,单价71429元/平米,1250,| 5室2厅 | 175平米 | 北 | 其他,低楼层(共12层)  1999年建板塔结合  -,
豪华装修 红本满五 全新高档家具家电全送 不临街,单价63298元/平米,595,| 2室2厅 | 94平米 | 南 北 | 精装,中楼层(共9层)  1997年建板塔结合  -,
四季御园上下两层南北通透五房顶楼复式,单价92080元/平米,930,| 5室2厅 | 101平米 | 南 | 其他,高楼层(共39层)  板塔结合  -,
东门商圈 投资回报大 地铁口物业,单价43397元/平米,230,| 2室1厅 | 53平米 | 南 | 精装,高楼层(共25层)  2000年建板塔结合  -,
丰湖花园客厅出阳台 东北朝向 一手业主诚心出售,单价44445元/平米,280,| 2室2厅 | 63平米 | 北 东北 | 其他,高楼层(共26层)  2009年建板塔结合  -,
峰度天下东南向三房，格局方正，使用率高,单价51686元/平米,460,| 3室2厅 | 89平米 | 东南 | 精装,中楼层(共29层)  2010年建板塔结合  -,
国际名园 国贸商圈 边角单位 精装一房 方正通透,单价47454元/平米,205,| 1室1厅 | 43.2平米 | 西南 | 精装,中楼层(共31层)  2004年建板塔结合  -,
华隆园 重点学区 总价低 户型方正 免增值税 红本在手,单价56800元/平米,170,| 1室0厅 | 29.93平米 | 南 | 其他,低楼层(共24层)  板塔结合  -,
国贸附近，邻近在建9号线地铁户型方正东南向花园小区,单价53226元/平米,330,| 2室1厅 | 62平米 | 东南 | 精装,高楼层(共33层)  2005年建塔楼  -,
螺岭外国语学区房 低单价 高楼层南北通透 户型方正,单价53650元/平米,330,| 2室2厅 | 61.51平米 | 东南 | 简装,高楼层(共29层)  2004年建板塔结合  -,
海珑华苑 2房 螺岭学位 租金回报高  看房方便,单价45902元/平米,280,| 2室1厅 | 61平米 | 东 | 简装,低楼层(共26层)  1998年建板塔结合  -,
红本无税，中高楼层，南北通透，户型很方正,单价52174元/平米,360,| 2室1厅 | 69平米 | 南 | 其他,高楼层(共15层)  2003年建板塔结合  -,
港岛银座一改二经典户型朝东看房方便,单价50197元/平米,320,| 2室1厅 | 63.75平米 | 东 | 其他,高楼层(共32层)  2003年建板塔结合  -,
中信高档小区，户型方正，安静，豪华装修，拎包入住,单价72973元/平米,1350,| 4室2厅 | 185平米 | 西南 | 其他,高楼层(共25层)  2000年建板塔结合  -,
华清园三房 满五红本总价低 户型采光通风好宜居家公园,单价41096元/平米,300,| 3室1厅 | 73平米 | 南 | 其他,中楼层(共17层)  2000年建塔楼  -,
安静户型，赠送40平米入户，3+1房户型，送豪华家私,单价85107元/平米,1200,| 4室2厅 | 141平米 | 东北 | 其他,低楼层(共34层)  2009年建板塔结合  -,
凉果街2号大院 三房 满两年红本在手 精装修 随时看房,单价52632元/平米,400,| 3室1厅 | 76平米 | 北 南 | 其他,高楼层(共8层)  板塔结合  -,
友谊大厦 两居室 卧室带阳台 宜居舒适,单价43519元/平米,235,| 2室1厅 | 54平米 | 北 | 简装,中楼层(共24层)  1983年建板塔结合  -,
稀缺改两房 婚房装修 厅出阳台  使用率高,单价50000元/平米,205,| 2室1厅 | 41平米 | 北 | 其他,高楼层(共21层)  2001年建塔楼  -,
都市名园 精装4房 楼层好 视野好,单价64025元/平米,1050,| 4室2厅 | 164平米 | 东 东南 | 其他,高楼层(共32层)  1990年建板塔结合  -,
带有深圳第二实验学校 小区人车分流 豪华装修,单价46602元/平米,480,| 3室2厅 | 103平米 | 西北 | 其他,低楼层(共25层)  1997年建板塔结合  -,
翠园学位红本在手免增值税自住精装很安静居家首选,单价60195元/平米,620,| 3室2厅 | 103平米 | 南 | 简装,中楼层(共11层)  1997年建板塔结合  -,
南北通看花园，带学区名额，小区紧俏户型，双地铁口,单价62122元/平米,615,| 3室2厅 | 99平米 | 南 | 简装,中楼层(共18层)  1999年建板塔结合  -,
百仕达三期 满两年南向两房 享高端物业 得旧改价值,单价62201元/平米,415,| 2室2厅 | 66.72平米 | 西南 | 精装,低楼层(共32层)  2001年建塔楼  -,
单价总价比较低的一套大户型看房有钥匙,单价52778元/平米,950,| 6室1厅 | 180平米 | 南 | 简装,高楼层(共31层)  1998年建板塔结合  -,
百仕达一期 百怡苑4房在卖,单价85715元/平米,1500,| 4室2厅 | 175平米 | 南 | 其他,低楼层(共10层)  1997年建板塔结合  -,
仙湖公馆230平靠山大宅，精装修，自住房,单价65218元/平米,1500,| 4室3厅 | 230平米 | 南 | 其他,低楼层(共8层)  2009年建板塔结合  -,
松泉山庄朝南带大阳台三房 全明格局 满两年,单价47192元/平米,420,| 3室2厅 | 89平米 | 南 | 精装,高楼层(共7层)  1998年建板塔结合  -,
万科物业，罗湖中心地段，螺岭学位房，税少,单价42781元/平米,800,| 4室2厅 | 187平米 | 西 | 其他,中楼层(共43层)  2009年建板塔结合  -,
龙园山庄 南向二房 楼层好,单价35750元/平米,255,| 2室2厅 | 71.33平米 | 东南 | 其他,中楼层(共8层)  1997年建板塔结合  -,
东乐花园稀缺四房户型 居家装修看房预约,单价44898元/平米,440,| 4室2厅 | 98平米 | 西北 | 简装,中楼层(共28层)  1992年建板塔结合  -,
东道苑  一本证 南北通透 精装修,单价46576元/平米,680,| 5室2厅 | 146平米 | 南 北 | 精装,高楼层(共6层)  2000年建板塔结合  -,
天越翔园 稀缺南向小两居 地理位置好 近学校 生活方便,单价60000元/平米,270,| 2室1厅 | 45平米 | 南 | 简装,中楼层(共20层)  2007年建板塔结合  -,
今日家园 稀缺3房已改4房 翠园学位,单价60274元/平米,440,| 4室1厅 | 73平米 | 西北 | 简装,低楼层(共25层)  1999年建板塔结合  -,
金园花园 正规两房 学位房,单价51924元/平米,270,| 2室1厅 | 52平米 | 东南 | 其他,低楼层(共15层)  2000年建板塔结合  -,
华丽花园正规3房，带螺岭学位，业主诚售,单价45162元/平米,420,| 3室2厅 | 93平米 | 东北 | 精装,高楼层(共29层)  塔楼  -,
业主包赎楼 螺岭学位 环岛丽园 精装2房 拎包入住,单价59723元/平米,430,| 2室2厅 | 72平米 | 东北 | 简装,中楼层(共33层)  2002年建板塔结合  -,
泰宁花园精装两房，红本在手，西南朝向,单价48864元/平米,430,| 2室2厅 | 88平米 | 南 | 其他,中楼层(共25层)  1997年建板塔结合  -,
嘉宝田花园 二期朝花园两房 精装修 通风好,单价65477元/平米,550,| 3室1厅 | 84平米 | 北 | 其他,低楼层(共25层)  2002年建板塔结合  -,
源心居 三房精装修 三房两厅 高楼层采光佳,单价47881元/平米,445,| 3室2厅 | 92.94平米 | 东 | 其他,高楼层(共32层)  2001年建板塔结合  -,
祥福雅居精装修满五学位房，业主诚售,单价52134元/平米,325,| 2室1厅 | 62.34平米 | 东 | 其他,中楼层(共31层)  2003年建板塔结合  -,
合正锦湖逸园 双学位 3.9米高厅 红本出售,单价89406元/平米,800,| 4室1厅 | 89.48平米 | 东南 | 精装,高楼层(共31层)  2008年建板塔结合  -,
航天晴山月 五房两厅一厨三卫 满五赠送50平,单价73447元/平米,1300,| 5室2厅 | 177平米 | 南 | 精装,中楼层(共29层)  2008年建板塔结合  -,
百仕达一期  8号楼 精装修3房在卖,单价67408元/平米,910,| 3室2厅 | 135平米 | 南 | 简装,低楼层(共32层)  1997年建板塔结合  -,
集浩花园四房 满五年无营业税 红本在手,单价46903元/平米,530,| 4室2厅 | 113平米 | 东南 | 简装,低楼层(共24层)  1991年建板塔结合  -,
聚宝花园两房，满五年，户型方正，居家首选,单价44243元/平米,360,| 2室2厅 | 81.37平米 | 南 | 精装,中楼层(共17层)  板楼  -,
金色都汇 三层复式 3+1房 精装修 高层南向,单价85715元/平米,600,| 3室2厅 | 70平米 | 南 | 精装,中楼层(共25层)  2004年建塔楼  -,
电影大厦标准三房放卖，户型方正。,单价43690元/平米,450,| 3室2厅 | 103平米 | 西北 | 简装,高楼层(共24层)  1998年建板塔结合  -,
华景园，独栋别墅，私家花园，5房，莲塘！,单价102565元/平米,2800,| 5室3厅 | 273平米 | 东 南 西 北 | 简装,低楼层(共1层)  2002年建板塔结合  -,
鸿业苑一期 优质5房 精装修 翠园中学学位,单价60000元/平米,1170,| 5室2厅 | 195平米 | 东北 | 精装,中楼层(共16层)  2001年建板塔结合  -,
洪湖花园，一手红本，双学位，地铁物业出售,单价40981元/平米,418,| 3室2厅 | 102平米 | 南 | 精装,高楼层(共33层)  1995年建板塔结合  -,
纯天然生态区 三面环山 独栋别墅！诚心出售,单价124924元/平米,3680,| 7室3厅 | 294.58平米 | 南 北 | 精装,低楼层(共1层)  2000年建塔楼  -,
合正锦湖三房，红本在手，桂圆中学学位，户型方正安静,单价62697元/平米,558,| 3室1厅 | 89平米 | 东北 | 精装,中楼层(共32层)  2008年建板塔结合  -,
满五年，户型方正，采光充足,单价80000元/平米,1000,| 3室2厅 | 125平米 | 南 | 其他,高楼层(共24层)  2006年建板塔结合  -,
柏丽花园 四房 新装修 深圳中学学位,单价70239元/平米,1180,| 4室2厅 | 168平米 | 南 西南 | 精装,高楼层(共32层)  1996年建塔楼  -,
鸿翔花园 朝南 花园小区 给您一个舒适的家,单价76414元/平米,1050,| 3室1厅 | 137.41平米 | 南 | 精装,高楼层(共29层)  2006年建板塔结合  -,
松泉公寓 翠园中学笋盘三房 三卫 看房预约,单价38776元/平米,380,| 1室1厅 | 98平米 | 南 | 简装,高楼层(共7层)  1988年建板塔结合  -,
高层看东湖水库全景 业主诚心出售 独家代理,单价70690元/平米,820,| 3室2厅 | 116平米 | 东北 | 精装,高楼层(共34层)  2009年建板塔结合  -,
东安花园 户型方正4房 中上楼层 有赠送露台,单价57387元/平米,505,| 4室2厅 | 88平米 | 东南 | 简装,高楼层(共7层)  1989年建板塔结合  -,
阳光新干线家园 朝南向 通风采光充足,单价49935元/平米,305,| 2室1厅 | 61.08平米 | 东南 | 简装,低楼层(共33层)  2005年建塔楼  -,
百仕达一期百怡苑18栋两朝南两房打通 稀缺,单价62500元/平米,1000,| 4室2厅 | 160平米 | 南 | 精装,低楼层(共9层)  1997年建板塔结合  -,
百仕达一期百怡苑18栋两朝南两房打通 稀缺,单价62500元/平米,1000,| 4室2厅 | 160平米 | 南 | 精装,低楼层(共9层)  1997年建板塔结合  -,
蕙兰雅居全新精装修三房，客厅南北通.朝北看梧桐山。,单价55730元/平米,535,| 3室2厅 | 96平米 | 南 北 | 精装,低楼层(共21层)  2004年建塔楼  -,
翠景山庄 舒适四房 新装修 畔山物业 双卫大阳台,单价56667元/平米,680,| 4室2厅 | 120平米 | 南 | 精装,中楼层(共9层)  2003年建板塔结合  -,
莲塘花园 双学位 低总价两房 南向采光好 居家首选,单价51112元/平米,230,| 2室2厅 | 45平米 | 西南 | 其他,中楼层(共8层)  1998年建板楼  -,
梧桐山新居一期，55平2房1厅，双学区，！,单价50910元/平米,280,| 2室1厅 | 55平米 | 北 | 简装,高楼层(共8层)  2001年建板楼  -,
双地铁 满五年 重点学位房！！！,单价70176元/平米,400,| 2室1厅 | 57平米 | 南 | 精装,低楼层(共30层)  2000年建板塔结合  -,
麟腾苑二期 顶楼复式 东湖景观房,单价65256元/平米,1600,| 4室2厅 | 245.19平米 | 东 | 其他,高楼层(共19层)  塔楼  -,
新时速家园 户型方正三房 业主诚心出售！,单价54217元/平米,450,| 3室1厅 | 83平米 | 南 北 | 精装,高楼层(共8层)  2003年建板塔结合  -,
龙园山庄小区稀有户型，南向复式!居住首选,单价33621元/平米,780,| 5室2厅 | 232平米 | 南 | 其他,高楼层(共30层)  2000年建板塔结合  -,
锦上花家园 顶楼复式 四房两厅两卫,单价67693元/平米,880,| 4室2厅 | 130平米 | 南 | 精装,高楼层(共32层)  2003年建板塔结合  -,
雍翠华府  正规两房 厅出阳台 明厨明卫,单价50000元/平米,310,| 2室1厅 | 62平米 | 北 | 简装,高楼层(共33层)  2004年建板塔结合  -,
幸福里雅居 三室两厅 带空中花园,单价77730元/平米,1098,| 3室2厅 | 141.26平米 | 东北 | 其他,低楼层(共49层)  塔楼  -,
精装修107平超大复试，深中锦田双学位房,单价98131元/平米,1050,| 5室2厅 | 107平米 | 南 北 | 精装,高楼层(共26层)  2003年建板塔结合  -,
四季御园 厅出阳台 朝南向 满2年,单价55637元/平米,459,| 4室1厅 | 82.5平米 | 南 | 毛坯,低楼层(共39层)  板塔结合  -,
产权满二精装房免增值税，拎包入住！,单价44758元/平米,400,| 2室2厅 | 89.37平米 | 南 | 精装,中楼层(共28层)  1999年建板塔结合  -,
嘉宝田标准三房，居家装修，看房方便！,单价60850元/平米,645,| 3室2厅 | 106平米 | 北 | 简装,中楼层(共25层)  2002年建板塔结合  -,
培森大厦3大公园包围的装修新2房近地铁急售,单价39260元/平米,212,| 2室1厅 | 54平米 | 东 | 精装,高楼层(共19层)  1996年建板塔结合  -,
安业花园 大4房 精装修 诚心出售 户型方正,单价43411元/平米,560,| 4室2厅 | 129平米 | 东南 | 其他,高楼层(共7层)  1999年建塔楼  -,
逸翠园 豪华三层复式 双天台 精装大户型,单价167884元/平米,2300,| 4室3厅 | 137平米 | 东南 | 精装,高楼层(共31层)  2000年建板塔结合  -,
淘金山湖景花园 豪华湖景 稀缺复试,单价164445元/平米,3700,| 7室2厅 | 225平米 | 南 | 其他,高楼层(共32层)  2006年建板塔结合  -,
钻石时代 单身公寓 南北通透 经典超南,单价48149元/平米,130,| 1室0厅 | 27平米 | 南 | 精装,中楼层(共20层)  2008年建板塔结合  -,
云峰花园3房，满两年 ，学校对面，近地铁,单价35715元/平米,375,| 3室2厅 | 105平米 | 南 | 简装,低楼层(共33层)  1997年建塔楼  -,
鸿景翠峰花园四室两厅,单价70176元/平米,1200,| 4室2厅 | 171平米 | 南 | 简装,中楼层(共22层)  2006年建板塔结合  -,
东乐花园 四房精装修 带固定车位 采光好,单价39683元/平米,500,| 4室2厅 | 126平米 | 西南 | 精装,低楼层(共32层)  1993年建板塔结合  -,
佳宁娜广场 写字楼 满两年红本在手,单价40000元/平米,1204,| 3室2厅 | 301平米 | 东南 | 其他,高楼层(共31层)  2006年建板塔结合  -,
湖景两房，客厅出阳台，户型方正实用。,单价41819元/平米,368,| 2室1厅 | 88平米 | 西北 | 精装,中楼层(共32层)  1995年建板塔结合  -,
新港鸿花园 钻石居 三居室 南北通透 看花园,单价58824元/平米,500,| 3室2厅 | 85平米 | 东北 | 简装,高楼层(共11层)  1998年建板塔结合  -,
华盛君荟名庭正规大三房  东门高端新小区,单价77228元/平米,780,| 3室1厅 | 101平米 | 南 | 其他,高楼层(共28层)  1999年建板塔结合  -,
金城华庭 满五唯一 螺岭学位 诚意出售,单价69445元/平米,375,| 2室1厅 | 54平米 | 北 | 简装,低楼层(共24层)  2003年建板塔结合  -,
